epoch (ms),time (03:00),elapsed (s),pressure (Pa)
1635328618576,2021-10-27T12:56:58.576,35.437,100873.438
1635328618837,2021-10-27T12:56:58.837,35.698,100876.125
1635328619096,2021-10-27T12:56:59.096,35.957,100876.125
1635328619357,2021-10-27T12:56:59.357,36.218,100880.469
1635328619618,2021-10-27T12:56:59.618,36.479,100879.125
1635328619879,2021-10-27T12:56:59.879,36.740,100878.078
1635328620139,2021-10-27T12:57:00.139,37.000,100883.156
1635328620400,2021-10-27T12:57:00.400,37.261,100876.734
1635328620661,2021-10-27T12:57:00.661,37.522,100873.508
1635328620922,2021-10-27T12:57:00.922,37.783,100871.625
1635328621181,2021-10-27T12:57:01.181,38.042,100877.008
1635328621442,2021-10-27T12:57:01.442,38.303,100872.969
1635328621702,2021-10-27T12:57:01.702,38.563,100868.172
1635328621963,2021-10-27T12:57:01.963,38.824,100877.086
1635328622224,2021-10-27T12:57:02.224,39.085,100872.508
1635328622485,2021-10-27T12:57:02.485,39.346,100870.125
1635328622745,2021-10-27T12:57:02.745,39.606,100872.813
1635328623006,2021-10-27T12:57:03.006,39.867,100870.125
1635328623265,2021-10-27T12:57:03.265,40.126,100874.438
1635328623526,2021-10-27T12:57:03.526,40.387,100881.469
1635328623787,2021-10-27T12:57:03.787,40.648,100869.594
1635328624048,2021-10-27T12:57:04.048,40.909,100869.859
1635328624308,2021-10-27T12:57:04.308,41.169,100847.828
1635328624569,2021-10-27T12:57:04.569,41.430,100868.820
1635328624830,2021-10-27T12:57:04.830,41.691,100885.773
1635328625091,2021-10-27T12:57:05.091,41.952,100894.156
1635328625350,2021-10-27T12:57:05.350,42.211,100890.648
1635328625611,2021-10-27T12:57:05.611,42.472,100889.078
1635328625871,2021-10-27T12:57:05.871,42.732,100881.273
1635328626132,2021-10-27T12:57:06.132,42.993,100876.438
1635328626393,2021-10-27T12:57:06.393,43.254,100875.391
1635328626654,2021-10-27T12:57:06.654,43.515,100873.203
1635328626914,2021-10-27T12:57:06.914,43.775,100869.172
1635328627175,2021-10-27T12:57:07.175,44.036,100871.094
1635328627434,2021-10-27T12:57:07.434,44.295,100869.469
1635328627695,2021-10-27T12:57:07.695,44.556,100873.781
1635328627956,2021-10-27T12:57:07.956,44.817,100872.203
1635328628217,2021-10-27T12:57:08.217,45.078,100877.078
1635328628477,2021-10-27T12:57:08.477,45.338,100877.078
1635328628738,2021-10-27T12:57:08.738,45.599,100874.656
1635328628999,2021-10-27T12:57:08.999,45.860,100873.617
1635328629260,2021-10-27T12:57:09.260,46.121,100868.469
1635328629520,2021-10-27T12:57:09.520,46.381,100876.078
1635328629781,2021-10-27T12:57:09.781,46.642,100871.734
1635328630040,2021-10-27T12:57:10.040,46.901,100865.852
1635328630301,2021-10-27T12:57:10.301,47.162,100873.922
1635328630562,2021-10-27T12:57:10.562,47.423,100868.813
1635328630823,2021-10-27T12:57:10.823,47.684,100868.813
1635328631083,2021-10-27T12:57:11.083,47.944,100868.813
1635328631344,2021-10-27T12:57:11.344,48.205,100871.273
1635328631605,2021-10-27T12:57:11.605,48.466,100869.391
1635328631865,2021-10-27T12:57:11.865,48.726,100869.391
1635328632125,2021-10-27T12:57:12.125,48.986,100868.578
1635328632385,2021-10-27T12:57:12.385,49.246,100875.078
1635328632646,2021-10-27T12:57:12.646,49.507,100874.547
1635328632907,2021-10-27T12:57:12.907,49.768,100872.688
1635328633168,2021-10-27T12:57:13.168,50.029,100870.813
1635328633428,2021-10-27T12:57:13.428,50.289,100871.609
1635328633689,2021-10-27T12:57:13.689,50.550,100872.156
1635328633950,2021-10-27T12:57:13.950,50.811,100868.391
1635328634209,2021-10-27T12:57:14.209,51.070,100873.766
1635328634470,2021-10-27T12:57:14.470,51.331,100870.039
1635328634731,2021-10-27T12:57:14.731,51.592,100871.688
1635328634991,2021-10-27T12:57:14.991,51.852,100873.844
1635328635252,2021-10-27T12:57:15.252,52.113,100870.344
1635328635513,2021-10-27T12:57:15.513,52.374,100874.953
1635328635774,2021-10-27T12:57:15.774,52.635,100872.500
1635328636034,2021-10-27T12:57:16.034,52.895,100871.953
1635328636295,2021-10-27T12:57:16.295,53.156,100874.422
1635328636554,2021-10-27T12:57:16.554,53.415,100873.078
1635328636815,2021-10-27T12:57:16.815,53.676,100872.266
1635328637076,2021-10-27T12:57:17.076,53.937,100866.648
1635328637337,2021-10-27T12:57:17.337,54.198,100874.992
1635328637597,2021-10-27T12:57:17.597,54.458,100870.148
1635328637858,2021-10-27T12:57:17.858,54.719,100870.453
1635328638119,2021-10-27T12:57:18.119,54.980,100862.883
1635328638380,2021-10-27T12:57:18.380,55.241,100868.031
1635328638639,2021-10-27T12:57:18.639,55.500,100870.719
1635328638900,2021-10-27T12:57:18.900,55.761,100872.297
1635328639160,2021-10-27T12:57:19.160,56.021,100871.836
1635328639421,2021-10-27T12:57:19.421,56.282,100871.836
1635328639682,2021-10-27T12:57:19.682,56.543,100869.141
1635328639943,2021-10-27T12:57:19.943,56.804,100869.445
1635328640203,2021-10-27T12:57:20.203,57.064,100870.797
1635328640464,2021-10-27T12:57:20.464,57.325,100872.984
1635328640723,2021-10-27T12:57:20.723,57.584,100871.406
1635328640984,2021-10-27T12:57:20.984,57.845,100868.703
1635328641245,2021-10-27T12:57:21.245,58.106,100869.242
1635328641506,2021-10-27T12:57:21.506,58.367,100871.406
1635328641766,2021-10-27T12:57:21.766,58.627,100876.250
1635328642027,2021-10-27T12:57:22.027,58.888,100866.320
1635328642288,2021-10-27T12:57:22.288,59.149,100866.016
1635328642549,2021-10-27T12:57:22.549,59.410,100869.016
1635328642808,2021-10-27T12:57:22.808,59.669,100870.625
1635328643069,2021-10-27T12:57:23.069,59.930,100866.891
1635328643329,2021-10-27T12:57:23.329,60.190,100871.734
1635328643590,2021-10-27T12:57:23.590,60.451,100866.656
1635328643851,2021-10-27T12:57:23.851,60.712,100868.813
1635328644112,2021-10-27T12:57:24.112,60.973,100861.281
1635328644372,2021-10-27T12:57:24.372,61.233,100866.656
1635328644633,2021-10-27T12:57:24.633,61.494,100859.391
1635328644892,2021-10-27T12:57:24.892,61.753,100875.313
1635328645153,2021-10-27T12:57:25.153,62.014,100870.469
1635328645414,2021-10-27T12:57:25.414,62.275,100872.078
1635328645675,2021-10-27T12:57:25.675,62.536,100869.391
1635328645935,2021-10-27T12:57:25.935,62.796,100870.234
1635328646196,2021-10-27T12:57:26.196,63.057,100872.078
1635328646457,2021-10-27T12:57:26.457,63.318,100876.188
1635328646718,2021-10-27T12:57:26.718,63.579,100869.156
1635328646977,2021-10-27T12:57:26.977,63.838,100869.156
1635328647238,2021-10-27T12:57:27.238,64.099,100865.656
1635328647498,2021-10-27T12:57:27.498,64.359,100872.453
1635328647759,2021-10-27T12:57:27.759,64.620,100871.609
1635328648020,2021-10-27T12:57:28.020,64.881,100872.453
1635328648281,2021-10-27T12:57:28.281,65.142,100872.188
1635328648541,2021-10-27T12:57:28.541,65.402,100863.609
1635328648802,2021-10-27T12:57:28.802,65.663,100861.422
1635328649061,2021-10-27T12:57:29.061,65.922,100861.719
1635328649322,2021-10-27T12:57:29.322,66.183,100868.453
1635328649583,2021-10-27T12:57:29.583,66.444,100865.219
1635328649844,2021-10-27T12:57:29.844,66.705,100864.719
1635328650104,2021-10-27T12:57:30.104,66.965,100858.797
1635328650365,2021-10-27T12:57:30.365,67.226,100858.492
1635328650626,2021-10-27T12:57:30.626,67.487,100860.953
1635328650886,2021-10-27T12:57:30.886,67.747,100869.867
1635328651146,2021-10-27T12:57:31.146,68.007,100869.633
1635328651406,2021-10-27T12:57:31.406,68.267,100863.938
1635328651667,2021-10-27T12:57:31.667,68.528,100869.906
1635328651928,2021-10-27T12:57:31.928,68.789,100869.906
1635328652189,2021-10-27T12:57:32.189,69.050,100862.359
1635328652449,2021-10-27T12:57:32.449,69.310,100860.211
1635328652710,2021-10-27T12:57:32.710,69.571,100865.867
1635328652971,2021-10-27T12:57:32.971,69.832,100866.672
1635328653230,2021-10-27T12:57:33.230,70.091,100867.516
1635328653491,2021-10-27T12:57:33.491,70.352,100866.438
1635328653752,2021-10-27T12:57:33.752,70.613,100862.938
1635328654012,2021-10-27T12:57:34.012,70.873,100865.930
1635328654273,2021-10-27T12:57:34.273,71.134,100859.469
1635328654534,2021-10-27T12:57:34.534,71.395,100864.047
1635328654795,2021-10-27T12:57:34.795,71.656,100863.000
1635328655055,2021-10-27T12:57:35.055,71.916,100867.547
1635328655316,2021-10-27T12:57:35.316,72.177,100864.859
1635328655575,2021-10-27T12:57:35.575,72.436,100868.656
1635328655836,2021-10-27T12:57:35.836,72.697,100863.578
1635328656097,2021-10-27T12:57:36.097,72.958,100858.969
1635328656358,2021-10-27T12:57:36.358,73.219,100858.969
1635328656618,2021-10-27T12:57:36.618,73.479,100858.188
1635328656879,2021-10-27T12:57:36.879,73.740,100857.109
1635328657140,2021-10-27T12:57:37.140,74.001,100862.500
1635328657401,2021-10-27T12:57:37.401,74.262,100859.305
1635328657660,2021-10-27T12:57:37.660,74.521,100859.813
1635328657921,2021-10-27T12:57:37.921,74.782,100861.461
1635328658181,2021-10-27T12:57:38.181,75.042,100869.539
1635328658442,2021-10-27T12:57:38.442,75.303,100864.148
1635328658703,2021-10-27T12:57:38.703,75.564,100861.758
1635328658964,2021-10-27T12:57:38.964,75.825,100863.914
1635328659224,2021-10-27T12:57:39.224,76.085,100859.344
1635328659485,2021-10-27T12:57:39.485,76.346,100859.344
1635328659744,2021-10-27T12:57:39.744,76.605,100862.031
1635328660005,2021-10-27T12:57:40.005,76.866,100860.688
1635328660266,2021-10-27T12:57:40.266,77.127,100862.609
1635328660527,2021-10-27T12:57:40.527,77.388,100863.141
1635328660787,2021-10-27T12:57:40.787,77.648,100862.609
1635328661048,2021-10-27T12:57:41.048,77.909,100862.094
1635328661309,2021-10-27T12:57:41.309,78.170,100862.094
1635328661570,2021-10-27T12:57:41.570,78.431,100862.336
1635328661830,2021-10-27T12:57:41.830,78.691,100857.516
1635328662090,2021-10-27T12:57:42.090,78.951,100864.555
1635328662350,2021-10-27T12:57:42.350,79.211,100862.672
1635328662611,2021-10-27T12:57:42.611,79.472,100859.164
1635328662872,2021-10-27T12:57:42.872,79.733,100864.313
1635328663133,2021-10-27T12:57:43.133,79.994,100865.906
1635328663393,2021-10-27T12:57:43.393,80.254,100863.211
1635328663654,2021-10-27T12:57:43.654,80.515,100861.094
1635328663915,2021-10-27T12:57:43.915,80.776,100862.438
1635328664174,2021-10-27T12:57:44.174,81.035,100856.742
1635328664435,2021-10-27T12:57:44.435,81.296,100857.047
1635328664696,2021-10-27T12:57:44.696,81.557,100861.391
1635328664956,2021-10-27T12:57:44.956,81.817,100858.695
1635328665217,2021-10-27T12:57:45.217,82.078,100868.391
1635328665478,2021-10-27T12:57:45.478,82.339,100860.313
1635328665739,2021-10-27T12:57:45.739,82.600,100857.617
1635328665999,2021-10-27T12:57:45.999,82.860,100858.430
1635328666260,2021-10-27T12:57:46.260,83.121,100862.766
1635328666519,2021-10-27T12:57:46.519,83.380,100860.883
1635328666780,2021-10-27T12:57:46.780,83.641,100862.766
1635328667041,2021-10-27T12:57:47.041,83.902,100861.125
1635328667302,2021-10-27T12:57:47.302,84.163,100864.688
1635328667562,2021-10-27T12:57:47.562,84.423,100863.578
1635328667823,2021-10-27T12:57:47.823,84.684,100865.797
1635328668084,2021-10-27T12:57:48.084,84.945,100863.344
1635328668344,2021-10-27T12:57:48.344,85.205,100862.836
1635328668605,2021-10-27T12:57:48.605,85.466,100864.180
1635328668865,2021-10-27T12:57:48.865,85.726,100861.484
1635328669125,2021-10-27T12:57:49.125,85.986,100864.750
1635328669386,2021-10-27T12:57:49.386,86.247,100864.750
1635328669647,2021-10-27T12:57:49.647,86.508,100864.219
1635328669907,2021-10-27T12:57:49.907,86.768,100859.367
1635328670168,2021-10-27T12:57:50.168,87.029,100858.016
1635328670429,2021-10-27T12:57:50.429,87.290,100859.641
1635328670690,2021-10-27T12:57:50.690,87.551,100859.641
1635328670949,2021-10-27T12:57:50.949,87.810,100856.438
1635328671210,2021-10-27T12:57:51.210,88.071,100857.781
1635328671470,2021-10-27T12:57:51.470,88.331,100862.938
1635328671731,2021-10-27T12:57:51.731,88.592,100857.242
1635328671992,2021-10-27T12:57:51.992,88.853,100859.938
1635328672253,2021-10-27T12:57:52.253,89.114,100857.547
1635328672513,2021-10-27T12:57:52.513,89.374,100854.313
1635328672774,2021-10-27T12:57:52.774,89.635,100860.508
1635328673033,2021-10-27T12:57:53.033,89.894,100861.078
1635328673294,2021-10-27T12:57:53.294,90.155,100860.266
1635328673555,2021-10-27T12:57:53.555,90.416,100860.813
1635328673816,2021-10-27T12:57:53.816,90.677,100861.625
1635328674076,2021-10-27T12:57:54.076,90.937,100857.578
1635328674337,2021-10-27T12:57:54.337,91.198,100862.156
1635328674598,2021-10-27T12:57:54.598,91.459,100865.422
1635328674859,2021-10-27T12:57:54.859,91.720,100863.531
1635328675119,2021-10-27T12:57:55.119,91.980,100864.078
1635328675379,2021-10-27T12:57:55.379,92.240,100852.258
1635328675639,2021-10-27T12:57:55.639,92.500,100858.984
1635328675900,2021-10-27T12:57:55.900,92.761,100866.000
1635328676161,2021-10-27T12:57:56.161,93.022,100859.797
1635328676422,2021-10-27T12:57:56.422,93.283,100861.953
1635328676682,2021-10-27T12:57:56.682,93.543,100861.953
1635328676943,2021-10-27T12:57:56.943,93.804,100864.648
1635328677204,2021-10-27T12:57:57.204,94.065,100862.250
1635328677463,2021-10-27T12:57:57.463,94.324,100859.563
1635328677724,2021-10-27T12:57:57.724,94.585,100859.859
1635328677985,2021-10-27T12:57:57.985,94.846,100915.094
1635328678245,2021-10-27T12:57:58.245,95.106,100863.906
1635328678506,2021-10-27T12:57:58.506,95.367,100856.328
1635328678767,2021-10-27T12:57:58.767,95.628,100857.977
1635328679028,2021-10-27T12:57:59.028,95.889,100850.703
1635328679288,2021-10-27T12:57:59.288,96.149,100856.094
1635328679548,2021-10-27T12:57:59.548,96.409,100856.094
1635328679808,2021-10-27T12:57:59.808,96.669,100856.391
1635328680069,2021-10-27T12:58:00.069,96.930,100864.477
1635328680330,2021-10-27T12:58:00.330,97.191,100860.938
1635328680591,2021-10-27T12:58:00.591,97.452,100857.531
1635328680851,2021-10-27T12:58:00.851,97.712,100856.992
1635328681112,2021-10-27T12:58:01.112,97.973,100854.844
1635328681373,2021-10-27T12:58:01.373,98.234,100867.773
1635328681634,2021-10-27T12:58:01.634,98.495,100856.188
1635328681893,2021-10-27T12:58:01.893,98.754,100860.500
1635328682154,2021-10-27T12:58:02.154,99.015,100864.031
1635328682414,2021-10-27T12:58:02.414,99.275,100857.531
1635328682675,2021-10-27T12:58:02.675,99.536,100866.188
1635328682936,2021-10-27T12:58:02.936,99.797,100856.453
1635328683197,2021-10-27T12:58:03.197,100.058,100858.906
1635328683457,2021-10-27T12:58:03.457,100.318,100864.063
1635328683718,2021-10-27T12:58:03.718,100.579,100860.828
1635328683977,2021-10-27T12:58:03.977,100.838,100861.672
1635328684238,2021-10-27T12:58:04.238,101.099,100861.672
1635328684499,2021-10-27T12:58:04.499,101.360,100859.781
1635328684760,2021-10-27T12:58:04.760,101.621,100859.781
1635328685020,2021-10-27T12:58:05.020,101.881,100859.781
1635328685281,2021-10-27T12:58:05.281,102.142,100855.172
1635328685542,2021-10-27T12:58:05.542,102.403,100856.047
1635328685802,2021-10-27T12:58:05.802,102.663,100858.734
1635328686062,2021-10-27T12:58:06.062,102.923,100857.656
1635328686323,2021-10-27T12:58:06.323,103.184,100866.281
1635328686583,2021-10-27T12:58:06.583,103.444,100858.203
1635328686844,2021-10-27T12:58:06.844,103.705,100852.273
1635328687105,2021-10-27T12:58:07.105,103.966,100857.656
1635328687365,2021-10-27T12:58:07.365,104.226,100858.500
1635328687626,2021-10-27T12:58:07.626,104.487,100863.625
1635328687887,2021-10-27T12:58:07.887,104.748,100862.266
1635328688146,2021-10-27T12:58:08.146,105.007,100859.578
1635328688407,2021-10-27T12:58:08.407,105.268,100864.969
1635328688668,2021-10-27T12:58:08.668,105.529,100851.797
1635328688928,2021-10-27T12:58:08.928,105.789,100849.102
1635328689189,2021-10-27T12:58:09.189,106.050,100864.734
1635328689450,2021-10-27T12:58:09.450,106.311,100863.109
1635328689711,2021-10-27T12:58:09.711,106.572,100853.680
1635328689971,2021-10-27T12:58:09.971,106.832,100858.828
1635328690231,2021-10-27T12:58:10.231,107.092,100861.523
1635328690491,2021-10-27T12:58:10.491,107.352,100854.547
1635328690752,2021-10-27T12:58:10.752,107.613,100861.797
1635328691013,2021-10-27T12:58:11.013,107.874,100858.594
1635328691274,2021-10-27T12:58:11.274,108.135,100853.711
1635328691534,2021-10-27T12:58:11.534,108.395,100862.641
1635328691795,2021-10-27T12:58:11.795,108.656,100862.094
1635328692056,2021-10-27T12:58:12.056,108.917,100851.313
1635328692315,2021-10-27T12:58:12.315,109.176,100862.391
1635328692576,2021-10-27T12:58:12.576,109.437,100851.078
1635328692837,2021-10-27T12:58:12.837,109.698,100857.273
1635328693097,2021-10-27T12:58:13.097,109.958,100860.211
1635328693358,2021-10-27T12:58:13.358,110.219,100858.922
1635328693619,2021-10-27T12:58:13.619,110.480,100851.891
1635328693880,2021-10-27T12:58:13.880,110.741,100865.930
1635328694140,2021-10-27T12:58:14.140,111.001,100851.891
1635328694400,2021-10-27T12:58:14.400,111.261,100855.391
1635328694660,2021-10-27T12:58:14.660,111.521,100854.906
1635328694921,2021-10-27T12:58:14.921,111.782,100852.219
1635328695182,2021-10-27T12:58:15.182,112.043,100858.953
1635328695443,2021-10-27T12:58:15.443,112.304,100858.953
1635328695703,2021-10-27T12:58:15.703,112.564,100857.094
1635328695964,2021-10-27T12:58:15.964,112.825,100859.797
1635328696225,2021-10-27T12:58:16.225,113.086,100856.563
1635328696486,2021-10-27T12:58:16.486,113.347,100858.719
1635328696745,2021-10-27T12:58:16.745,113.606,100851.172
1635328697006,2021-10-27T12:58:17.006,113.867,100857.094
1635328697266,2021-10-27T12:58:17.266,114.127,100856.016
1635328697527,2021-10-27T12:58:17.527,114.388,100859.828
1635328697788,2021-10-27T12:58:17.788,114.649,100854.969
1635328698049,2021-10-27T12:58:18.049,114.910,100857.125
1635328698309,2021-10-27T12:58:18.309,115.170,100859.016
1635328698570,2021-10-27T12:58:18.570,115.431,100856.320
1635328698829,2021-10-27T12:58:18.829,115.690,100860.359
1635328699090,2021-10-27T12:58:19.090,115.951,100857.938
1635328699351,2021-10-27T12:58:19.351,116.212,100854.734
1635328699612,2021-10-27T12:58:19.612,116.473,100859.883
1635328699872,2021-10-27T12:58:19.872,116.733,100862.844
1635328700133,2021-10-27T12:58:20.133,116.994,100856.891
1635328700394,2021-10-27T12:58:20.394,117.255,100858.000
1635328700655,2021-10-27T12:58:20.655,117.516,100860.156
1635328700914,2021-10-27T12:58:20.914,117.775,100861.500
1635328701175,2021-10-27T12:58:21.175,118.036,100854.766
1635328701435,2021-10-27T12:58:21.435,118.296,100859.109
1635328701696,2021-10-27T12:58:21.696,118.557,100859.109
1635328701957,2021-10-27T12:58:21.957,118.818,100859.641
1635328702218,2021-10-27T12:58:22.218,119.079,100858.563
1635328702478,2021-10-27T12:58:22.478,119.339,100858.023
1635328702739,2021-10-27T12:58:22.739,119.600,100860.719
1635328702998,2021-10-27T12:58:22.998,119.859,100855.328
1635328703259,2021-10-27T12:58:23.259,120.120,100860.484
1635328703520,2021-10-27T12:58:23.520,120.381,100852.641
1635328703781,2021-10-27T12:58:23.781,120.642,100860.484
