epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636377043277,2021-11-08T15.10.43.277,0.000,100999.891
1636377043539,2021-11-08T15.10.43.539,0.262,101003.570
1636377043801,2021-11-08T15.10.43.801,0.524,101000.250
1636377044063,2021-11-08T15.10.44.063,0.785,101002.242
1636377044324,2021-11-08T15.10.44.324,1.047,101002.453
1636377044586,2021-11-08T15.10.44.586,1.309,101004.234
1636377044848,2021-11-08T15.10.44.848,1.571,101003.781
1636377045110,2021-11-08T15.10.45.110,1.832,101000.641
1636377045371,2021-11-08T15.10.45.371,2.094,101000.641
1636377045633,2021-11-08T15.10.45.633,2.356,101001.297
1636377045895,2021-11-08T15.10.45.895,2.618,101004.625
1636377046157,2021-11-08T15.10.46.157,2.880,100998.641
1636377046419,2021-11-08T15.10.46.419,3.141,101001.969
1636377046680,2021-11-08T15.10.46.680,3.403,100998.250
1636377046942,2021-11-08T15.10.46.942,3.665,101001.969
1636377047204,2021-11-08T15.10.47.204,3.927,101002.633
1636377047466,2021-11-08T15.10.47.466,4.188,101003.297
1636377047727,2021-11-08T15.10.47.727,4.450,100999.688
1636377047989,2021-11-08T15.10.47.989,4.712,100996.641
1636377048251,2021-11-08T15.10.48.251,4.974,101002.812
1636377048513,2021-11-08T15.10.48.513,5.236,100999.305
1636377048775,2021-11-08T15.10.48.775,5.497,101003.297
1636377049036,2021-11-08T15.10.49.036,5.759,100996.156
1636377049298,2021-11-08T15.10.49.298,6.021,101003.297
1636377049560,2021-11-08T15.10.49.560,6.283,101002.812
1636377049822,2021-11-08T15.10.49.822,6.545,101001.023
1636377050083,2021-11-08T15.10.50.083,6.806,101003.469
1636377050345,2021-11-08T15.10.50.345,7.068,101002.812
1636377050607,2021-11-08T15.10.50.607,7.330,101003.688
1636377050869,2021-11-08T15.10.50.869,7.592,101003.688
1636377051131,2021-11-08T15.10.51.131,7.853,100998.812
1636377051392,2021-11-08T15.10.51.392,8.115,101001.484
1636377051654,2021-11-08T15.10.51.654,8.377,101001.023
1636377051916,2021-11-08T15.10.51.916,8.639,101001.688
1636377052178,2021-11-08T15.10.52.178,8.901,101000.359
1636377052439,2021-11-08T15.10.52.439,9.162,101002.359
1636377052701,2021-11-08T15.10.52.701,9.424,101000.531
1636377052963,2021-11-08T15.10.52.963,9.686,101001.688
1636377053225,2021-11-08T15.10.53.225,9.948,101004.531
1636377053487,2021-11-08T15.10.53.487,10.209,101003.016
1636377053748,2021-11-08T15.10.53.748,10.471,100999.688
1636377054010,2021-11-08T15.10.54.010,10.733,101000.711
1636377054272,2021-11-08T15.10.54.272,10.995,101005.188
1636377054534,2021-11-08T15.10.54.534,11.257,101006.031
1636377054796,2021-11-08T15.10.54.796,11.518,100999.383
1636377055057,2021-11-08T15.10.55.057,11.780,101004.531
1636377055319,2021-11-08T15.10.55.319,12.042,101004.703
1636377055581,2021-11-08T15.10.55.581,12.304,101003.375
1636377055843,2021-11-08T15.10.55.843,12.565,101004.039
1636377056104,2021-11-08T15.10.56.104,12.827,101005.188
1636377056366,2021-11-08T15.10.56.366,13.089,101003.375
1636377056628,2021-11-08T15.10.56.628,13.351,101005.188
1636377056890,2021-11-08T15.10.56.890,13.613,101002.047
1636377057152,2021-11-08T15.10.57.152,13.874,101003.688
1636377057413,2021-11-08T15.10.57.413,14.136,101005.367
1636377057675,2021-11-08T15.10.57.675,14.398,101005.367
1636377057937,2021-11-08T15.10.57.937,14.660,101004.703
1636377058199,2021-11-08T15.10.58.199,14.921,101002.047
1636377058460,2021-11-08T15.10.58.460,15.183,101002.703
1636377058722,2021-11-08T15.10.58.722,15.445,101004.703
1636377058984,2021-11-08T15.10.58.984,15.707,101006.703
1636377059246,2021-11-08T15.10.59.246,15.969,101003.094
1636377059508,2021-11-08T15.10.59.508,16.230,101002.258
1636377059769,2021-11-08T15.10.59.769,16.492,101000.047
1636377060031,2021-11-08T15.11.00.031,16.754,100999.383
1636377060293,2021-11-08T15.11.00.293,17.016,101004.922
1636377060555,2021-11-08T15.11.00.555,17.277,101001.594
1636377060816,2021-11-08T15.11.00.816,17.539,100999.031
1636377061078,2021-11-08T15.11.01.078,17.801,101000.922
1636377061340,2021-11-08T15.11.01.340,18.063,101006.914
1636377061602,2021-11-08T15.11.01.602,18.325,101003.375
1636377061864,2021-11-08T15.11.01.864,18.586,101004.250
1636377062125,2021-11-08T15.11.02.125,18.848,101003.586
1636377062387,2021-11-08T15.11.02.387,19.110,101004.781
1636377062649,2021-11-08T15.11.02.649,19.372,101003.375
1636377062911,2021-11-08T15.11.02.911,19.634,101004.609
1636377063172,2021-11-08T15.11.03.172,19.895,101004.922
1636377063434,2021-11-08T15.11.03.434,20.157,101002.438
1636377063696,2021-11-08T15.11.03.696,20.419,101002.922
1636377063958,2021-11-08T15.11.03.958,20.681,101008.773
1636377064220,2021-11-08T15.11.04.220,20.942,101000.711
1636377064481,2021-11-08T15.11.04.481,21.204,101003.766
1636377064743,2021-11-08T15.11.04.743,21.466,101004.781
1636377065005,2021-11-08T15.11.05.005,21.728,101002.922
1636377065267,2021-11-08T15.11.05.267,21.990,101003.375
1636377065528,2021-11-08T15.11.05.528,22.251,101005.094
1636377065790,2021-11-08T15.11.05.790,22.513,101006.109
1636377066052,2021-11-08T15.11.06.052,22.775,101006.781
1636377066314,2021-11-08T15.11.06.314,23.037,101004.125
1636377066576,2021-11-08T15.11.06.576,23.298,101006.109
1636377066837,2021-11-08T15.11.06.837,23.560,101003.453
1636377067099,2021-11-08T15.11.07.099,23.822,101002.125
1636377067361,2021-11-08T15.11.07.361,24.084,101003.938
1636377067623,2021-11-08T15.11.07.623,24.346,101003.453
1636377067885,2021-11-08T15.11.07.885,24.607,101002.789
1636377068146,2021-11-08T15.11.08.146,24.869,101000.922
1636377068408,2021-11-08T15.11.08.408,25.131,101003.453
1636377068670,2021-11-08T15.11.08.670,25.393,101002.789
1636377068932,2021-11-08T15.11.08.932,25.654,101002.789
1636377069193,2021-11-08T15.11.09.193,25.916,101004.781
1636377069455,2021-11-08T15.11.09.455,26.178,101003.453
1636377069717,2021-11-08T15.11.09.717,26.440,101003.453
1636377069979,2021-11-08T15.11.09.979,26.702,101002.789
1636377070241,2021-11-08T15.11.10.241,26.963,101000.125
1636377070502,2021-11-08T15.11.10.502,27.225,100997.391
1636377070764,2021-11-08T15.11.10.764,27.487,101004.781
1636377071026,2021-11-08T15.11.11.026,27.749,101002.125
1636377071288,2021-11-08T15.11.11.288,28.010,101003.664
1636377071549,2021-11-08T15.11.11.549,28.272,101002.516
1636377071811,2021-11-08T15.11.11.811,28.534,101004.125
1636377072073,2021-11-08T15.11.12.073,28.796,101004.992
1636377072335,2021-11-08T15.11.12.335,29.058,101006.109
1636377072597,2021-11-08T15.11.12.597,29.319,101004.781
1636377072858,2021-11-08T15.11.12.858,29.581,101003.000
1636377073120,2021-11-08T15.11.13.120,29.843,101003.766
1636377073382,2021-11-08T15.11.13.382,30.105,101006.328
1636377073644,2021-11-08T15.11.13.644,30.366,101004.328
1636377073905,2021-11-08T15.11.13.905,30.628,101000.438
1636377074167,2021-11-08T15.11.14.167,30.890,101004.781
1636377074429,2021-11-08T15.11.14.429,31.152,101003.664
1636377074691,2021-11-08T15.11.14.691,31.414,101002.789
1636377074953,2021-11-08T15.11.14.953,31.675,101005.836
1636377075214,2021-11-08T15.11.15.214,31.937,101004.125
1636377075476,2021-11-08T15.11.15.476,32.199,101004.125
1636377075738,2021-11-08T15.11.15.738,32.461,101003.453
1636377076000,2021-11-08T15.11.16.000,32.723,101007.172
1636377076261,2021-11-08T15.11.16.261,32.984,101004.328
1636377076523,2021-11-08T15.11.16.523,33.246,101000.125
1636377076785,2021-11-08T15.11.16.785,33.508,101003.844
1636377077047,2021-11-08T15.11.17.047,33.770,101000.797
1636377077309,2021-11-08T15.11.17.309,34.031,100999.953
1636377077570,2021-11-08T15.11.17.570,34.293,101003.664
1636377077832,2021-11-08T15.11.17.832,34.555,101006.500
1636377078094,2021-11-08T15.11.18.094,34.817,101004.508
1636377078356,2021-11-08T15.11.18.356,35.079,101006.984
1636377078618,2021-11-08T15.11.18.618,35.340,101001.453
1636377078879,2021-11-08T15.11.18.879,35.602,101001.000
1636377079141,2021-11-08T15.11.19.141,35.864,101002.516
1636377079403,2021-11-08T15.11.19.403,36.126,101007.828
1636377079665,2021-11-08T15.11.19.665,36.387,101006.500
1636377079926,2021-11-08T15.11.19.926,36.649,101005.656
1636377080188,2021-11-08T15.11.20.188,36.911,101007.172
1636377080450,2021-11-08T15.11.20.450,37.173,101006.500
1636377080712,2021-11-08T15.11.20.712,37.435,101003.000
1636377080974,2021-11-08T15.11.20.974,37.696,101006.500
1636377081235,2021-11-08T15.11.21.235,37.958,101003.172
1636377081497,2021-11-08T15.11.21.497,38.220,101004.992
1636377081759,2021-11-08T15.11.21.759,38.482,101005.172
1636377082021,2021-11-08T15.11.22.021,38.743,101004.508
1636377082282,2021-11-08T15.11.22.282,39.005,101006.500
1636377082544,2021-11-08T15.11.22.544,39.267,101002.516
1636377082806,2021-11-08T15.11.22.806,39.529,101001.844
1636377083068,2021-11-08T15.11.23.068,39.791,100997.188
1636377083330,2021-11-08T15.11.23.330,40.052,100999.852
1636377083591,2021-11-08T15.11.23.591,40.314,100999.188
1636377083853,2021-11-08T15.11.23.853,40.576,101001.672
1636377084115,2021-11-08T15.11.24.115,40.838,101003.664
1636377084377,2021-11-08T15.11.24.377,41.099,101003.172
1636377084638,2021-11-08T15.11.24.638,41.361,101004.508
1636377084900,2021-11-08T15.11.24.900,41.623,101003.000
1636377085162,2021-11-08T15.11.25.162,41.885,100999.008
1636377085424,2021-11-08T15.11.25.424,42.147,101002.516
1636377085686,2021-11-08T15.11.25.686,42.408,101003.000
1636377085947,2021-11-08T15.11.25.947,42.670,101005.344
1636377086209,2021-11-08T15.11.26.209,42.932,101003.844
1636377086471,2021-11-08T15.11.26.471,43.194,101001.672
1636377086733,2021-11-08T15.11.26.733,43.455,101004.508
1636377086994,2021-11-08T15.11.26.994,43.717,101005.172
1636377087256,2021-11-08T15.11.27.256,43.979,101002.328
1636377087518,2021-11-08T15.11.27.518,44.241,101002.328
1636377087780,2021-11-08T15.11.27.780,44.503,101005.172
1636377088042,2021-11-08T15.11.28.042,44.764,101003.844
1636377088303,2021-11-08T15.11.28.303,45.026,101004.508
1636377088565,2021-11-08T15.11.28.565,45.288,101003.172
1636377088827,2021-11-08T15.11.28.827,45.550,101004.016
1636377089089,2021-11-08T15.11.29.089,45.812,101000.344
1636377089350,2021-11-08T15.11.29.350,46.073,100998.516
1636377089612,2021-11-08T15.11.29.612,46.335,101002.516
1636377089874,2021-11-08T15.11.29.874,46.597,100998.344
1636377090136,2021-11-08T15.11.30.136,46.859,101001.359
1636377090398,2021-11-08T15.11.30.398,47.120,101005.172
1636377090659,2021-11-08T15.11.30.659,47.382,101001.844
1636377090921,2021-11-08T15.11.30.921,47.644,101001.844
1636377091183,2021-11-08T15.11.31.183,47.906,101001.180
1636377091445,2021-11-08T15.11.31.445,48.168,101003.172
1636377091707,2021-11-08T15.11.31.707,48.429,101002.516
1636377091968,2021-11-08T15.11.31.968,48.691,101004.508
1636377092230,2021-11-08T15.11.32.230,48.953,101001.844
1636377092492,2021-11-08T15.11.32.492,49.215,101002.688
1636377092754,2021-11-08T15.11.32.754,49.476,101006.500
1636377093015,2021-11-08T15.11.33.015,49.738,101003.172
1636377093277,2021-11-08T15.11.33.277,50.000,101005.172
1636377093539,2021-11-08T15.11.33.539,50.262,100998.516
