epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635084169370,2021-10-24T17.02.49.370,0.000,2.835,-2.409,0.793
1635084169410,2021-10-24T17.02.49.410,0.040,1.890,-2.165,0.823
1635084169451,2021-10-24T17.02.49.451,0.081,-0.274,-2.378,-0.061
1635084169490,2021-10-24T17.02.49.490,0.120,-3.262,-1.585,-0.122
1635084169530,2021-10-24T17.02.49.530,0.160,-3.415,-0.396,0.183
1635084169571,2021-10-24T17.02.49.571,0.201,-1.280,0.854,0.793
1635084169611,2021-10-24T17.02.49.611,0.241,-2.591,-0.152,0.335
1635084169652,2021-10-24T17.02.49.652,0.282,-4.726,-1.006,0.030
1635084169691,2021-10-24T17.02.49.691,0.321,-5.762,-0.061,0.823
1635084169732,2021-10-24T17.02.49.732,0.362,-2.226,-0.152,0.793
1635084169772,2021-10-24T17.02.49.772,0.402,-2.652,0.183,-0.488
1635084169813,2021-10-24T17.02.49.813,0.443,-4.085,-0.579,-1.524
1635084169852,2021-10-24T17.02.49.852,0.482,-3.720,-1.890,-0.396
1635084169893,2021-10-24T17.02.49.893,0.523,-1.646,-1.463,0.518
1635084169933,2021-10-24T17.02.49.933,0.563,-0.945,-0.793,0.457
1635084169972,2021-10-24T17.02.49.972,0.602,-0.701,-0.396,0.457
1635084170013,2021-10-24T17.02.50.013,0.643,-0.671,-0.549,0.427
1635084170053,2021-10-24T17.02.50.053,0.683,-0.854,-1.037,0.305
1635084170094,2021-10-24T17.02.50.094,0.724,-0.762,-1.311,0.244
1635084170133,2021-10-24T17.02.50.133,0.763,-0.671,-4.116,-0.396
1635084170175,2021-10-24T17.02.50.175,0.805,2.774,-4.329,-0.305
1635084170214,2021-10-24T17.02.50.214,0.844,2.713,-0.427,0.701
1635084170255,2021-10-24T17.02.50.255,0.885,-1.311,0.701,0.793
1635084170295,2021-10-24T17.02.50.295,0.925,-2.165,0.183,0.671
1635084170334,2021-10-24T17.02.50.334,0.964,-2.927,-0.366,0.366
1635084170375,2021-10-24T17.02.50.375,1.005,-1.860,-0.610,0.427
1635084170415,2021-10-24T17.02.50.415,1.045,-1.555,-0.793,0.427
1635084170456,2021-10-24T17.02.50.456,1.086,-1.524,-0.976,0.244
1635084170495,2021-10-24T17.02.50.495,1.125,-1.280,-0.732,0.396
1635084170536,2021-10-24T17.02.50.536,1.166,-1.128,-0.396,0.457
1635084170576,2021-10-24T17.02.50.576,1.206,-1.037,-0.640,0.457
1635084170617,2021-10-24T17.02.50.617,1.247,-1.067,-0.671,0.366
1635084170656,2021-10-24T17.02.50.656,1.286,-0.671,-0.335,0.549
1635084170697,2021-10-24T17.02.50.697,1.327,-0.335,-0.274,0.640
1635084170737,2021-10-24T17.02.50.737,1.367,-0.518,-0.427,0.396
1635084170777,2021-10-24T17.02.50.777,1.407,-0.427,-0.671,0.274
1635084170818,2021-10-24T17.02.50.818,1.448,0.274,-0.549,0.701
1635084170857,2021-10-24T17.02.50.857,1.487,0.518,-0.396,0.762
1635084170898,2021-10-24T17.02.50.898,1.528,-0.335,-0.579,0.457
1635084170938,2021-10-24T17.02.50.938,1.568,-1.280,-0.732,0.305
1635084170979,2021-10-24T17.02.50.979,1.609,-1.799,-0.549,0.335
1635084171018,2021-10-24T17.02.51.018,1.648,-2.317,-0.671,0.274
1635084171059,2021-10-24T17.02.51.059,1.689,-1.616,-0.701,0.305
1635084171099,2021-10-24T17.02.51.099,1.729,-0.884,-0.610,0.366
1635084171138,2021-10-24T17.02.51.138,1.768,0.091,-0.701,0.579
1635084171179,2021-10-24T17.02.51.179,1.809,0.701,-0.701,0.671
1635084171219,2021-10-24T17.02.51.219,1.849,0.671,-0.762,0.579
1635084171260,2021-10-24T17.02.51.260,1.890,0.549,-0.671,0.579
1635084171300,2021-10-24T17.02.51.300,1.930,0.183,-0.701,0.579
1635084171341,2021-10-24T17.02.51.341,1.971,-0.427,-0.762,0.488
1635084171380,2021-10-24T17.02.51.380,2.010,-0.793,-0.671,0.427
1635084171421,2021-10-24T17.02.51.421,2.051,-0.610,-0.488,0.610
1635084171461,2021-10-24T17.02.51.461,2.091,-0.732,-0.579,0.518
1635084171500,2021-10-24T17.02.51.500,2.130,-0.671,-0.732,0.305
1635084171541,2021-10-24T17.02.51.541,2.171,-0.518,-0.701,0.518
1635084171581,2021-10-24T17.02.51.581,2.211,-0.274,-0.671,0.549
1635084171622,2021-10-24T17.02.51.622,2.252,-0.396,-0.732,0.427
1635084171661,2021-10-24T17.02.51.661,2.291,-0.762,-1.006,0.213
1635084171702,2021-10-24T17.02.51.702,2.332,-0.701,-0.732,0.427
1635084171742,2021-10-24T17.02.51.742,2.372,-0.244,-0.518,0.610
1635084171783,2021-10-24T17.02.51.783,2.413,0.366,-0.457,0.732
1635084171822,2021-10-24T17.02.51.822,2.452,-0.152,-0.671,0.518
1635084171862,2021-10-24T17.02.51.862,2.492,-0.884,-0.915,0.244
1635084171903,2021-10-24T17.02.51.903,2.533,-0.549,-0.701,0.396
1635084171943,2021-10-24T17.02.51.943,2.573,0.152,-0.640,0.610
1635084171984,2021-10-24T17.02.51.984,2.614,0.091,-0.701,0.610
1635084172023,2021-10-24T17.02.52.023,2.653,-0.305,-0.671,0.488
1635084172064,2021-10-24T17.02.52.064,2.694,-0.183,-0.732,0.457
1635084172104,2021-10-24T17.02.52.104,2.734,0.000,-0.701,0.579
1635084172145,2021-10-24T17.02.52.145,2.775,-0.274,-0.701,0.457
1635084172184,2021-10-24T17.02.52.184,2.814,-0.854,-0.701,0.366
1635084172225,2021-10-24T17.02.52.225,2.855,-0.884,-0.518,0.610
1635084172265,2021-10-24T17.02.52.265,2.895,-0.579,-0.457,0.579
1635084172304,2021-10-24T17.02.52.304,2.934,-0.396,-0.549,0.549
1635084172345,2021-10-24T17.02.52.345,2.975,-0.366,-0.640,0.488
1635084172385,2021-10-24T17.02.52.385,3.015,-0.091,-0.549,0.579
1635084172426,2021-10-24T17.02.52.426,3.056,-0.061,-0.396,0.671
1635084172466,2021-10-24T17.02.52.466,3.096,-0.549,-0.579,0.457
1635084172507,2021-10-24T17.02.52.507,3.137,-0.640,-0.640,0.518
1635084172546,2021-10-24T17.02.52.546,3.176,-0.518,-0.732,0.488
1635084172587,2021-10-24T17.02.52.587,3.217,-0.640,-0.762,0.457
1635084172627,2021-10-24T17.02.52.627,3.257,-0.457,-0.762,0.488
1635084172666,2021-10-24T17.02.52.666,3.296,-0.274,-0.762,0.488
1635084172707,2021-10-24T17.02.52.707,3.337,-0.518,-0.823,0.396
1635084172747,2021-10-24T17.02.52.747,3.377,-0.640,-0.793,0.396
1635084172788,2021-10-24T17.02.52.788,3.418,-0.213,-0.701,0.579
1635084172827,2021-10-24T17.02.52.827,3.457,0.061,-0.793,0.549
1635084172868,2021-10-24T17.02.52.868,3.498,-0.305,-0.823,0.396
1635084172908,2021-10-24T17.02.52.908,3.538,-0.518,-0.854,0.457
1635084172949,2021-10-24T17.02.52.949,3.579,0.091,-0.610,0.671
1635084172988,2021-10-24T17.02.52.988,3.618,0.457,-0.366,0.854
1635084173028,2021-10-24T17.02.53.028,3.658,0.122,-0.244,1.006
1635084173069,2021-10-24T17.02.53.069,3.699,0.610,0.122,1.280
1635084173109,2021-10-24T17.02.53.109,3.739,1.037,-0.335,0.701
1635084173150,2021-10-24T17.02.53.150,3.780,1.037,-0.427,0.915
1635084173189,2021-10-24T17.02.53.189,3.819,1.768,-0.305,0.671
1635084173230,2021-10-24T17.02.53.230,3.860,-0.457,-1.768,-1.159
1635084173270,2021-10-24T17.02.53.270,3.900,-1.860,-2.043,-1.402
1635084173311,2021-10-24T17.02.53.311,3.941,-2.317,-1.677,-1.372
1635084173350,2021-10-24T17.02.53.350,3.980,-0.579,-1.768,-1.707
1635084173391,2021-10-24T17.02.53.391,4.021,-0.945,-1.433,-1.646
1635084173431,2021-10-24T17.02.53.431,4.061,-2.012,-0.854,-2.012
1635084173470,2021-10-24T17.02.53.470,4.100,-3.049,-0.610,-5.061
1635084173511,2021-10-24T17.02.53.511,4.141,6.524,-0.854,-5.793
1635084173551,2021-10-24T17.02.53.551,4.181,5.488,0.305,-5.701
1635084173592,2021-10-24T17.02.53.592,4.222,5.213,1.098,-10.213
1635084173632,2021-10-24T17.02.53.632,4.262,17.957,-4.726,-19.207
1635084173673,2021-10-24T17.02.53.673,4.303,15.366,1.037,-12.561
1635084173712,2021-10-24T17.02.53.712,4.342,-15.732,6.280,3.079
1635084173753,2021-10-24T17.02.53.753,4.383,-7.835,0.274,1.860
1635084173793,2021-10-24T17.02.53.793,4.423,-13.476,-4.665,0.762
1635084173832,2021-10-24T17.02.53.832,4.462,-4.207,-2.835,4.055
1635084173873,2021-10-24T17.02.53.873,4.503,5.915,-2.896,3.872
1635084173913,2021-10-24T17.02.53.913,4.543,3.049,-0.366,3.902
1635084173954,2021-10-24T17.02.53.954,4.584,4.634,2.591,3.079
1635084173993,2021-10-24T17.02.53.993,4.623,8.506,1.067,-1.159
1635084174034,2021-10-24T17.02.54.034,4.664,-1.646,-0.976,-1.829
1635084174074,2021-10-24T17.02.54.074,4.704,-9.726,-0.762,0.274
1635084174115,2021-10-24T17.02.54.115,4.745,-7.195,-1.128,0.976
1635084174154,2021-10-24T17.02.54.154,4.784,-7.866,0.427,1.555
1635084174194,2021-10-24T17.02.54.194,4.824,-7.134,-2.561,-2.561
1635084174235,2021-10-24T17.02.54.235,4.865,-8.963,-2.195,-2.591
1635084174275,2021-10-24T17.02.54.275,4.905,-12.713,-0.823,-0.457
1635084174316,2021-10-24T17.02.54.316,4.946,-11.677,-1.707,-1.738
1635084174355,2021-10-24T17.02.54.355,4.985,-0.427,-3.110,-0.915
1635084174396,2021-10-24T17.02.54.396,5.026,4.726,0.640,2.409
1635084174436,2021-10-24T17.02.54.436,5.066,7.378,3.933,6.707
1635084174477,2021-10-24T17.02.54.477,5.107,6.098,3.476,8.506
1635084174516,2021-10-24T17.02.54.516,5.146,-3.963,2.073,4.726
1635084174557,2021-10-24T17.02.54.557,5.187,-0.732,-1.890,-0.762
1635084174597,2021-10-24T17.02.54.597,5.227,4.390,-0.152,0.823
1635084174636,2021-10-24T17.02.54.636,5.266,-0.915,0.335,1.677
1635084174677,2021-10-24T17.02.54.677,5.307,0.091,-2.104,-2.195
1635084174717,2021-10-24T17.02.54.717,5.347,0.732,-1.768,-2.104
1635084174758,2021-10-24T17.02.54.758,5.388,-2.287,-5.213,-5.518
1635084174798,2021-10-24T17.02.54.798,5.428,-8.598,-5.274,-4.085
1635084174839,2021-10-24T17.02.54.839,5.469,-2.530,-1.402,0.549
1635084174878,2021-10-24T17.02.54.878,5.508,-1.738,-1.433,-0.457
1635084174919,2021-10-24T17.02.54.919,5.549,-5.823,-1.890,-0.945
1635084174959,2021-10-24T17.02.54.959,5.589,1.037,-0.854,0.488
1635084174998,2021-10-24T17.02.54.998,5.628,4.970,0.457,2.683
1635084175039,2021-10-24T17.02.55.039,5.669,0.762,0.183,2.348
1635084175079,2021-10-24T17.02.55.079,5.709,-2.530,-1.494,-0.701
1635084175120,2021-10-24T17.02.55.120,5.750,-1.067,-1.646,-0.183
1635084175159,2021-10-24T17.02.55.159,5.789,4.207,-0.244,2.470
1635084175200,2021-10-24T17.02.55.200,5.830,6.128,2.073,3.476
1635084175240,2021-10-24T17.02.55.240,5.870,2.104,-0.488,0.305
1635084175281,2021-10-24T17.02.55.281,5.911,-2.073,-2.012,-1.738
1635084175321,2021-10-24T17.02.55.321,5.951,-2.439,-1.616,-1.524
1635084175360,2021-10-24T17.02.55.360,5.990,-3.994,-1.768,-0.976
1635084175401,2021-10-24T17.02.55.401,6.031,0.396,-0.457,0.305
1635084175441,2021-10-24T17.02.55.441,6.071,1.707,-0.061,0.701
1635084175482,2021-10-24T17.02.55.482,6.112,0.061,-0.854,0.884
1635084175521,2021-10-24T17.02.55.521,6.151,-1.799,-0.976,0.945
1635084175562,2021-10-24T17.02.55.562,6.192,-0.884,-0.701,0.884
1635084175602,2021-10-24T17.02.55.602,6.232,0.366,1.463,2.774
