epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636618802680,2021-11-11T10.20.02.680,0.000,1.585,-0.396,-0.152
1636618802720,2021-11-11T10.20.02.720,0.040,1.372,-0.213,-0.091
1636618802760,2021-11-11T10.20.02.760,0.080,1.463,-0.122,-0.213
1636618802800,2021-11-11T10.20.02.800,0.120,1.372,-0.152,-0.183
1636618802840,2021-11-11T10.20.02.840,0.160,1.098,-0.061,0.000
1636618802880,2021-11-11T10.20.02.880,0.200,0.915,0.030,-0.091
1636618802920,2021-11-11T10.20.02.920,0.240,1.585,-0.091,-0.091
1636618802960,2021-11-11T10.20.02.960,0.280,1.799,-0.213,-0.091
1636618803000,2021-11-11T10.20.03.000,0.320,1.494,-0.091,-0.122
1636618803040,2021-11-11T10.20.03.040,0.360,1.189,-0.030,-0.091
1636618803080,2021-11-11T10.20.03.080,0.400,0.793,-0.030,-0.152
1636618803120,2021-11-11T10.20.03.120,0.440,0.549,0.061,-0.244
1636618803160,2021-11-11T10.20.03.160,0.480,1.402,-0.091,0.030
1636618803200,2021-11-11T10.20.03.200,0.520,1.372,-0.091,-0.091
1636618803240,2021-11-11T10.20.03.240,0.560,-0.457,0.823,-0.427
1636618803280,2021-11-11T10.20.03.280,0.600,-0.061,0.396,-0.152
1636618803320,2021-11-11T10.20.03.320,0.640,0.183,0.030,-0.061
1636618803360,2021-11-11T10.20.03.360,0.680,0.000,0.152,-0.366
1636618803400,2021-11-11T10.20.03.400,0.720,0.091,0.183,-0.427
1636618803440,2021-11-11T10.20.03.440,0.760,-0.701,0.244,-0.274
1636618803480,2021-11-11T10.20.03.480,0.800,0.183,0.000,-0.213
1636618803520,2021-11-11T10.20.03.520,0.840,0.274,0.152,-0.396
1636618803560,2021-11-11T10.20.03.560,0.880,0.152,0.091,-0.244
1636618803600,2021-11-11T10.20.03.600,0.920,0.366,0.061,-0.061
1636618803640,2021-11-11T10.20.03.640,0.960,-0.366,0.335,-0.244
1636618803680,2021-11-11T10.20.03.680,1.000,-0.457,0.122,-0.366
1636618803720,2021-11-11T10.20.03.720,1.040,-0.030,0.030,-0.457
1636618803760,2021-11-11T10.20.03.760,1.080,-0.091,0.244,-0.366
1636618803800,2021-11-11T10.20.03.800,1.120,-0.030,0.122,-0.183
1636618803840,2021-11-11T10.20.03.840,1.160,0.030,0.091,-0.152
1636618803880,2021-11-11T10.20.03.880,1.200,-0.091,0.152,-0.549
1636618803920,2021-11-11T10.20.03.920,1.240,1.037,0.000,-0.183
1636618803960,2021-11-11T10.20.03.960,1.280,-0.030,0.183,-0.335
1636618804000,2021-11-11T10.20.04.000,1.320,-1.372,0.854,-0.457
1636618804040,2021-11-11T10.20.04.040,1.360,0.305,0.030,-0.213
1636618804080,2021-11-11T10.20.04.080,1.400,0.061,0.061,-0.152
1636618804120,2021-11-11T10.20.04.120,1.440,-0.244,0.213,-0.183
1636618804160,2021-11-11T10.20.04.160,1.480,-0.640,0.152,-0.213
1636618804200,2021-11-11T10.20.04.200,1.520,-0.884,0.244,-0.335
1636618804240,2021-11-11T10.20.04.240,1.560,0.396,0.061,-0.244
1636618804280,2021-11-11T10.20.04.280,1.600,-0.152,0.091,-0.244
1636618804320,2021-11-11T10.20.04.320,1.640,-0.396,0.061,-0.183
1636618804360,2021-11-11T10.20.04.360,1.680,0.427,0.030,-0.122
1636618804400,2021-11-11T10.20.04.400,1.720,-0.488,0.213,-0.305
1636618804440,2021-11-11T10.20.04.440,1.760,0.305,0.000,-0.183
1636618804480,2021-11-11T10.20.04.480,1.800,0.518,-0.030,-0.183
1636618804520,2021-11-11T10.20.04.520,1.840,0.518,0.061,-0.213
1636618804560,2021-11-11T10.20.04.560,1.880,-0.091,0.122,-0.213
1636618804600,2021-11-11T10.20.04.600,1.920,-0.091,0.061,-0.335
1636618804640,2021-11-11T10.20.04.640,1.960,0.091,0.091,-0.335
1636618804680,2021-11-11T10.20.04.680,2.000,0.061,0.152,-0.244
1636618804720,2021-11-11T10.20.04.720,2.040,1.159,-0.030,0.122
