epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635407639042,2021-10-28T10.53.59.042,0.000,-0.030,0.000,-0.030
1635407639082,2021-10-28T10.53.59.082,0.040,0.091,-0.183,-0.213
1635407639122,2021-10-28T10.53.59.122,0.080,0.183,-0.183,0.061
1635407639162,2021-10-28T10.53.59.162,0.120,0.091,-0.244,0.122
1635407639202,2021-10-28T10.53.59.202,0.160,0.213,-0.091,0.152
1635407639242,2021-10-28T10.53.59.242,0.200,0.183,-0.152,-0.030
1635407639282,2021-10-28T10.53.59.282,0.240,0.274,-0.030,-0.030
1635407639322,2021-10-28T10.53.59.322,0.280,0.305,0.122,-0.061
1635407639362,2021-10-28T10.53.59.362,0.320,0.305,0.061,0.000
1635407639402,2021-10-28T10.53.59.402,0.360,0.152,-0.152,-0.091
1635407639442,2021-10-28T10.53.59.442,0.400,0.213,-0.244,0.030
1635407639482,2021-10-28T10.53.59.482,0.440,0.030,-0.549,-0.061
1635407639522,2021-10-28T10.53.59.522,0.480,0.000,-0.549,0.183
1635407639562,2021-10-28T10.53.59.562,0.520,-0.793,-1.128,0.183
1635407639602,2021-10-28T10.53.59.602,0.560,-0.091,-0.823,0.427
1635407639642,2021-10-28T10.53.59.642,0.600,0.122,-0.396,0.000
1635407639682,2021-10-28T10.53.59.682,0.640,0.335,-0.244,0.061
1635407639722,2021-10-28T10.53.59.722,0.680,0.030,-0.305,0.244
1635407639762,2021-10-28T10.53.59.762,0.720,0.122,-0.213,0.305
1635407639802,2021-10-28T10.53.59.802,0.760,-0.274,-0.305,0.183
1635407639842,2021-10-28T10.53.59.842,0.800,-0.335,-0.793,-0.091
1635407639882,2021-10-28T10.53.59.882,0.840,0.244,-0.183,0.396
1635407639922,2021-10-28T10.53.59.922,0.880,-0.396,-0.640,-0.122
1635407639962,2021-10-28T10.53.59.962,0.920,0.396,-0.152,0.366
1635407640002,2021-10-28T10.54.00.002,0.960,-0.549,-0.427,-0.030
1635407640042,2021-10-28T10.54.00.042,1.000,0.061,-0.335,0.366
1635407640082,2021-10-28T10.54.00.082,1.040,-0.152,-0.244,0.427
1635407640122,2021-10-28T10.54.00.122,1.080,-0.274,-0.549,0.152
1635407640162,2021-10-28T10.54.00.162,1.120,0.396,-0.091,0.335
1635407640202,2021-10-28T10.54.00.202,1.160,-0.152,-0.030,0.183
1635407640242,2021-10-28T10.54.00.242,1.200,0.335,0.244,0.457
1635407640282,2021-10-28T10.54.00.282,1.240,-0.061,0.213,0.213
1635407640322,2021-10-28T10.54.00.322,1.280,0.091,0.396,0.305
1635407640362,2021-10-28T10.54.00.362,1.320,0.030,0.457,0.061
1635407640402,2021-10-28T10.54.00.402,1.360,0.396,0.213,-0.122
1635407640442,2021-10-28T10.54.00.442,1.400,-0.122,-0.091,0.274
1635407640482,2021-10-28T10.54.00.482,1.440,-0.640,-0.305,0.244
1635407640522,2021-10-28T10.54.00.522,1.480,0.366,0.152,0.122
1635407640562,2021-10-28T10.54.00.562,1.520,0.335,0.457,0.091
1635407640602,2021-10-28T10.54.00.602,1.560,0.213,0.427,0.061
1635407640642,2021-10-28T10.54.00.642,1.600,0.488,0.305,0.030
1635407640682,2021-10-28T10.54.00.682,1.640,0.061,0.030,0.091
1635407640722,2021-10-28T10.54.00.722,1.680,0.396,-0.030,0.274
1635407640762,2021-10-28T10.54.00.762,1.720,0.457,-0.122,-0.061
1635407640802,2021-10-28T10.54.00.802,1.760,0.457,-0.030,-0.244
1635407640842,2021-10-28T10.54.00.842,1.800,0.610,0.030,-0.030
1635407640882,2021-10-28T10.54.00.882,1.840,0.427,-0.122,-0.122
1635407640922,2021-10-28T10.54.00.922,1.880,0.640,-0.030,0.091
1635407640962,2021-10-28T10.54.00.962,1.920,0.427,-0.061,-0.122
1635407641002,2021-10-28T10.54.01.002,1.960,0.701,-0.061,-0.091
1635407641042,2021-10-28T10.54.01.042,2.000,0.396,-0.030,-0.091
1635407641082,2021-10-28T10.54.01.082,2.040,0.274,-0.152,0.030
1635407641122,2021-10-28T10.54.01.122,2.080,0.457,0.152,0.183
1635407641162,2021-10-28T10.54.01.162,2.120,0.396,0.152,-0.122
1635407641202,2021-10-28T10.54.01.202,2.160,0.671,-0.030,-0.122
1635407641242,2021-10-28T10.54.01.242,2.200,-0.244,-0.884,-0.061
1635407641282,2021-10-28T10.54.01.282,2.240,-0.518,-1.311,0.335
1635407641322,2021-10-28T10.54.01.322,2.280,-0.396,-1.372,-0.061
1635407641362,2021-10-28T10.54.01.362,2.320,0.518,-0.305,-0.122
