epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636392638530,2021-11-08T19.30.38.530,0.000,101089.453
1636392638794,2021-11-08T19.30.38.794,0.264,101091.781
1636392639059,2021-11-08T19.30.39.059,0.529,101086.750
1636392639323,2021-11-08T19.30.39.323,0.793,101082.422
1636392639588,2021-11-08T19.30.39.588,1.058,101085.766
1636392639853,2021-11-08T19.30.39.853,1.323,101085.094
1636392640116,2021-11-08T19.30.40.116,1.586,101087.266
1636392640382,2021-11-08T19.30.40.382,1.852,101086.750
1636392640647,2021-11-08T19.30.40.647,2.117,101084.109
1636392640910,2021-11-08T19.30.40.910,2.380,101087.930
1636392641176,2021-11-08T19.30.41.176,2.646,101085.922
1636392641439,2021-11-08T19.30.41.439,2.909,101084.078
1636392641704,2021-11-08T19.30.41.704,3.174,101086.086
1636392641969,2021-11-08T19.30.41.969,3.439,101082.750
1636392642233,2021-11-08T19.30.42.233,3.703,101086.086
1636392642498,2021-11-08T19.30.42.498,3.968,101084.906
1636392642763,2021-11-08T19.30.42.763,4.233,101085.094
1636392643027,2021-11-08T19.30.43.027,4.497,101080.742
1636392643292,2021-11-08T19.30.43.292,4.762,101080.742
1636392643556,2021-11-08T19.30.43.556,5.026,101085.070
1636392643821,2021-11-08T19.30.43.821,5.291,101087.078
1636392644086,2021-11-08T19.30.44.086,5.556,101086.406
1636392644350,2021-11-08T19.30.44.350,5.820,101087.578
1636392644615,2021-11-08T19.30.44.615,6.085,101088.922
1636392644880,2021-11-08T19.30.44.880,6.350,101083.414
1636392645144,2021-11-08T19.30.45.144,6.614,101084.750
1636392645409,2021-11-08T19.30.45.409,6.879,101087.906
1636392645673,2021-11-08T19.30.45.673,7.143,101087.234
1636392645938,2021-11-08T19.30.45.938,7.408,101087.750
1636392646203,2021-11-08T19.30.46.203,7.673,101086.750
1636392646467,2021-11-08T19.30.46.467,7.937,101083.734
1636392646732,2021-11-08T19.30.46.732,8.202,101084.406
1636392646997,2021-11-08T19.30.46.997,8.467,101084.406
1636392647261,2021-11-08T19.30.47.261,8.731,101087.078
1636392647526,2021-11-08T19.30.47.526,8.996,101089.406
1636392647789,2021-11-08T19.30.47.789,9.259,101082.398
1636392648054,2021-11-08T19.30.48.054,9.524,101082.234
1636392648320,2021-11-08T19.30.48.320,9.790,101088.578
1636392648583,2021-11-08T19.30.48.583,10.053,101087.078
1636392648848,2021-11-08T19.30.48.848,10.318,101081.734
1636392649114,2021-11-08T19.30.49.114,10.584,101080.234
1636392649377,2021-11-08T19.30.49.377,10.847,101083.891
1636392649642,2021-11-08T19.30.49.642,11.112,101086.406
1636392649906,2021-11-08T19.30.49.906,11.376,101086.406
1636392650171,2021-11-08T19.30.50.171,11.641,101085.070
1636392650436,2021-11-08T19.30.50.436,11.906,101085.234
1636392650700,2021-11-08T19.30.50.700,12.170,101086.062
1636392650965,2021-11-08T19.30.50.965,12.435,101086.406
1636392651230,2021-11-08T19.30.51.230,12.700,101086.062
1636392651494,2021-11-08T19.30.51.494,12.964,101083.234
1636392651759,2021-11-08T19.30.51.759,13.229,101083.734
1636392652023,2021-11-08T19.30.52.023,13.493,101083.391
1636392652288,2021-11-08T19.30.52.288,13.758,101081.570
1636392652553,2021-11-08T19.30.52.553,14.023,101083.062
1636392652817,2021-11-08T19.30.52.817,14.287,101083.734
1636392653082,2021-11-08T19.30.53.082,14.552,101089.406
1636392653347,2021-11-08T19.30.53.347,14.817,101087.906
1636392653611,2021-11-08T19.30.53.611,15.081,101084.055
1636392653876,2021-11-08T19.30.53.876,15.346,101087.234
1636392654141,2021-11-08T19.30.54.141,15.611,101086.562
1636392654405,2021-11-08T19.30.54.405,15.875,101081.891
1636392654670,2021-11-08T19.30.54.670,16.140,101081.219
1636392654933,2021-11-08T19.30.54.933,16.403,101086.734
1636392655198,2021-11-08T19.30.55.198,16.668,101084.727
1636392655464,2021-11-08T19.30.55.464,16.934,101084.562
1636392655727,2021-11-08T19.30.55.727,17.197,101088.734
1636392655992,2021-11-08T19.30.55.992,17.462,101082.883
1636392656258,2021-11-08T19.30.56.258,17.728,101079.891
