epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635081324181,2021-10-24T16:15:24.181,3.320,0.061,0.762,0.518
1635081324221,2021-10-24T16:15:24.221,3.360,2.043,0.610,0.030
1635081324261,2021-10-24T16:15:24.261,3.400,1.341,0.671,0.518
1635081324301,2021-10-24T16:15:24.301,3.440,-0.274,0.061,1.128
1635081324341,2021-10-24T16:15:24.341,3.480,-0.396,-0.518,1.128
1635081324381,2021-10-24T16:15:24.381,3.520,0.976,-0.122,0.945
1635081324421,2021-10-24T16:15:24.421,3.560,1.799,0.274,1.037
1635081324461,2021-10-24T16:15:24.461,3.600,3.049,-0.274,1.372
1635081324501,2021-10-24T16:15:24.501,3.640,3.598,-0.610,1.189
1635081324541,2021-10-24T16:15:24.541,3.680,2.195,-0.366,0.701
1635081324581,2021-10-24T16:15:24.581,3.720,1.738,-0.091,0.335
1635081324621,2021-10-24T16:15:24.621,3.760,1.433,0.274,0.183
1635081324661,2021-10-24T16:15:24.661,3.800,1.006,0.366,-0.030
1635081324701,2021-10-24T16:15:24.701,3.840,1.982,0.396,-0.091
1635081324741,2021-10-24T16:15:24.741,3.880,1.311,0.274,0.396
1635081324781,2021-10-24T16:15:24.781,3.920,1.951,0.640,1.494
1635081324821,2021-10-24T16:15:24.821,3.960,2.835,1.006,2.348
1635081324861,2021-10-24T16:15:24.861,4.000,3.780,-1.037,1.616
1635081324901,2021-10-24T16:15:24.901,4.040,3.841,-2.683,1.250
1635081324941,2021-10-24T16:15:24.941,4.080,5.305,-2.439,-0.244
1635081324981,2021-10-24T16:15:24.981,4.120,4.482,-1.098,-0.488
1635081325021,2021-10-24T16:15:25.021,4.160,3.506,-0.549,-0.213
1635081325061,2021-10-24T16:15:25.061,4.200,2.927,-0.183,-0.823
1635081325101,2021-10-24T16:15:25.101,4.240,1.860,-0.732,-1.098
1635081325141,2021-10-24T16:15:25.141,4.280,1.616,-1.646,-0.945
1635081325181,2021-10-24T16:15:25.181,4.320,1.890,-0.915,-0.854
1635081325221,2021-10-24T16:15:25.221,4.360,1.799,-1.037,-0.793
1635081325261,2021-10-24T16:15:25.261,4.400,3.384,-2.439,-1.067
1635081325301,2021-10-24T16:15:25.301,4.440,4.512,-2.439,-0.701
1635081325341,2021-10-24T16:15:25.341,4.480,3.659,-1.311,0.061
1635081325381,2021-10-24T16:15:25.381,4.520,2.348,-0.396,0.366
1635081325421,2021-10-24T16:15:25.421,4.560,1.585,-0.152,0.030
1635081325461,2021-10-24T16:15:25.461,4.600,1.555,-0.122,-0.030
1635081325501,2021-10-24T16:15:25.501,4.640,1.738,0.274,-0.030
1635081325541,2021-10-24T16:15:25.541,4.680,0.823,0.274,-0.213
1635081325581,2021-10-24T16:15:25.581,4.720,0.823,-0.122,-0.213
1635081325621,2021-10-24T16:15:25.621,4.760,1.677,-0.579,-0.152
1635081325661,2021-10-24T16:15:25.661,4.800,1.372,-0.732,0.091
1635081325701,2021-10-24T16:15:25.701,4.840,0.854,0.000,0.152
1635081325741,2021-10-24T16:15:25.741,4.880,0.915,0.701,-0.061
1635081325781,2021-10-24T16:15:25.781,4.920,1.128,0.427,-0.274
1635081325821,2021-10-24T16:15:25.821,4.960,1.585,0.122,0.061
1635081325861,2021-10-24T16:15:25.861,5.000,0.305,-0.091,0.793
1635081325901,2021-10-24T16:15:25.901,5.040,0.518,-0.091,0.762
1635081325941,2021-10-24T16:15:25.941,5.080,0.122,0.091,0.671
1635081325981,2021-10-24T16:15:25.981,5.120,-0.244,0.061,0.823
1635081326021,2021-10-24T16:15:26.021,5.160,-3.079,0.671,0.854
1635081326061,2021-10-24T16:15:26.061,5.200,-1.829,0.488,0.030
1635081326101,2021-10-24T16:15:26.101,5.240,2.043,-0.335,-0.244
1635081326141,2021-10-24T16:15:26.141,5.280,2.195,-0.244,0.732
1635081326181,2021-10-24T16:15:26.181,5.320,1.738,-0.549,1.098
1635081326221,2021-10-24T16:15:26.221,5.360,1.707,-0.427,0.976
1635081326261,2021-10-24T16:15:26.261,5.400,2.256,-0.396,0.152
1635081326301,2021-10-24T16:15:26.301,5.440,2.256,-0.183,0.183
1635081326341,2021-10-24T16:15:26.341,5.480,1.707,-0.122,0.701
1635081326381,2021-10-24T16:15:26.381,5.520,-0.366,-0.213,1.280
1635081326421,2021-10-24T16:15:26.421,5.560,-1.951,0.030,1.372
1635081326461,2021-10-24T16:15:26.461,5.600,-2.134,0.335,0.732
1635081326501,2021-10-24T16:15:26.501,5.640,-0.122,-0.457,-0.091
1635081326541,2021-10-24T16:15:26.541,5.680,2.226,-0.701,0.061
1635081326581,2021-10-24T16:15:26.581,5.720,2.012,-1.433,0.366
1635081326621,2021-10-24T16:15:26.621,5.760,1.677,-1.098,-0.366
1635081326661,2021-10-24T16:15:26.661,5.800,0.427,-0.030,-0.518
1635081326701,2021-10-24T16:15:26.701,5.840,0.366,0.122,-0.549
1635081326741,2021-10-24T16:15:26.741,5.880,0.915,-0.274,-0.335
1635081326781,2021-10-24T16:15:26.781,5.920,1.433,-0.457,-0.061
1635081326821,2021-10-24T16:15:26.821,5.960,0.976,-0.274,0.122
1635081326861,2021-10-24T16:15:26.861,6.000,0.793,0.274,0.213
1635081326901,2021-10-24T16:15:26.901,6.040,0.701,0.671,-0.030
1635081326941,2021-10-24T16:15:26.941,6.080,1.524,-0.061,-0.518
1635081326981,2021-10-24T16:15:26.981,6.120,1.341,-0.732,-0.396
1635081327021,2021-10-24T16:15:27.021,6.160,1.341,-0.793,0.030
1635081327061,2021-10-24T16:15:27.061,6.200,0.762,-0.274,0.305
1635081327101,2021-10-24T16:15:27.101,6.240,0.640,0.396,0.213
1635081327141,2021-10-24T16:15:27.141,6.280,1.067,0.701,0.061
1635081327181,2021-10-24T16:15:27.181,6.320,2.500,0.640,-0.549
1635081327221,2021-10-24T16:15:27.221,6.360,2.530,0.152,-0.549
1635081327261,2021-10-24T16:15:27.261,6.400,1.402,-0.366,-0.152
1635081327301,2021-10-24T16:15:27.301,6.440,0.457,-0.213,0.061
1635081327341,2021-10-24T16:15:27.341,6.480,-0.122,-0.213,0.213
1635081327381,2021-10-24T16:15:27.381,6.520,0.488,-0.305,0.122
1635081327421,2021-10-24T16:15:27.421,6.560,0.335,-0.061,0.183
1635081327461,2021-10-24T16:15:27.461,6.600,-0.030,-0.122,0.335
1635081327501,2021-10-24T16:15:27.501,6.640,0.305,-0.213,0.274
1635081327541,2021-10-24T16:15:27.541,6.680,-0.061,-0.122,0.244
1635081327581,2021-10-24T16:15:27.581,6.720,0.091,-0.091,0.213
1635081327621,2021-10-24T16:15:27.621,6.760,0.213,0.000,0.549
1635081327661,2021-10-24T16:15:27.661,6.800,-0.518,0.305,1.067
1635081327701,2021-10-24T16:15:27.701,6.840,0.732,0.122,0.549
1635081327741,2021-10-24T16:15:27.741,6.880,1.311,0.091,0.122
1635081327781,2021-10-24T16:15:27.781,6.920,0.610,0.061,0.335
1635081327821,2021-10-24T16:15:27.821,6.960,1.707,-0.732,0.183
1635081327861,2021-10-24T16:15:27.861,7.000,2.378,-0.671,-0.091
1635081327901,2021-10-24T16:15:27.901,7.040,0.793,-0.244,-0.030
1635081327941,2021-10-24T16:15:27.941,7.080,-0.549,0.213,0.213
1635081327981,2021-10-24T16:15:27.981,7.120,0.091,0.091,0.061
1635081328021,2021-10-24T16:15:28.021,7.160,1.738,-0.427,-0.061
1635081328061,2021-10-24T16:15:28.061,7.200,0.915,-0.061,0.274
1635081328101,2021-10-24T16:15:28.101,7.240,-1.006,0.488,0.854
1635081328141,2021-10-24T16:15:28.141,7.280,-0.671,0.915,0.976
1635081328181,2021-10-24T16:15:28.181,7.320,0.579,0.305,0.762
1635081328221,2021-10-24T16:15:28.221,7.360,1.433,-0.427,0.122
1635081328261,2021-10-24T16:15:28.261,7.400,1.494,-0.366,0.000
1635081328301,2021-10-24T16:15:28.301,7.440,1.555,-0.457,-0.244
1635081328341,2021-10-24T16:15:28.341,7.480,1.951,-0.945,-0.579
1635081328381,2021-10-24T16:15:28.381,7.520,2.104,-1.372,-0.488
1635081328421,2021-10-24T16:15:28.421,7.560,1.555,-1.220,-0.244
1635081328461,2021-10-24T16:15:28.461,7.600,0.854,0.000,-0.091
1635081328501,2021-10-24T16:15:28.501,7.640,0.518,0.518,0.061
1635081328541,2021-10-24T16:15:28.541,7.680,0.488,0.122,0.091
1635081328581,2021-10-24T16:15:28.581,7.720,1.402,-0.915,-0.274
1635081328621,2021-10-24T16:15:28.621,7.760,3.628,-1.128,-0.793
1635081328661,2021-10-24T16:15:28.661,7.800,2.988,-0.579,-0.762
1635081328701,2021-10-24T16:15:28.701,7.840,1.159,-0.091,-0.488
1635081328741,2021-10-24T16:15:28.741,7.880,-0.030,0.183,-0.244
1635081328781,2021-10-24T16:15:28.781,7.920,0.030,0.030,0.305
1635081328821,2021-10-24T16:15:28.821,7.960,0.000,-0.122,0.671
1635081328861,2021-10-24T16:15:28.861,8.000,-0.061,-0.152,0.518
1635081328901,2021-10-24T16:15:28.901,8.040,0.976,-0.488,-0.061
1635081328941,2021-10-24T16:15:28.941,8.080,1.341,-0.152,-0.274
1635081328981,2021-10-24T16:15:28.981,8.120,1.189,-0.030,-0.213
1635081329021,2021-10-24T16:15:29.021,8.160,0.091,-0.183,-0.030
1635081329061,2021-10-24T16:15:29.061,8.200,-0.335,-0.152,-0.061
1635081329101,2021-10-24T16:15:29.101,8.240,0.793,-0.152,0.030
1635081329141,2021-10-24T16:15:29.141,8.280,1.524,-0.030,-0.152
1635081329181,2021-10-24T16:15:29.181,8.320,0.915,-0.030,-0.152
1635081329221,2021-10-24T16:15:29.221,8.360,1.982,-0.396,-0.335
1635081329261,2021-10-24T16:15:29.261,8.400,2.866,-0.427,-0.518
1635081329301,2021-10-24T16:15:29.301,8.440,2.256,-0.640,-0.549
1635081329341,2021-10-24T16:15:29.341,8.480,1.463,-0.244,-0.366
1635081329381,2021-10-24T16:15:29.381,8.520,-0.122,-0.183,-0.122
1635081329421,2021-10-24T16:15:29.421,8.560,1.402,-0.549,-0.732
1635081329461,2021-10-24T16:15:29.461,8.600,1.921,-0.396,-0.671
1635081329501,2021-10-24T16:15:29.501,8.640,1.311,-0.122,-0.274
1635081329541,2021-10-24T16:15:29.541,8.680,1.463,-0.457,-0.274
1635081329581,2021-10-24T16:15:29.581,8.720,1.402,-0.610,-0.427
1635081329621,2021-10-24T16:15:29.621,8.760,1.402,-0.457,-0.244
1635081329661,2021-10-24T16:15:29.661,8.800,0.854,-0.366,-0.091
1635081329701,2021-10-24T16:15:29.701,8.840,0.579,0.000,-0.091
1635081329741,2021-10-24T16:15:29.741,8.880,0.823,0.061,-0.061
1635081329781,2021-10-24T16:15:29.781,8.920,2.134,-0.427,-0.335
1635081329821,2021-10-24T16:15:29.821,8.960,0.793,-0.183,0.030
1635081329861,2021-10-24T16:15:29.861,9.000,-0.366,-0.213,0.152
1635081329901,2021-10-24T16:15:29.901,9.040,0.823,-0.183,0.030
1635081329941,2021-10-24T16:15:29.941,9.080,1.280,0.000,0.396
1635081329981,2021-10-24T16:15:29.981,9.120,1.494,-0.305,0.518
1635081330021,2021-10-24T16:15:30.021,9.160,0.854,-0.305,0.366
1635081330061,2021-10-24T16:15:30.061,9.200,0.854,-0.366,0.122
1635081330101,2021-10-24T16:15:30.101,9.240,1.677,-0.091,-0.335
1635081330141,2021-10-24T16:15:30.141,9.280,2.134,-0.396,-0.701
1635081330181,2021-10-24T16:15:30.181,9.320,1.159,-0.396,-0.305
1635081330221,2021-10-24T16:15:30.221,9.360,1.463,-0.335,-0.274
1635081330261,2021-10-24T16:15:30.261,9.400,2.012,-0.854,-0.488
1635081330301,2021-10-24T16:15:30.301,9.440,2.561,-1.372,-0.488
1635081330341,2021-10-24T16:15:30.341,9.480,1.159,-0.488,-0.244
1635081330381,2021-10-24T16:15:30.381,9.520,0.488,0.000,-0.213
1635081330421,2021-10-24T16:15:30.421,9.560,1.555,-0.091,-0.579
1635081330461,2021-10-24T16:15:30.461,9.600,1.616,-0.305,-0.427
1635081330501,2021-10-24T16:15:30.501,9.640,1.860,-0.396,-0.305
1635081330541,2021-10-24T16:15:30.541,9.680,0.945,0.061,0.366
1635081330581,2021-10-24T16:15:30.581,9.720,-0.945,0.427,0.823
1635081330621,2021-10-24T16:15:30.621,9.760,-0.488,0.244,0.671
1635081330661,2021-10-24T16:15:30.661,9.800,-0.518,0.335,0.610
1635081330701,2021-10-24T16:15:30.701,9.840,-0.762,0.274,0.640
1635081330741,2021-10-24T16:15:30.741,9.880,0.030,-0.183,0.579
1635081330781,2021-10-24T16:15:30.781,9.920,1.829,-0.976,0.274
1635081330821,2021-10-24T16:15:30.821,9.960,2.744,-1.951,-0.030
1635081330861,2021-10-24T16:15:30.861,10.000,1.860,-1.677,0.000
1635081330901,2021-10-24T16:15:30.901,10.040,0.396,-0.427,-0.030
1635081330941,2021-10-24T16:15:30.941,10.080,0.274,-0.061,-0.030
1635081330981,2021-10-24T16:15:30.981,10.120,0.427,0.213,0.152
1635081331021,2021-10-24T16:15:31.021,10.160,0.061,0.122,0.366
1635081331061,2021-10-24T16:15:31.061,10.200,0.579,-0.061,0.244
1635081331101,2021-10-24T16:15:31.101,10.240,1.982,0.030,-0.244
1635081331141,2021-10-24T16:15:31.141,10.280,0.518,0.457,-0.244
1635081331181,2021-10-24T16:15:31.181,10.320,-0.579,0.396,-0.061
1635081331221,2021-10-24T16:15:31.221,10.360,0.396,0.122,0.000
1635081331261,2021-10-24T16:15:31.261,10.400,0.335,0.183,0.274
1635081331301,2021-10-24T16:15:31.301,10.440,-0.030,0.396,0.457
1635081331341,2021-10-24T16:15:31.341,10.480,0.244,0.213,0.213
1635081331381,2021-10-24T16:15:31.381,10.520,1.524,-0.427,-0.488
1635081331421,2021-10-24T16:15:31.421,10.560,1.829,-0.610,-0.671
1635081331461,2021-10-24T16:15:31.461,10.600,1.768,-0.610,-0.854
1635081331501,2021-10-24T16:15:31.501,10.640,1.311,-0.030,-0.732
1635081331541,2021-10-24T16:15:31.541,10.680,1.067,0.366,-0.549
1635081331581,2021-10-24T16:15:31.581,10.720,0.915,0.305,-0.274
1635081331621,2021-10-24T16:15:31.621,10.760,0.091,0.305,0.122
1635081331661,2021-10-24T16:15:31.661,10.800,0.549,-0.152,0.335
1635081331701,2021-10-24T16:15:31.701,10.840,0.976,-0.579,0.610
1635081331741,2021-10-24T16:15:31.741,10.880,0.945,-0.457,0.762
1635081331781,2021-10-24T16:15:31.781,10.920,0.488,0.366,0.366
1635081331821,2021-10-24T16:15:31.821,10.960,0.213,0.396,0.152
1635081331861,2021-10-24T16:15:31.861,11.000,-0.213,0.518,0.305
1635081331901,2021-10-24T16:15:31.901,11.040,-1.159,0.579,0.823
1635081331941,2021-10-24T16:15:31.941,11.080,-0.213,0.396,0.701
1635081331981,2021-10-24T16:15:31.981,11.120,1.159,0.091,0.183
1635081332021,2021-10-24T16:15:32.021,11.160,1.616,0.030,0.000
1635081332061,2021-10-24T16:15:32.061,11.200,1.098,0.000,-0.030
1635081332101,2021-10-24T16:15:32.101,11.240,0.579,0.030,-0.183
1635081332141,2021-10-24T16:15:32.141,11.280,0.884,-0.091,-0.183
1635081332181,2021-10-24T16:15:32.181,11.320,0.610,-0.091,0.122
1635081332221,2021-10-24T16:15:32.221,11.360,1.616,-0.396,-0.122
1635081332261,2021-10-24T16:15:32.261,11.400,2.012,-0.274,-0.366
1635081332301,2021-10-24T16:15:32.301,11.440,1.677,-0.457,-0.640
1635081332341,2021-10-24T16:15:32.341,11.480,2.409,-0.701,-0.793
1635081332381,2021-10-24T16:15:32.381,11.520,1.738,-0.366,-0.549
1635081332421,2021-10-24T16:15:32.421,11.560,0.305,-0.061,-0.427
1635081332461,2021-10-24T16:15:32.461,11.600,0.640,-0.091,-0.274
1635081332501,2021-10-24T16:15:32.501,11.640,0.335,0.305,0.305
1635081332541,2021-10-24T16:15:32.541,11.680,-0.854,0.457,0.823
1635081332581,2021-10-24T16:15:32.581,11.720,-1.189,0.213,0.793
1635081332621,2021-10-24T16:15:32.621,11.760,-0.305,0.091,0.671
1635081332661,2021-10-24T16:15:32.661,11.800,-0.122,0.152,0.671
1635081332701,2021-10-24T16:15:32.701,11.840,0.793,-0.122,0.335
1635081332741,2021-10-24T16:15:32.741,11.880,0.823,-0.335,0.091
1635081332781,2021-10-24T16:15:32.781,11.920,0.976,-0.335,-0.274
1635081332821,2021-10-24T16:15:32.821,11.960,1.616,-0.061,-0.732
1635081332861,2021-10-24T16:15:32.861,12.000,1.463,-0.427,-1.006
1635081332901,2021-10-24T16:15:32.901,12.040,1.707,-0.396,-0.701
1635081332941,2021-10-24T16:15:32.941,12.080,1.189,-0.183,-0.091
1635081332981,2021-10-24T16:15:32.981,12.120,0.884,-0.030,0.213
1635081333021,2021-10-24T16:15:33.021,12.160,0.183,0.244,0.122
1635081333061,2021-10-24T16:15:33.061,12.200,0.183,-0.213,-0.091
1635081333101,2021-10-24T16:15:33.101,12.240,2.378,-0.732,-0.396
1635081333141,2021-10-24T16:15:33.141,12.280,1.982,-0.335,-0.183
1635081333181,2021-10-24T16:15:33.181,12.320,-0.122,0.335,-0.061
1635081333221,2021-10-24T16:15:33.221,12.360,-0.671,0.579,0.000
1635081333261,2021-10-24T16:15:33.261,12.400,0.274,0.122,0.213
1635081333301,2021-10-24T16:15:33.301,12.440,1.006,-0.213,0.244
1635081333341,2021-10-24T16:15:33.341,12.480,0.427,-0.152,0.213
1635081333381,2021-10-24T16:15:33.381,12.520,-0.396,0.152,0.366
1635081333421,2021-10-24T16:15:33.421,12.560,-0.457,0.244,0.396
1635081333461,2021-10-24T16:15:33.461,12.600,0.213,0.061,0.305
1635081333501,2021-10-24T16:15:33.501,12.640,0.427,-0.152,0.213
1635081333541,2021-10-24T16:15:33.541,12.680,0.762,-0.274,0.000
1635081333581,2021-10-24T16:15:33.581,12.720,0.732,-0.122,0.030
1635081333621,2021-10-24T16:15:33.621,12.760,0.457,-0.061,0.122
1635081333661,2021-10-24T16:15:33.661,12.800,0.823,-0.061,-0.061
1635081333701,2021-10-24T16:15:33.701,12.840,1.037,-0.061,-0.030
1635081333741,2021-10-24T16:15:33.741,12.880,1.616,-0.183,-0.274
1635081333781,2021-10-24T16:15:33.781,12.920,1.768,-0.183,-0.396
1635081333821,2021-10-24T16:15:33.821,12.960,1.189,-0.305,-0.457
1635081333861,2021-10-24T16:15:33.861,13.000,1.037,-0.152,-0.366
1635081333901,2021-10-24T16:15:33.901,13.040,0.030,0.122,0.122
1635081333941,2021-10-24T16:15:33.941,13.080,0.884,-0.091,-0.061
1635081333981,2021-10-24T16:15:33.981,13.120,3.018,-0.884,-0.640
1635081334021,2021-10-24T16:15:34.021,13.160,2.500,-0.762,-0.427
1635081334061,2021-10-24T16:15:34.061,13.200,-0.305,0.183,0.274
1635081334101,2021-10-24T16:15:34.101,13.240,-1.524,0.640,0.518
1635081334141,2021-10-24T16:15:34.141,13.280,-0.457,0.427,0.854
1635081334181,2021-10-24T16:15:34.181,13.320,0.732,-0.091,0.823
1635081334221,2021-10-24T16:15:34.221,13.360,1.250,-0.396,0.274
1635081334261,2021-10-24T16:15:34.261,13.400,0.366,-0.183,0.000
1635081334301,2021-10-24T16:15:34.301,13.440,0.152,0.152,0.000
1635081334341,2021-10-24T16:15:34.341,13.480,-0.061,0.183,0.183
1635081334381,2021-10-24T16:15:34.381,13.520,1.494,-0.274,-0.061
1635081334421,2021-10-24T16:15:34.421,13.560,1.799,-0.305,-0.061
1635081334461,2021-10-24T16:15:34.461,13.600,-0.579,-0.152,0.549
1635081334501,2021-10-24T16:15:34.501,13.640,-0.488,0.000,0.518
1635081334541,2021-10-24T16:15:34.541,13.680,0.701,0.091,0.274
1635081334581,2021-10-24T16:15:34.581,13.720,-0.030,0.061,0.457
1635081334621,2021-10-24T16:15:34.621,13.760,0.396,-0.122,0.244
1635081334661,2021-10-24T16:15:34.661,13.800,0.915,-0.183,0.030
1635081334701,2021-10-24T16:15:34.701,13.840,0.793,0.000,0.305
1635081334741,2021-10-24T16:15:34.741,13.880,0.945,-0.183,0.549
1635081334781,2021-10-24T16:15:34.781,13.920,1.585,-0.213,0.213
1635081334821,2021-10-24T16:15:34.821,13.960,1.433,-0.274,-0.152
1635081334861,2021-10-24T16:15:34.861,14.000,0.579,-0.122,0.030
1635081334901,2021-10-24T16:15:34.901,14.040,0.549,-0.122,0.061
1635081334941,2021-10-24T16:15:34.941,14.080,0.640,-0.152,-0.061
1635081334981,2021-10-24T16:15:34.981,14.120,0.762,-0.305,-0.183
1635081335021,2021-10-24T16:15:35.021,14.160,1.067,-0.244,-0.183
1635081335061,2021-10-24T16:15:35.061,14.200,1.494,-0.610,-0.274
1635081335101,2021-10-24T16:15:35.101,14.240,2.165,-0.884,-0.640
1635081335141,2021-10-24T16:15:35.141,14.280,2.957,-0.762,-0.976
1635081335181,2021-10-24T16:15:35.181,14.320,2.591,-0.610,-0.823
1635081335221,2021-10-24T16:15:35.221,14.360,1.524,-0.152,-0.518
1635081335261,2021-10-24T16:15:35.261,14.400,1.159,-0.091,-0.305
1635081335301,2021-10-24T16:15:35.301,14.440,0.823,-0.396,-0.122
1635081335341,2021-10-24T16:15:35.341,14.480,1.159,-0.335,0.061
