epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636199714170,2021-11-06T13:55:14.170,4.040,0.579,-4.756,-7.012
1636199714210,2021-11-06T13:55:14.210,4.080,8.201,-13.232,-2.165
1636199714250,2021-11-06T13:55:14.250,4.120,8.354,-5.366,-4.268
1636199714290,2021-11-06T13:55:14.290,4.160,3.902,-3.689,-6.402
1636199714330,2021-11-06T13:55:14.330,4.200,2.104,-8.323,-2.652
1636199714370,2021-11-06T13:55:14.370,4.240,6.524,-0.122,-2.774
1636199714410,2021-11-06T13:55:14.410,4.280,5.061,2.256,-3.262
1636199714450,2021-11-06T13:55:14.450,4.320,-3.201,0.457,-1.433
1636199714490,2021-11-06T13:55:14.490,4.360,-0.488,1.159,-1.646
1636199714530,2021-11-06T13:55:14.530,4.400,-0.732,-2.835,0.152
1636199714570,2021-11-06T13:55:14.570,4.440,0.274,-1.037,0.183
1636199714610,2021-11-06T13:55:14.610,4.480,2.866,1.951,-1.037
1636199714650,2021-11-06T13:55:14.650,4.520,0.518,-1.311,-0.152
1636199714690,2021-11-06T13:55:14.690,4.560,1.616,-0.244,-0.488
1636199714730,2021-11-06T13:55:14.730,4.600,2.012,0.305,-0.335
1636199714770,2021-11-06T13:55:14.770,4.640,0.030,-0.366,1.067
1636199714810,2021-11-06T13:55:14.810,4.680,3.079,-1.006,0.488
1636199714850,2021-11-06T13:55:14.850,4.720,1.951,0.640,0.976
1636199714890,2021-11-06T13:55:14.890,4.760,0.762,0.915,0.244
1636199714930,2021-11-06T13:55:14.930,4.800,2.134,-2.317,-0.610
1636199714970,2021-11-06T13:55:14.970,4.840,4.543,-0.122,-1.159
1636199715010,2021-11-06T13:55:15.010,4.880,4.756,-0.183,-2.470
1636199715050,2021-11-06T13:55:15.050,4.920,-2.012,-10.915,-1.311
1636199715090,2021-11-06T13:55:15.090,4.960,-10.701,-23.506,2.713
1636199715130,2021-11-06T13:55:15.130,5.000,-30.823,-47.256,1.799
1636199715170,2021-11-06T13:55:15.170,5.040,-18.140,-55.305,-13.659
1636199715210,2021-11-06T13:55:15.210,5.080,32.195,-7.927,-14.512
1636199715250,2021-11-06T13:55:15.250,5.120,25.152,43.689,-19.634
1636199715290,2021-11-06T13:55:15.290,5.160,-4.329,93.963,-17.622
1636199715330,2021-11-06T13:55:15.330,5.200,-11.860,137.348,2.043
1636199715370,2021-11-06T13:55:15.370,5.240,10.457,143.628,17.744
1636199715410,2021-11-06T13:55:15.410,5.280,32.226,108.506,14.329
1636199715450,2021-11-06T13:55:15.450,5.320,-116.037,104.299,56.402
1636199715490,2021-11-06T13:55:15.490,5.360,-108.994,57.835,92.134
1636199715530,2021-11-06T13:55:15.530,5.400,-85.884,27.317,83.445
1636199715570,2021-11-06T13:55:15.570,5.440,-132.134,34.268,86.799
1636199715610,2021-11-06T13:55:15.610,5.480,-108.445,-21.128,61.646
1636199715650,2021-11-06T13:55:15.650,5.520,-73.476,-37.287,45.213
1636199715690,2021-11-06T13:55:15.690,5.560,-49.512,-4.299,43.537
1636199715730,2021-11-06T13:55:15.730,5.600,-13.171,-26.311,11.951
1636199715770,2021-11-06T13:55:15.770,5.640,9.665,-121.006,-46.585
1636199715810,2021-11-06T13:55:15.810,5.680,1.555,-93.110,-54.848
1636199715850,2021-11-06T13:55:15.850,5.720,5.396,-35.152,-35.549
1636199715890,2021-11-06T13:55:15.890,5.760,31.951,-15.671,-29.085
1636199715930,2021-11-06T13:55:15.930,5.800,21.860,-41.098,-19.848
1636199715970,2021-11-06T13:55:15.970,5.840,51.585,-48.201,-36.860
1636199716010,2021-11-06T13:55:16.010,5.880,123.079,-44.665,-46.067
1636199716050,2021-11-06T13:55:16.050,5.920,115.488,-6.098,-41.982
1636199716090,2021-11-06T13:55:16.090,5.960,18.902,21.829,-27.835
1636199716130,2021-11-06T13:55:16.130,6.000,11.677,1.067,-19.085
1636199716170,2021-11-06T13:55:16.170,6.040,23.354,16.799,-6.311
1636199716210,2021-11-06T13:55:16.210,6.080,14.360,18.994,-1.921
1636199716250,2021-11-06T13:55:16.250,6.120,2.957,-0.030,-2.927
1636199716290,2021-11-06T13:55:16.290,6.160,8.933,5.152,-1.006
1636199716330,2021-11-06T13:55:16.330,6.200,10.671,11.616,0.213
1636199716370,2021-11-06T13:55:16.370,6.240,2.805,-1.738,0.427
1636199716410,2021-11-06T13:55:16.410,6.280,5.122,4.177,0.945
1636199716450,2021-11-06T13:55:16.450,6.320,6.128,8.628,0.610
1636199716490,2021-11-06T13:55:16.490,6.360,1.646,1.250,-0.152
1636199716530,2021-11-06T13:55:16.530,6.400,3.384,4.177,-0.183
1636199716570,2021-11-06T13:55:16.570,6.440,3.354,0.488,-0.701
1636199716610,2021-11-06T13:55:16.610,6.480,0.457,-4.512,-0.915
1636199716650,2021-11-06T13:55:16.650,6.520,1.524,1.982,-1.067
1636199716690,2021-11-06T13:55:16.690,6.560,0.884,-0.549,-0.610
1636199716730,2021-11-06T13:55:16.730,6.600,-0.610,-0.488,-0.091
1636199716770,2021-11-06T13:55:16.770,6.640,0.457,0.762,-0.823
1636199716810,2021-11-06T13:55:16.810,6.680,0.457,-0.549,-1.524
1636199716850,2021-11-06T13:55:16.850,6.720,0.518,-1.098,-1.128
1636199716890,2021-11-06T13:55:16.890,6.760,0.915,1.006,-0.945
1636199716930,2021-11-06T13:55:16.930,6.800,1.585,1.250,-0.030
1636199716970,2021-11-06T13:55:16.970,6.840,0.549,-1.768,0.457
1636199717010,2021-11-06T13:55:17.010,6.880,0.671,-1.494,0.457
1636199717050,2021-11-06T13:55:17.050,6.920,0.915,-2.317,0.579
1636199717090,2021-11-06T13:55:17.090,6.960,0.335,-2.744,1.098
1636199717130,2021-11-06T13:55:17.130,7.000,1.890,1.159,0.976
1636199717170,2021-11-06T13:55:17.170,7.040,1.037,-1.220,0.579
1636199717210,2021-11-06T13:55:17.210,7.080,0.701,-2.073,0.305
1636199717250,2021-11-06T13:55:17.250,7.120,0.762,-1.311,0.335
1636199717290,2021-11-06T13:55:17.290,7.160,-0.152,-2.134,0.640
1636199717330,2021-11-06T13:55:17.330,7.200,-0.640,-1.738,0.091
1636199717370,2021-11-06T13:55:17.370,7.240,-0.671,-0.976,-0.030
1636199717410,2021-11-06T13:55:17.410,7.280,-1.159,0.244,-0.061
1636199717450,2021-11-06T13:55:17.450,7.320,-3.354,-2.500,-1.524
1636199717490,2021-11-06T13:55:17.490,7.360,-6.494,-8.841,-1.494
1636199717530,2021-11-06T13:55:17.530,7.400,-3.659,-2.500,0.030
1636199717570,2021-11-06T13:55:17.570,7.440,-2.652,-2.043,1.037
1636199717610,2021-11-06T13:55:17.610,7.480,-1.738,-2.927,1.738
1636199717650,2021-11-06T13:55:17.650,7.520,2.500,5.274,1.799
1636199717690,2021-11-06T13:55:17.690,7.560,4.695,14.421,3.110
1636199717730,2021-11-06T13:55:17.730,7.600,2.988,16.220,2.561
1636199717770,2021-11-06T13:55:17.770,7.640,-2.073,3.293,-1.555
1636199717810,2021-11-06T13:55:17.810,7.680,-0.915,3.293,-3.811
1636199717850,2021-11-06T13:55:17.850,7.720,2.378,6.890,-4.329
1636199717890,2021-11-06T13:55:17.890,7.760,-0.305,0.335,-5.000
1636199717930,2021-11-06T13:55:17.930,7.800,0.518,3.537,-3.598
1636199717970,2021-11-06T13:55:17.970,7.840,2.104,6.250,-2.226
1636199718010,2021-11-06T13:55:18.010,7.880,0.335,1.037,-1.921
1636199718050,2021-11-06T13:55:18.050,7.920,0.457,3.659,-1.250
1636199718090,2021-11-06T13:55:18.090,7.960,0.701,4.329,-0.671
1636199718130,2021-11-06T13:55:18.130,8.000,-0.610,0.610,-1.585
1636199718170,2021-11-06T13:55:18.170,8.040,-0.732,2.652,-0.823
1636199718210,2021-11-06T13:55:18.210,8.080,-0.091,3.750,-0.030
1636199718250,2021-11-06T13:55:18.250,8.120,-0.884,0.884,-0.518
1636199718290,2021-11-06T13:55:18.290,8.160,-1.890,-0.488,-0.945
1636199718330,2021-11-06T13:55:18.330,8.200,-1.159,0.945,-0.122
1636199718370,2021-11-06T13:55:18.370,8.240,-2.500,-0.122,0.488
1636199718410,2021-11-06T13:55:18.410,8.280,0.732,6.006,0.579
1636199718450,2021-11-06T13:55:18.450,8.320,1.829,6.585,0.762
1636199718490,2021-11-06T13:55:18.490,8.360,-3.445,-0.457,1.159
1636199718530,2021-11-06T13:55:18.530,8.400,-6.585,-5.579,-0.183
1636199718570,2021-11-06T13:55:18.570,8.440,-0.945,0.945,-0.396
1636199718610,2021-11-06T13:55:18.610,8.480,-0.976,0.366,-0.030
1636199718650,2021-11-06T13:55:18.650,8.520,-1.616,-0.854,-0.579
1636199718690,2021-11-06T13:55:18.690,8.560,-2.591,-0.945,-0.976
1636199718730,2021-11-06T13:55:18.730,8.600,-8.902,-5.976,-1.890
1636199718770,2021-11-06T13:55:18.770,8.640,-4.909,1.037,-1.585
1636199718810,2021-11-06T13:55:18.810,8.680,-1.555,0.610,-0.823
1636199718850,2021-11-06T13:55:18.850,8.720,-3.963,-2.561,-0.793
1636199718890,2021-11-06T13:55:18.890,8.760,0.091,0.366,-0.152
1636199718930,2021-11-06T13:55:18.930,8.800,1.433,-0.061,0.244
1636199718970,2021-11-06T13:55:18.970,8.840,-0.732,0.000,-0.213
1636199719010,2021-11-06T13:55:19.010,8.880,0.152,1.341,-0.335
1636199719050,2021-11-06T13:55:19.050,8.920,1.585,2.470,-0.366
1636199719090,2021-11-06T13:55:19.090,8.960,0.762,1.921,-0.610
1636199719130,2021-11-06T13:55:19.130,9.000,-1.159,0.244,-0.762
1636199719170,2021-11-06T13:55:19.170,9.040,1.494,3.354,-0.610
1636199719210,2021-11-06T13:55:19.210,9.080,1.646,2.561,-0.274
1636199719250,2021-11-06T13:55:19.250,9.120,-0.152,0.091,0.701
1636199719290,2021-11-06T13:55:19.290,9.160,0.183,-0.061,1.250
1636199719330,2021-11-06T13:55:19.330,9.200,0.305,-1.220,1.616
1636199719370,2021-11-06T13:55:19.370,9.240,1.098,-0.732,1.555
1636199719410,2021-11-06T13:55:19.410,9.280,2.073,1.311,1.159
1636199719450,2021-11-06T13:55:19.450,9.320,1.860,3.506,1.159
1636199719490,2021-11-06T13:55:19.490,9.360,0.305,5.274,0.640
1636199719530,2021-11-06T13:55:19.530,9.400,-2.256,0.457,-0.305
1636199719570,2021-11-06T13:55:19.570,9.440,-2.226,-0.061,-0.488
1636199719610,2021-11-06T13:55:19.610,9.480,-0.396,0.305,0.213
1636199719650,2021-11-06T13:55:19.650,9.520,1.402,1.128,0.945
1636199719690,2021-11-06T13:55:19.690,9.560,2.256,4.665,0.945
1636199719730,2021-11-06T13:55:19.730,9.600,3.201,11.372,0.427
1636199719770,2021-11-06T13:55:19.770,9.640,1.585,1.555,0.244
1636199719810,2021-11-06T13:55:19.810,9.680,-0.335,-0.793,0.793
1636199719850,2021-11-06T13:55:19.850,9.720,1.098,2.317,0.488
1636199719890,2021-11-06T13:55:19.890,9.760,0.823,1.616,-0.488
1636199719930,2021-11-06T13:55:19.930,9.800,1.555,4.482,-0.488
1636199719970,2021-11-06T13:55:19.970,9.840,1.220,2.896,-0.335
1636199720010,2021-11-06T13:55:20.010,9.880,0.945,1.067,-0.610
1636199720050,2021-11-06T13:55:20.050,9.920,0.884,-1.524,-0.518
1636199720090,2021-11-06T13:55:20.090,9.960,0.701,-0.884,0.335
1636199720130,2021-11-06T13:55:20.130,10.000,1.128,-0.061,0.244
1636199720170,2021-11-06T13:55:20.170,10.040,0.701,-0.274,-0.152
1636199720210,2021-11-06T13:55:20.210,10.080,0.854,0.213,-0.122
1636199720250,2021-11-06T13:55:20.250,10.120,0.762,0.183,-0.122
1636199720290,2021-11-06T13:55:20.290,10.160,0.762,-0.274,-0.030
1636199720330,2021-11-06T13:55:20.330,10.200,0.915,0.183,-0.030
1636199720370,2021-11-06T13:55:20.370,10.240,0.945,0.671,-0.122
1636199720410,2021-11-06T13:55:20.410,10.280,0.549,-1.128,0.091
1636199720450,2021-11-06T13:55:20.450,10.320,0.793,-0.579,0.091
1636199720490,2021-11-06T13:55:20.490,10.360,0.762,-0.610,0.030
1636199720530,2021-11-06T13:55:20.530,10.400,0.671,0.030,0.122
1636199720570,2021-11-06T13:55:20.570,10.440,0.823,0.366,0.122
1636199720610,2021-11-06T13:55:20.610,10.480,0.335,-0.396,0.183
1636199720650,2021-11-06T13:55:20.650,10.520,0.823,0.244,0.091
1636199720690,2021-11-06T13:55:20.690,10.560,0.823,0.091,0.183
1636199720730,2021-11-06T13:55:20.730,10.600,0.793,0.091,0.213
1636199720770,2021-11-06T13:55:20.770,10.640,0.823,-0.274,0.152
1636199720810,2021-11-06T13:55:20.810,10.680,0.884,0.030,0.274
1636199720850,2021-11-06T13:55:20.850,10.720,0.762,-0.823,0.305
1636199720890,2021-11-06T13:55:20.890,10.760,0.762,-0.732,0.213
1636199720930,2021-11-06T13:55:20.930,10.800,0.579,-1.037,0.183
1636199720970,2021-11-06T13:55:20.970,10.840,0.701,-0.457,0.122
1636199721010,2021-11-06T13:55:21.010,10.880,0.732,-0.640,0.000
1636199721050,2021-11-06T13:55:21.050,10.920,0.549,-0.701,0.000
1636199721090,2021-11-06T13:55:21.090,10.960,0.854,-0.213,0.274
1636199721130,2021-11-06T13:55:21.130,11.000,1.098,0.396,0.366
1636199721170,2021-11-06T13:55:21.170,11.040,1.250,0.671,0.671
1636199721210,2021-11-06T13:55:21.210,11.080,0.915,-0.183,0.732
1636199721250,2021-11-06T13:55:21.250,11.120,0.793,-0.122,0.701
1636199721290,2021-11-06T13:55:21.290,11.160,0.793,-0.457,0.671
1636199721330,2021-11-06T13:55:21.330,11.200,0.518,-0.976,0.305
1636199721370,2021-11-06T13:55:21.370,11.240,0.732,-0.244,0.305
1636199721410,2021-11-06T13:55:21.410,11.280,1.037,0.732,0.457
1636199721450,2021-11-06T13:55:21.450,11.320,0.884,0.610,0.549
1636199721490,2021-11-06T13:55:21.490,11.360,1.098,0.427,0.579
1636199721530,2021-11-06T13:55:21.530,11.400,1.402,0.671,0.884
1636199721570,2021-11-06T13:55:21.570,11.440,1.372,0.518,0.945
1636199721610,2021-11-06T13:55:21.610,11.480,1.250,0.549,0.549
1636199721650,2021-11-06T13:55:21.650,11.520,1.250,1.280,0.366
1636199721690,2021-11-06T13:55:21.690,11.560,1.128,1.159,0.152
1636199721730,2021-11-06T13:55:21.730,11.600,1.159,0.976,-0.122
1636199721770,2021-11-06T13:55:21.770,11.640,0.823,0.579,-0.030
1636199721810,2021-11-06T13:55:21.810,11.680,-0.152,-0.244,-0.213
1636199721850,2021-11-06T13:55:21.850,11.720,0.000,-0.884,-0.091
1636199721890,2021-11-06T13:55:21.890,11.760,0.213,-0.549,0.274
1636199721930,2021-11-06T13:55:21.930,11.800,0.579,0.122,0.061
1636199721970,2021-11-06T13:55:21.970,11.840,0.823,1.037,-0.457
1636199722010,2021-11-06T13:55:22.010,11.880,0.823,0.640,-0.762
1636199722050,2021-11-06T13:55:22.050,11.920,0.884,0.488,-0.366
1636199722090,2021-11-06T13:55:22.090,11.960,1.006,0.762,0.061
1636199722130,2021-11-06T13:55:22.130,12.000,0.701,0.152,-0.061
1636199722170,2021-11-06T13:55:22.170,12.040,0.488,0.671,-0.091
1636199722210,2021-11-06T13:55:22.210,12.080,0.396,0.732,-0.122
1636199722250,2021-11-06T13:55:22.250,12.120,0.518,0.457,-0.091
1636199722290,2021-11-06T13:55:22.290,12.160,0.030,-0.732,-0.183
1636199722330,2021-11-06T13:55:22.330,12.200,0.335,-0.122,-0.091
1636199722370,2021-11-06T13:55:22.370,12.240,0.244,0.732,-0.152
1636199722410,2021-11-06T13:55:22.410,12.280,-0.640,-0.884,0.030
1636199722450,2021-11-06T13:55:22.450,12.320,0.457,-0.183,0.274
1636199722490,2021-11-06T13:55:22.490,12.360,0.671,0.366,-0.061
1636199722530,2021-11-06T13:55:22.530,12.400,0.640,0.457,-0.183
1636199722570,2021-11-06T13:55:22.570,12.440,0.701,0.671,-0.122
1636199722610,2021-11-06T13:55:22.610,12.480,0.457,-0.305,-0.091
1636199722650,2021-11-06T13:55:22.650,12.520,0.762,-0.122,0.183
1636199722690,2021-11-06T13:55:22.690,12.560,0.732,-0.091,0.122
1636199722730,2021-11-06T13:55:22.730,12.600,0.579,0.000,0.000
1636199722770,2021-11-06T13:55:22.770,12.640,0.640,0.396,0.061
1636199722810,2021-11-06T13:55:22.810,12.680,0.823,0.305,0.152
1636199722850,2021-11-06T13:55:22.850,12.720,0.823,0.274,0.000
1636199722890,2021-11-06T13:55:22.890,12.760,0.610,0.427,-0.061
1636199722930,2021-11-06T13:55:22.930,12.800,0.823,0.366,0.152
1636199722970,2021-11-06T13:55:22.970,12.840,0.793,-0.061,0.061
1636199723010,2021-11-06T13:55:23.010,12.880,0.671,-0.305,0.000
1636199723050,2021-11-06T13:55:23.050,12.920,0.823,-0.335,0.122
1636199723090,2021-11-06T13:55:23.090,12.960,0.549,-0.457,0.122
1636199723130,2021-11-06T13:55:23.130,13.000,0.976,0.640,0.335
1636199723170,2021-11-06T13:55:23.170,13.040,0.488,-0.061,0.305
1636199723210,2021-11-06T13:55:23.210,13.080,0.366,-0.244,-0.061
1636199723250,2021-11-06T13:55:23.250,13.120,0.518,0.122,-0.152
1636199723290,2021-11-06T13:55:23.290,13.160,-0.976,1.646,0.793
1636199723330,2021-11-06T13:55:23.330,13.200,-2.409,2.348,1.280
1636199723370,2021-11-06T13:55:23.370,13.240,-1.189,2.866,1.341
1636199723410,2021-11-06T13:55:23.410,13.280,-13.323,16.799,10.579
1636199723450,2021-11-06T13:55:23.450,13.320,-27.409,39.756,24.177
1636199723490,2021-11-06T13:55:23.490,13.360,0.671,-1.402,-0.701
1636199723530,2021-11-06T13:55:23.530,13.400,0.976,-0.061,-0.335
1636199723570,2021-11-06T13:55:23.570,13.440,-0.732,2.226,1.098
1636199723610,2021-11-06T13:55:23.610,13.480,-0.396,0.854,0.305
1636199723650,2021-11-06T13:55:23.650,13.520,-0.061,0.945,0.366
1636199723690,2021-11-06T13:55:23.690,13.560,0.091,1.006,0.457
1636199723730,2021-11-06T13:55:23.730,13.600,0.122,0.701,0.396
1636199723770,2021-11-06T13:55:23.770,13.640,0.061,0.213,0.244
1636199723810,2021-11-06T13:55:23.810,13.680,0.305,0.640,0.244
1636199723850,2021-11-06T13:55:23.850,13.720,0.396,0.335,0.244
1636199723890,2021-11-06T13:55:23.890,13.760,0.488,0.152,0.152
1636199723930,2021-11-06T13:55:23.930,13.800,0.640,0.457,0.152
1636199723970,2021-11-06T13:55:23.970,13.840,0.305,0.122,0.335
1636199724010,2021-11-06T13:55:24.010,13.880,0.701,0.579,0.732
1636199724050,2021-11-06T13:55:24.050,13.920,0.976,0.183,0.457
1636199724090,2021-11-06T13:55:24.090,13.960,0.549,-0.518,0.152
1636199724130,2021-11-06T13:55:24.130,14.000,0.640,-1.067,0.457
1636199724170,2021-11-06T13:55:24.170,14.040,0.915,-1.768,0.884
1636199724210,2021-11-06T13:55:24.210,14.080,0.976,-0.671,0.366
1636199724250,2021-11-06T13:55:24.250,14.120,0.823,0.823,-0.610
1636199724290,2021-11-06T13:55:24.290,14.160,0.793,-0.091,-0.274
1636199724330,2021-11-06T13:55:24.330,14.200,1.494,0.762,1.189
1636199724370,2021-11-06T13:55:24.370,14.240,1.951,1.006,2.104
1636199724410,2021-11-06T13:55:24.410,14.280,0.244,0.579,2.073
1636199724450,2021-11-06T13:55:24.450,14.320,0.000,0.945,0.915
1636199724490,2021-11-06T13:55:24.490,14.360,-1.128,-0.610,-0.335
1636199724530,2021-11-06T13:55:24.530,14.400,-2.591,-2.256,-0.030
1636199724570,2021-11-06T13:55:24.570,14.440,-0.671,-2.652,1.402
1636199724610,2021-11-06T13:55:24.610,14.480,0.823,-2.652,2.378
