epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635331089417,2021-10-27T13:38:09.417,0.000,-0.112,0.075,-0.975
1635331089457,2021-10-27T13:38:09.457,0.040,-0.110,0.080,-0.983
1635331089498,2021-10-27T13:38:09.498,0.081,-0.113,0.077,-0.982
1635331089537,2021-10-27T13:38:09.537,0.120,-0.111,0.079,-0.982
1635331089578,2021-10-27T13:38:09.578,0.161,-0.112,0.075,-0.982
1635331089618,2021-10-27T13:38:09.618,0.201,-0.112,0.076,-0.981
1635331089657,2021-10-27T13:38:09.657,0.240,-0.111,0.079,-0.981
1635331089699,2021-10-27T13:38:09.699,0.282,-0.113,0.075,-0.982
1635331089738,2021-10-27T13:38:09.738,0.321,-0.112,0.079,-0.982
1635331089779,2021-10-27T13:38:09.779,0.362,-0.110,0.075,-0.981
1635331089819,2021-10-27T13:38:09.819,0.402,-0.112,0.078,-0.981
1635331089860,2021-10-27T13:38:09.860,0.443,-0.114,0.074,-0.981
1635331089899,2021-10-27T13:38:09.899,0.482,-0.109,0.083,-0.981
1635331089940,2021-10-27T13:38:09.940,0.523,-0.112,0.076,-0.978
1635331089980,2021-10-27T13:38:09.980,0.563,-0.114,0.047,-0.984
1635331090019,2021-10-27T13:38:10.019,0.602,-0.099,0.110,-0.981
1635331090060,2021-10-27T13:38:10.060,0.643,-0.116,0.082,-0.980
1635331090100,2021-10-27T13:38:10.100,0.683,-0.112,0.075,-0.980
1635331090141,2021-10-27T13:38:10.141,0.724,-0.105,0.095,-0.979
1635331090180,2021-10-27T13:38:10.180,0.763,-0.105,0.075,-0.984
1635331090221,2021-10-27T13:38:10.221,0.804,-0.107,0.082,-0.977
1635331090261,2021-10-27T13:38:10.261,0.844,-0.102,0.106,-0.973
1635331090302,2021-10-27T13:38:10.302,0.885,-0.109,0.086,-0.976
1635331090342,2021-10-27T13:38:10.342,0.925,-0.115,0.085,-0.966
1635331090383,2021-10-27T13:38:10.383,0.966,-0.120,0.097,-0.981
1635331090422,2021-10-27T13:38:10.422,1.005,-0.132,0.079,-0.991
1635331090462,2021-10-27T13:38:10.462,1.045,-0.138,0.009,-0.988
