epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636375134959,2021-11-08T14.38.54.959,0.000,0.488,0.396,0.030
1636375134999,2021-11-08T14.38.54.999,0.040,0.518,0.244,0.122
1636375135039,2021-11-08T14.38.55.039,0.080,0.152,0.000,-0.122
1636375135079,2021-11-08T14.38.55.079,0.120,0.213,0.000,-0.061
1636375135119,2021-11-08T14.38.55.119,0.160,0.305,0.183,-0.122
1636375135159,2021-11-08T14.38.55.159,0.200,0.427,0.122,-0.274
1636375135199,2021-11-08T14.38.55.199,0.240,0.396,0.183,-0.518
1636375135239,2021-11-08T14.38.55.239,0.280,0.427,0.274,-0.640
1636375135279,2021-11-08T14.38.55.279,0.320,0.488,0.396,-0.366
1636375135319,2021-11-08T14.38.55.319,0.360,0.366,0.457,-0.305
1636375135359,2021-11-08T14.38.55.359,0.400,0.396,0.244,-0.335
1636375135399,2021-11-08T14.38.55.399,0.440,0.091,0.122,-0.335
1636375135439,2021-11-08T14.38.55.439,0.480,0.427,0.152,-0.335
1636375135479,2021-11-08T14.38.55.479,0.520,0.579,-0.030,-0.274
1636375135519,2021-11-08T14.38.55.519,0.560,0.213,-0.061,-0.213
1636375135559,2021-11-08T14.38.55.559,0.600,0.579,-0.091,-0.152
1636375135599,2021-11-08T14.38.55.599,0.640,0.183,-0.183,-0.213
1636375135639,2021-11-08T14.38.55.639,0.680,-0.274,0.000,-0.274
1636375135679,2021-11-08T14.38.55.679,0.720,0.518,0.061,-0.305
1636375135719,2021-11-08T14.38.55.719,0.760,0.335,0.335,-0.274
1636375135759,2021-11-08T14.38.55.759,0.800,0.274,0.091,-0.305
1636375135799,2021-11-08T14.38.55.799,0.840,0.091,-0.030,-0.549
1636375135839,2021-11-08T14.38.55.839,0.880,0.061,0.152,-0.488
1636375135879,2021-11-08T14.38.55.879,0.920,-0.122,0.183,-0.366
1636375135919,2021-11-08T14.38.55.919,0.960,-0.793,0.793,-0.366
