epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635056000756,2021-10-24T09:13:20.756,3.160,0.915,-0.152,-0.244
1635056000796,2021-10-24T09:13:20.796,3.200,1.311,0.061,-0.244
1635056000836,2021-10-24T09:13:20.836,3.240,1.098,-0.244,-0.091
1635056000876,2021-10-24T09:13:20.876,3.280,1.006,0.274,-0.152
1635056000916,2021-10-24T09:13:20.916,3.320,1.159,0.183,-0.152
1635056000956,2021-10-24T09:13:20.956,3.360,0.854,0.030,-0.030
1635056000996,2021-10-24T09:13:20.996,3.400,0.610,0.091,0.030
1635056001036,2021-10-24T09:13:21.036,3.440,0.671,0.244,-0.152
1635056001076,2021-10-24T09:13:21.076,3.480,0.701,0.274,-0.366
1635056001116,2021-10-24T09:13:21.116,3.520,0.671,0.244,-0.244
1635056001156,2021-10-24T09:13:21.156,3.560,0.488,0.335,-0.183
1635056001196,2021-10-24T09:13:21.196,3.600,0.823,0.122,-0.030
1635056001236,2021-10-24T09:13:21.236,3.640,0.823,0.122,-0.122
1635056001276,2021-10-24T09:13:21.276,3.680,1.098,0.030,-0.213
1635056001316,2021-10-24T09:13:21.316,3.720,0.366,0.152,-0.091
1635056001356,2021-10-24T09:13:21.356,3.760,0.762,0.183,-0.091
1635056001396,2021-10-24T09:13:21.396,3.800,0.915,0.396,-0.152
1635056001436,2021-10-24T09:13:21.436,3.840,1.159,0.152,-0.030
1635056001476,2021-10-24T09:13:21.476,3.880,0.518,0.183,0.122
1635056001516,2021-10-24T09:13:21.516,3.920,1.006,0.091,0.274
1635056001556,2021-10-24T09:13:21.556,3.960,0.854,-0.518,0.457
1635056001596,2021-10-24T09:13:21.596,4.000,0.488,-0.610,0.701
1635056001636,2021-10-24T09:13:21.636,4.040,0.366,-0.305,0.427
1635056001676,2021-10-24T09:13:21.676,4.080,0.762,-0.183,0.061
1635056001716,2021-10-24T09:13:21.716,4.120,0.823,-0.427,0.061
1635056001756,2021-10-24T09:13:21.756,4.160,0.701,-0.183,0.122
1635056001796,2021-10-24T09:13:21.796,4.200,0.579,-0.183,-0.061
1635056001836,2021-10-24T09:13:21.836,4.240,0.701,-0.122,-0.335
1635056001876,2021-10-24T09:13:21.876,4.280,0.854,0.122,-0.335
1635056001916,2021-10-24T09:13:21.916,4.320,0.671,0.640,-0.335
1635056001956,2021-10-24T09:13:21.956,4.360,0.732,0.457,-0.305
1635056001996,2021-10-24T09:13:21.996,4.400,0.732,0.122,-0.183
1635056002036,2021-10-24T09:13:22.036,4.440,0.915,0.122,0.030
1635056002076,2021-10-24T09:13:22.076,4.480,0.793,-0.579,0.396
1635056002116,2021-10-24T09:13:22.116,4.520,0.945,-0.518,0.549
1635056002156,2021-10-24T09:13:22.156,4.560,1.159,-0.305,0.305
1635056002196,2021-10-24T09:13:22.196,4.600,1.280,0.000,-0.183
1635056002236,2021-10-24T09:13:22.236,4.640,1.799,0.030,-0.579
1635056002276,2021-10-24T09:13:22.276,4.680,1.311,-0.366,-0.305
1635056002316,2021-10-24T09:13:22.316,4.720,0.671,-0.213,-0.061
1635056002356,2021-10-24T09:13:22.356,4.760,0.488,-0.305,0.091
1635056002396,2021-10-24T09:13:22.396,4.800,0.610,-0.274,0.152
1635056002436,2021-10-24T09:13:22.436,4.840,1.128,-0.152,-0.122
1635056002476,2021-10-24T09:13:22.476,4.880,0.976,-0.091,-0.183
1635056002516,2021-10-24T09:13:22.516,4.920,0.793,0.030,-0.213
1635056002556,2021-10-24T09:13:22.556,4.960,1.037,-0.030,-0.183
1635056002596,2021-10-24T09:13:22.596,5.000,1.128,-0.366,-0.122
1635056002636,2021-10-24T09:13:22.636,5.040,0.762,-0.213,-0.091
1635056002676,2021-10-24T09:13:22.676,5.080,0.945,-0.061,-0.183
1635056002716,2021-10-24T09:13:22.716,5.120,1.128,-0.122,-0.183
1635056002756,2021-10-24T09:13:22.756,5.160,0.671,-0.366,0.183
1635056002796,2021-10-24T09:13:22.796,5.200,0.579,-0.366,0.549
1635056002836,2021-10-24T09:13:22.836,5.240,0.701,-0.457,0.579
1635056002876,2021-10-24T09:13:22.876,5.280,0.488,-0.640,0.671
1635056002916,2021-10-24T09:13:22.916,5.320,0.854,-0.427,0.610
1635056002956,2021-10-24T09:13:22.956,5.360,0.823,-0.518,0.549
1635056002996,2021-10-24T09:13:22.996,5.400,0.610,-0.549,0.457
1635056003036,2021-10-24T09:13:23.036,5.440,0.732,-0.518,0.183
1635056003076,2021-10-24T09:13:23.076,5.480,0.945,-0.335,0.152
1635056003116,2021-10-24T09:13:23.116,5.520,0.671,-0.427,0.427
1635056003156,2021-10-24T09:13:23.156,5.560,0.579,-0.610,0.335
1635056003196,2021-10-24T09:13:23.196,5.600,0.915,-0.396,0.091
1635056003236,2021-10-24T09:13:23.236,5.640,0.762,-0.457,0.366
1635056003276,2021-10-24T09:13:23.276,5.680,0.579,-0.396,0.366
1635056003316,2021-10-24T09:13:23.316,5.720,0.457,-0.305,0.122
1635056003356,2021-10-24T09:13:23.356,5.760,0.457,-0.122,-0.030
1635056003396,2021-10-24T09:13:23.396,5.800,0.335,0.061,-0.122
1635056003436,2021-10-24T09:13:23.436,5.840,0.610,0.061,-0.396
1635056003476,2021-10-24T09:13:23.476,5.880,0.793,0.213,-0.457
1635056003516,2021-10-24T09:13:23.516,5.920,0.335,0.366,-0.091
1635056003556,2021-10-24T09:13:23.556,5.960,0.091,0.335,0.244
1635056003596,2021-10-24T09:13:23.596,6.000,0.091,0.000,0.335
1635056003636,2021-10-24T09:13:23.636,6.040,0.701,-0.305,-0.091
1635056003676,2021-10-24T09:13:23.676,6.080,1.463,-0.152,-0.305
1635056003716,2021-10-24T09:13:23.716,6.120,1.280,0.000,-0.213
1635056003756,2021-10-24T09:13:23.756,6.160,1.372,-0.183,-0.122
1635056003796,2021-10-24T09:13:23.796,6.200,1.067,-0.244,-0.091
1635056003836,2021-10-24T09:13:23.836,6.240,0.854,-0.091,-0.183
1635056003876,2021-10-24T09:13:23.876,6.280,0.823,0.000,-0.152
1635056003916,2021-10-24T09:13:23.916,6.320,1.037,0.000,-0.122
1635056003956,2021-10-24T09:13:23.956,6.360,0.915,0.000,-0.152
1635056003996,2021-10-24T09:13:23.996,6.400,1.128,-0.183,-0.061
1635056004036,2021-10-24T09:13:24.036,6.440,0.793,-0.427,0.335
1635056004076,2021-10-24T09:13:24.076,6.480,0.610,-0.579,0.427
1635056004116,2021-10-24T09:13:24.116,6.520,0.793,-0.335,0.183
1635056004156,2021-10-24T09:13:24.156,6.560,0.701,0.305,-0.152
1635056004196,2021-10-24T09:13:24.196,6.600,0.701,0.488,-0.335
1635056004236,2021-10-24T09:13:24.236,6.640,0.610,0.335,-0.122
1635056004276,2021-10-24T09:13:24.276,6.680,0.793,0.030,-0.030
1635056004316,2021-10-24T09:13:24.316,6.720,0.762,-0.366,0.091
1635056004356,2021-10-24T09:13:24.356,6.760,0.945,-0.122,0.091
1635056004396,2021-10-24T09:13:24.396,6.800,1.494,-0.152,-0.274
1635056004436,2021-10-24T09:13:24.436,6.840,1.067,-0.213,-0.183
1635056004476,2021-10-24T09:13:24.476,6.880,0.762,-0.122,-0.091
1635056004516,2021-10-24T09:13:24.516,6.920,1.159,-0.335,-0.030
1635056004556,2021-10-24T09:13:24.556,6.960,0.793,-0.274,0.244
1635056004596,2021-10-24T09:13:24.596,7.000,0.793,-0.244,0.335
1635056004636,2021-10-24T09:13:24.636,7.040,0.884,-0.305,0.091
1635056004676,2021-10-24T09:13:24.676,7.080,1.098,-0.183,-0.091
1635056004716,2021-10-24T09:13:24.716,7.120,0.701,0.000,0.030
1635056004756,2021-10-24T09:13:24.756,7.160,0.823,-0.122,0.000
1635056004796,2021-10-24T09:13:24.796,7.200,0.640,-0.030,0.091
1635056004836,2021-10-24T09:13:24.836,7.240,0.762,-0.152,-0.061
1635056004876,2021-10-24T09:13:24.876,7.280,0.762,-0.122,-0.061
1635056004916,2021-10-24T09:13:24.916,7.320,0.823,-0.122,-0.030
1635056004956,2021-10-24T09:13:24.956,7.360,0.671,-0.061,-0.030
1635056004996,2021-10-24T09:13:24.996,7.400,0.823,0.122,-0.061
1635056005036,2021-10-24T09:13:25.036,7.440,0.732,-0.152,0.030
1635056005076,2021-10-24T09:13:25.076,7.480,0.793,0.122,-0.122
1635056005116,2021-10-24T09:13:25.116,7.520,1.402,0.335,-0.335
1635056005156,2021-10-24T09:13:25.156,7.560,1.037,-0.152,-0.244
1635056005196,2021-10-24T09:13:25.196,7.600,0.732,-0.061,-0.061
1635056005236,2021-10-24T09:13:25.236,7.640,0.976,-0.152,-0.122
1635056005276,2021-10-24T09:13:25.276,7.680,1.280,-0.396,-0.061
1635056005316,2021-10-24T09:13:25.316,7.720,1.098,-0.457,0.061
1635056005356,2021-10-24T09:13:25.356,7.760,1.220,-0.427,0.091
1635056005396,2021-10-24T09:13:25.396,7.800,1.128,-0.671,0.183
1635056005436,2021-10-24T09:13:25.436,7.840,0.640,-0.183,0.030
1635056005476,2021-10-24T09:13:25.476,7.880,0.762,0.183,-0.183
1635056005516,2021-10-24T09:13:25.516,7.920,0.610,-0.061,-0.244
1635056005556,2021-10-24T09:13:25.556,7.960,0.762,0.091,-0.152
1635056005596,2021-10-24T09:13:25.596,8.000,0.884,-0.122,0.061
1635056005636,2021-10-24T09:13:25.636,8.040,0.732,-0.244,0.152
1635056005676,2021-10-24T09:13:25.676,8.080,0.671,-0.274,0.030
1635056005716,2021-10-24T09:13:25.716,8.120,0.793,-0.061,-0.061
1635056005756,2021-10-24T09:13:25.756,8.160,0.671,0.091,-0.122
1635056005796,2021-10-24T09:13:25.796,8.200,0.518,0.305,-0.183
1635056005836,2021-10-24T09:13:25.836,8.240,1.189,0.457,-0.427
1635056005876,2021-10-24T09:13:25.876,8.280,1.433,0.152,-0.366
1635056005916,2021-10-24T09:13:25.916,8.320,0.640,0.000,-0.305
1635056005956,2021-10-24T09:13:25.956,8.360,0.762,-0.213,-0.091
1635056005996,2021-10-24T09:13:25.996,8.400,0.976,-0.427,0.000
1635056006036,2021-10-24T09:13:26.036,8.440,0.640,-0.122,0.000
1635056006076,2021-10-24T09:13:26.076,8.480,0.762,0.061,0.000
1635056006116,2021-10-24T09:13:26.116,8.520,0.823,-0.122,-0.152
1635056006156,2021-10-24T09:13:26.156,8.560,0.854,0.030,0.000
1635056006196,2021-10-24T09:13:26.196,8.600,0.823,-0.183,0.152
1635056006236,2021-10-24T09:13:26.236,8.640,0.884,-0.488,0.244
1635056006276,2021-10-24T09:13:26.276,8.680,1.067,-0.549,0.366
1635056006316,2021-10-24T09:13:26.316,8.720,1.067,-0.640,0.457
1635056006356,2021-10-24T09:13:26.356,8.760,1.189,-0.457,0.457
1635056006396,2021-10-24T09:13:26.396,8.800,1.220,-0.396,0.396
1635056006436,2021-10-24T09:13:26.436,8.840,1.037,-0.213,0.366
1635056006476,2021-10-24T09:13:26.476,8.880,1.280,-0.274,0.213
1635056006516,2021-10-24T09:13:26.516,8.920,1.159,-0.488,0.122
1635056006556,2021-10-24T09:13:26.556,8.960,1.220,-0.396,0.183
1635056006596,2021-10-24T09:13:26.596,9.000,1.707,-0.640,0.213
1635056006636,2021-10-24T09:13:26.636,9.040,1.402,-0.579,0.183
1635056006676,2021-10-24T09:13:26.676,9.080,0.884,-0.213,0.091
1635056006716,2021-10-24T09:13:26.716,9.120,0.976,-0.152,-0.061
1635056006756,2021-10-24T09:13:26.756,9.160,1.037,-0.061,-0.122
1635056006796,2021-10-24T09:13:26.796,9.200,0.823,-0.061,-0.091
1635056006836,2021-10-24T09:13:26.836,9.240,0.793,0.122,-0.305
1635056006876,2021-10-24T09:13:26.876,9.280,0.701,0.549,-0.518
1635056006916,2021-10-24T09:13:26.916,9.320,0.671,0.335,-0.640
1635056006956,2021-10-24T09:13:26.956,9.360,0.823,0.427,-0.701
1635056006996,2021-10-24T09:13:26.996,9.400,0.671,0.518,-0.610
1635056007036,2021-10-24T09:13:27.036,9.440,0.854,0.213,-0.518
1635056007076,2021-10-24T09:13:27.076,9.480,1.006,-0.122,-0.396
1635056007116,2021-10-24T09:13:27.116,9.520,0.884,0.122,-0.274
1635056007156,2021-10-24T09:13:27.156,9.560,0.610,0.183,-0.244
1635056007196,2021-10-24T09:13:27.196,9.600,1.098,-0.091,-0.213
1635056007236,2021-10-24T09:13:27.236,9.640,0.823,0.030,-0.122
1635056007276,2021-10-24T09:13:27.276,9.680,0.793,0.152,0.000
1635056007316,2021-10-24T09:13:27.316,9.720,1.159,-0.061,-0.091
1635056007356,2021-10-24T09:13:27.356,9.760,0.854,-0.213,-0.061
1635056007396,2021-10-24T09:13:27.396,9.800,0.488,-0.030,0.030
1635056007436,2021-10-24T09:13:27.436,9.840,0.640,0.061,-0.061
1635056007476,2021-10-24T09:13:27.476,9.880,0.701,-0.213,-0.030
1635056007516,2021-10-24T09:13:27.516,9.920,0.457,0.061,0.000
1635056007556,2021-10-24T09:13:27.556,9.960,0.671,-0.122,0.030
1635056007596,2021-10-24T09:13:27.596,10.000,0.854,-0.305,0.030
1635056007636,2021-10-24T09:13:27.636,10.040,0.732,-0.030,0.061
1635056007676,2021-10-24T09:13:27.676,10.080,0.549,-0.152,0.152
1635056007716,2021-10-24T09:13:27.716,10.120,0.640,-0.244,0.061
1635056007756,2021-10-24T09:13:27.756,10.160,0.732,0.030,-0.030
1635056007796,2021-10-24T09:13:27.796,10.200,0.701,0.152,-0.061
1635056007836,2021-10-24T09:13:27.836,10.240,0.732,-0.183,-0.030
1635056007876,2021-10-24T09:13:27.876,10.280,0.762,-0.427,0.091
1635056007916,2021-10-24T09:13:27.916,10.320,0.884,-0.274,0.122
1635056007956,2021-10-24T09:13:27.956,10.360,1.067,-0.335,0.213
1635056007996,2021-10-24T09:13:27.996,10.400,0.945,-0.457,0.335
1635056008036,2021-10-24T09:13:28.036,10.440,1.463,-0.396,0.183
1635056008076,2021-10-24T09:13:28.076,10.480,1.341,-0.274,0.122
1635056008116,2021-10-24T09:13:28.116,10.520,0.762,-0.335,0.274
1635056008156,2021-10-24T09:13:28.156,10.560,0.884,-0.366,0.152
1635056008196,2021-10-24T09:13:28.196,10.600,1.311,-0.457,0.091
1635056008236,2021-10-24T09:13:28.236,10.640,0.884,-0.457,0.305
1635056008276,2021-10-24T09:13:28.276,10.680,0.915,-0.518,0.366
1635056008316,2021-10-24T09:13:28.316,10.720,1.280,-0.640,0.305
1635056008356,2021-10-24T09:13:28.356,10.760,1.280,-0.640,0.183
1635056008396,2021-10-24T09:13:28.396,10.800,1.159,-0.488,0.244
1635056008436,2021-10-24T09:13:28.436,10.840,1.159,-0.579,0.183
1635056008476,2021-10-24T09:13:28.476,10.880,1.128,-0.579,0.152
1635056008516,2021-10-24T09:13:28.516,10.920,0.976,-0.457,0.244
1635056008556,2021-10-24T09:13:28.556,10.960,0.976,-0.396,0.366
1635056008596,2021-10-24T09:13:28.596,11.000,1.128,-0.366,0.244
1635056008636,2021-10-24T09:13:28.636,11.040,0.762,-0.396,0.152
1635056008676,2021-10-24T09:13:28.676,11.080,0.823,-0.274,0.000
1635056008716,2021-10-24T09:13:28.716,11.120,0.549,0.030,-0.091
1635056008756,2021-10-24T09:13:28.756,11.160,0.549,0.335,-0.183
1635056008796,2021-10-24T09:13:28.796,11.200,0.915,0.274,-0.335
1635056008836,2021-10-24T09:13:28.836,11.240,0.640,0.488,-0.457
1635056008876,2021-10-24T09:13:28.876,11.280,0.366,0.305,-0.518
1635056008916,2021-10-24T09:13:28.916,11.320,0.854,0.030,-0.457
1635056008956,2021-10-24T09:13:28.956,11.360,0.884,0.122,-0.213
1635056008996,2021-10-24T09:13:28.996,11.400,0.396,0.091,-0.091
1635056009036,2021-10-24T09:13:29.036,11.440,0.640,0.091,-0.305
1635056009076,2021-10-24T09:13:29.076,11.480,0.884,0.061,-0.396
1635056009116,2021-10-24T09:13:29.116,11.520,0.549,0.183,-0.305
1635056009156,2021-10-24T09:13:29.156,11.560,0.396,0.274,-0.244
1635056009196,2021-10-24T09:13:29.196,11.600,0.427,0.457,-0.335
1635056009236,2021-10-24T09:13:29.236,11.640,0.732,0.091,-0.274
1635056009276,2021-10-24T09:13:29.276,11.680,0.884,-0.183,-0.274
1635056009316,2021-10-24T09:13:29.316,11.720,0.793,0.091,-0.152
1635056009356,2021-10-24T09:13:29.356,11.760,0.671,-0.030,-0.091
1635056009396,2021-10-24T09:13:29.396,11.800,0.640,-0.061,-0.122
1635056009436,2021-10-24T09:13:29.436,11.840,0.762,-0.030,-0.061
1635056009476,2021-10-24T09:13:29.476,11.880,0.488,0.000,0.122
1635056009516,2021-10-24T09:13:29.516,11.920,0.945,0.091,0.000
1635056009556,2021-10-24T09:13:29.556,11.960,1.128,-0.061,-0.213
1635056009596,2021-10-24T09:13:29.596,12.000,0.854,-0.091,-0.122
1635056009636,2021-10-24T09:13:29.636,12.040,0.640,-0.213,0.030
1635056009676,2021-10-24T09:13:29.676,12.080,0.884,-0.183,0.030
1635056009716,2021-10-24T09:13:29.716,12.120,0.884,-0.183,0.061
1635056009756,2021-10-24T09:13:29.756,12.160,0.549,0.030,0.122
1635056009796,2021-10-24T09:13:29.796,12.200,0.762,-0.061,0.122
1635056009836,2021-10-24T09:13:29.836,12.240,1.067,-0.396,0.122
1635056009876,2021-10-24T09:13:29.876,12.280,0.579,-0.274,0.274
1635056009916,2021-10-24T09:13:29.916,12.320,0.366,-0.366,0.213
1635056009956,2021-10-24T09:13:29.956,12.360,0.610,-0.183,0.091
1635056009996,2021-10-24T09:13:29.996,12.400,0.427,-0.061,0.274
1635056010036,2021-10-24T09:13:30.036,12.440,0.457,-0.274,0.305
1635056010076,2021-10-24T09:13:30.076,12.480,0.366,-0.183,0.427
1635056010116,2021-10-24T09:13:30.116,12.520,0.274,-0.030,0.610
1635056010156,2021-10-24T09:13:30.156,12.560,0.213,-0.122,0.640
1635056010196,2021-10-24T09:13:30.196,12.600,0.335,0.122,0.549
1635056010236,2021-10-24T09:13:30.236,12.640,0.671,0.396,0.518
1635056010276,2021-10-24T09:13:30.276,12.680,0.305,0.152,0.122
1635056010316,2021-10-24T09:13:30.316,12.720,1.341,0.244,-0.213
1635056010356,2021-10-24T09:13:30.356,12.760,1.311,-0.183,-0.091
1635056010396,2021-10-24T09:13:30.396,12.800,0.457,-0.366,0.366
1635056010436,2021-10-24T09:13:30.436,12.840,0.091,-0.091,0.518
1635056010476,2021-10-24T09:13:30.476,12.880,0.579,0.152,0.244
1635056010516,2021-10-24T09:13:30.516,12.920,1.189,0.427,0.091
1635056010556,2021-10-24T09:13:30.556,12.960,1.159,-0.061,0.122
1635056010596,2021-10-24T09:13:30.596,13.000,1.646,-0.732,0.091
1635056010636,2021-10-24T09:13:30.636,13.040,1.860,-0.640,0.183
1635056010676,2021-10-24T09:13:30.676,13.080,1.829,-0.579,0.152
1635056010716,2021-10-24T09:13:30.716,13.120,2.043,-0.579,-0.183
1635056010756,2021-10-24T09:13:30.756,13.160,1.890,-0.335,-0.244
1635056010796,2021-10-24T09:13:30.796,13.200,1.707,-0.335,0.000
1635056010836,2021-10-24T09:13:30.836,13.240,1.768,-3.902,0.793
1635056010876,2021-10-24T09:13:30.876,13.280,1.372,-7.896,2.226
1635056010916,2021-10-24T09:13:30.916,13.320,0.152,-6.311,4.299
1635056010956,2021-10-24T09:13:30.956,13.360,-0.335,-5.305,4.604
1635056010996,2021-10-24T09:13:30.996,13.400,0.396,-5.884,2.530
1635056011036,2021-10-24T09:13:31.036,13.440,2.957,-6.707,3.110
1635056011076,2021-10-24T09:13:31.076,13.480,2.530,-6.372,3.110
1635056011116,2021-10-24T09:13:31.116,13.520,1.128,-4.116,1.006
1635056011156,2021-10-24T09:13:31.156,13.560,-0.732,-2.744,0.732
1635056011196,2021-10-24T09:13:31.196,13.600,-0.610,-5.488,1.494
1635056011236,2021-10-24T09:13:31.236,13.640,-0.976,-8.902,2.348
1635056011276,2021-10-24T09:13:31.276,13.680,-1.555,-8.049,3.201
1635056011316,2021-10-24T09:13:31.316,13.720,-2.317,-7.287,4.116
1635056011356,2021-10-24T09:13:31.356,13.760,-2.378,-3.354,4.817
1635056011396,2021-10-24T09:13:31.396,13.800,-0.915,0.762,5.610
1635056011436,2021-10-24T09:13:31.436,13.840,0.671,5.732,5.732
1635056011476,2021-10-24T09:13:31.476,13.880,2.622,5.610,4.909
1635056011516,2021-10-24T09:13:31.516,13.920,1.494,-1.951,1.250
1635056011556,2021-10-24T09:13:31.556,13.960,2.317,-2.409,-1.159
1635056011596,2021-10-24T09:13:31.596,14.000,1.982,-0.671,0.976
1635056011636,2021-10-24T09:13:31.636,14.040,-1.372,-0.274,1.921
1635056011676,2021-10-24T09:13:31.676,14.080,-1.311,-0.335,-0.091
1635056011716,2021-10-24T09:13:31.716,14.120,0.854,-1.494,-0.457
1635056011756,2021-10-24T09:13:31.756,14.160,0.945,-0.488,0.701
1635056011796,2021-10-24T09:13:31.796,14.200,-0.427,0.579,0.488
1635056011836,2021-10-24T09:13:31.836,14.240,0.457,-0.091,-0.061
1635056011876,2021-10-24T09:13:31.876,14.280,1.402,0.122,0.030
1635056011916,2021-10-24T09:13:31.916,14.320,0.640,1.159,0.183
1635056011956,2021-10-24T09:13:31.956,14.360,0.274,1.402,-0.030
1635056011996,2021-10-24T09:13:31.996,14.400,0.579,2.348,-0.244
1635056012036,2021-10-24T09:13:32.036,14.440,0.793,3.140,-0.335
1635056012076,2021-10-24T09:13:32.076,14.480,1.006,0.152,-0.091
1635056012116,2021-10-24T09:13:32.116,14.520,1.311,-0.945,0.061
