epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636384852699,2021-11-08T17.20.52.699,0.000,100971.672
1636384852964,2021-11-08T17.20.52.964,0.265,100972.500
1636384853229,2021-11-08T17.20.53.229,0.530,100972.500
1636384853493,2021-11-08T17.20.53.493,0.794,100969.656
1636384853758,2021-11-08T17.20.53.758,1.059,100968.828
1636384854022,2021-11-08T17.20.54.022,1.323,100972.344
1636384854287,2021-11-08T17.20.54.287,1.588,100967.859
1636384854552,2021-11-08T17.20.54.552,1.853,100971.523
1636384854816,2021-11-08T17.20.54.816,2.117,100972.859
1636384855081,2021-11-08T17.20.55.081,2.382,100970.547
1636384855346,2021-11-08T17.20.55.346,2.647,100972.859
1636384855610,2021-11-08T17.20.55.610,2.911,100969.352
1636384855875,2021-11-08T17.20.55.875,3.176,100969.562
1636384856140,2021-11-08T17.20.56.140,3.441,100966.359
1636384856403,2021-11-08T17.20.56.403,3.704,100962.844
1636384856669,2021-11-08T17.20.56.669,3.970,100968.062
1636384856932,2021-11-08T17.20.56.932,4.233,100968.219
1636384857197,2021-11-08T17.20.57.197,4.498,100972.922
1636384857463,2021-11-08T17.20.57.463,4.764,100970.391
1636384857726,2021-11-08T17.20.57.726,5.027,100969.406
1636384857991,2021-11-08T17.20.57.991,5.292,100969.258
1636384858256,2021-11-08T17.20.58.256,5.557,100971.945
1636384858520,2021-11-08T17.20.58.520,5.821,100969.781
1636384858785,2021-11-08T17.20.58.785,6.086,100972.461
1636384859050,2021-11-08T17.20.59.050,6.351,100970.594
1636384859314,2021-11-08T17.20.59.314,6.615,100970.969
1636384859579,2021-11-08T17.20.59.579,6.880,100973.500
1636384859843,2021-11-08T17.20.59.843,7.144,100974.688
1636384860108,2021-11-08T17.21.00.108,7.409,100972.000
1636384860373,2021-11-08T17.21.00.373,7.674,100974.016
1636384860637,2021-11-08T17.21.00.637,7.938,100971.328
1636384860902,2021-11-08T17.21.00.902,8.203,100970.344
1636384861167,2021-11-08T17.21.01.167,8.468,100973.344
1636384861431,2021-11-08T17.21.01.431,8.732,100969.828
1636384861696,2021-11-08T17.21.01.696,8.997,100977.742
1636384861960,2021-11-08T17.21.01.960,9.261,100977.070
1636384862225,2021-11-08T17.21.02.225,9.526,100969.008
1636384862490,2021-11-08T17.21.02.490,9.791,100970.719
1636384862754,2021-11-08T17.21.02.754,10.055,100973.406
1636384863019,2021-11-08T17.21.03.019,10.320,100972.211
1636384863284,2021-11-08T17.21.03.284,10.585,100973.039
1636384863548,2021-11-08T17.21.03.548,10.849,100974.750
1636384863813,2021-11-08T17.21.03.813,11.114,100974.078
1636384864076,2021-11-08T17.21.04.076,11.377,100975.109
1636384864341,2021-11-08T17.21.04.341,11.642,100971.906
1636384864607,2021-11-08T17.21.04.607,11.908,100970.773
1636384864870,2021-11-08T17.21.04.870,12.171,100976.305
1636384865135,2021-11-08T17.21.05.135,12.436,100970.469
1636384865401,2021-11-08T17.21.05.401,12.702,100976.516
1636384865664,2021-11-08T17.21.05.664,12.965,100978.375
1636384865929,2021-11-08T17.21.05.929,13.230,100974.344
1636384866194,2021-11-08T17.21.06.194,13.495,100971.812
1636384866458,2021-11-08T17.21.06.458,13.759,100971.812
1636384866723,2021-11-08T17.21.06.723,14.024,100973.828
1636384866988,2021-11-08T17.21.06.988,14.289,100977.547
1636384867252,2021-11-08T17.21.07.252,14.553,100976.875
1636384867517,2021-11-08T17.21.07.517,14.818,100974.188
1636384867781,2021-11-08T17.21.07.781,15.082,100975.531
1636384868046,2021-11-08T17.21.08.046,15.347,100978.891
1636384868311,2021-11-08T17.21.08.311,15.612,100975.891
1636384868575,2021-11-08T17.21.08.575,15.876,100975.742
