epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635340379752,2021-10-27T16:12:59.752,0.000,-0.228,0.099,-0.950
1635340379793,2021-10-27T16:12:59.793,0.041,-0.231,0.108,-0.956
1635340379833,2021-10-27T16:12:59.833,0.081,-0.228,0.100,-0.956
1635340379874,2021-10-27T16:12:59.874,0.122,-0.229,0.104,-0.956
1635340379913,2021-10-27T16:12:59.913,0.161,-0.230,0.104,-0.953
1635340379954,2021-10-27T16:12:59.954,0.202,-0.228,0.099,-0.957
1635340379994,2021-10-27T16:12:59.994,0.242,-0.229,0.106,-0.953
1635340380035,2021-10-27T16:13:00.035,0.283,-0.229,0.100,-0.955
1635340380075,2021-10-27T16:13:00.075,0.323,-0.229,0.101,-0.954
1635340380114,2021-10-27T16:13:00.114,0.362,-0.231,0.104,-0.954
1635340380155,2021-10-27T16:13:00.155,0.403,-0.229,0.103,-0.955
1635340380195,2021-10-27T16:13:00.195,0.443,-0.230,0.100,-0.955
1635340380236,2021-10-27T16:13:00.236,0.484,-0.229,0.107,-0.951
1635340380275,2021-10-27T16:13:00.275,0.523,-0.229,0.097,-0.954
1635340380316,2021-10-27T16:13:00.316,0.564,-0.230,0.103,-0.951
1635340380356,2021-10-27T16:13:00.356,0.604,-0.228,0.101,-0.957
1635340380397,2021-10-27T16:13:00.397,0.645,-0.228,0.099,-0.954
1635340380436,2021-10-27T16:13:00.436,0.684,-0.228,0.104,-0.954
1635340380476,2021-10-27T16:13:00.476,0.724,-0.229,0.100,-0.955
1635340380517,2021-10-27T16:13:00.517,0.765,-0.229,0.102,-0.953
1635340380556,2021-10-27T16:13:00.556,0.804,-0.227,0.094,-0.958
1635340380597,2021-10-27T16:13:00.597,0.845,-0.228,0.091,-0.957
1635340380637,2021-10-27T16:13:00.637,0.885,-0.231,0.095,-0.973
1635340380678,2021-10-27T16:13:00.678,0.926,-0.223,0.094,-0.961
1635340380718,2021-10-27T16:13:00.718,0.966,-0.205,0.117,-0.954
1635340380759,2021-10-27T16:13:00.759,1.007,-0.216,0.127,-0.978
1635340380798,2021-10-27T16:13:00.798,1.046,-0.191,0.143,-0.926
1635340380839,2021-10-27T16:13:00.839,1.087,-0.160,0.156,-0.930
1635340380879,2021-10-27T16:13:00.879,1.127,-0.194,0.134,-0.971
1635340380918,2021-10-27T16:13:00.918,1.166,-0.188,0.131,-0.953
1635340380959,2021-10-27T16:13:00.959,1.207,-0.182,0.162,-0.948
1635340380999,2021-10-27T16:13:00.999,1.247,-0.196,0.154,-0.940
1635340381040,2021-10-27T16:13:01.040,1.288,-0.201,0.133,-0.961
1635340381079,2021-10-27T16:13:01.079,1.327,-0.216,0.119,-0.974
1635340381120,2021-10-27T16:13:01.120,1.368,-0.212,0.117,-0.966
1635340381160,2021-10-27T16:13:01.160,1.408,-0.205,0.104,-1.000
1635340381201,2021-10-27T16:13:01.201,1.449,-0.194,0.140,-0.939
1635340381241,2021-10-27T16:13:01.241,1.489,-0.193,0.158,-0.961
1635340381280,2021-10-27T16:13:01.280,1.528,-0.158,0.136,-0.956
1635340381321,2021-10-27T16:13:01.321,1.569,-0.144,0.141,-0.945
1635340381361,2021-10-27T16:13:01.361,1.609,-0.145,0.141,-0.954
1635340381402,2021-10-27T16:13:01.402,1.650,-0.142,0.146,-0.961
1635340381441,2021-10-27T16:13:01.441,1.689,-0.153,0.137,-0.981
1635340381482,2021-10-27T16:13:01.482,1.730,-0.144,0.182,-0.948
1635340381522,2021-10-27T16:13:01.522,1.770,-0.112,0.134,-0.961
1635340381563,2021-10-27T16:13:01.563,1.811,-0.136,0.148,-0.972
1635340381602,2021-10-27T16:13:01.602,1.850,-0.134,0.181,-0.955
1635340381642,2021-10-27T16:13:01.642,1.890,-0.110,0.144,-0.953
1635340381683,2021-10-27T16:13:01.683,1.931,-0.132,0.147,-0.960
1635340381722,2021-10-27T16:13:01.722,1.970,-0.133,0.164,-0.952
1635340381763,2021-10-27T16:13:01.763,2.011,-0.149,0.159,-0.972
1635340381803,2021-10-27T16:13:01.803,2.051,-0.145,0.114,-0.981
1635340381844,2021-10-27T16:13:01.844,2.092,-0.149,0.157,-0.958
1635340381884,2021-10-27T16:13:01.884,2.132,-0.151,0.134,-0.963
1635340381925,2021-10-27T16:13:01.925,2.173,-0.157,0.132,-0.969
1635340381964,2021-10-27T16:13:01.964,2.212,-0.154,0.153,-0.962
1635340382004,2021-10-27T16:13:02.004,2.252,-0.155,0.148,-0.959
1635340382045,2021-10-27T16:13:02.045,2.293,-0.155,0.151,-0.961
1635340382084,2021-10-27T16:13:02.084,2.332,-0.150,0.132,-0.969
1635340382125,2021-10-27T16:13:02.125,2.373,-0.166,0.165,-0.965
1635340382165,2021-10-27T16:13:02.165,2.413,-0.157,0.158,-0.958
1635340382206,2021-10-27T16:13:02.206,2.454,-0.151,0.119,-0.974
1635340382245,2021-10-27T16:13:02.245,2.493,-0.163,0.142,-0.958
1635340382286,2021-10-27T16:13:02.286,2.534,-0.143,0.122,-0.955
1635340382326,2021-10-27T16:13:02.326,2.574,-0.149,0.106,-0.967
1635340382366,2021-10-27T16:13:02.366,2.614,-0.169,0.152,-0.966
1635340382407,2021-10-27T16:13:02.407,2.655,-0.146,0.166,-0.955
1635340382446,2021-10-27T16:13:02.446,2.694,-0.130,0.104,-0.961
1635340382487,2021-10-27T16:13:02.487,2.735,-0.164,0.125,-0.965
1635340382527,2021-10-27T16:13:02.527,2.775,-0.161,0.096,-0.966
1635340382568,2021-10-27T16:13:02.568,2.816,-0.165,0.103,-0.968
1635340382607,2021-10-27T16:13:02.607,2.855,-0.175,0.130,-0.964
1635340382648,2021-10-27T16:13:02.648,2.896,-0.181,0.123,-0.967
1635340382688,2021-10-27T16:13:02.688,2.936,-0.187,0.109,-0.967
1635340382729,2021-10-27T16:13:02.729,2.977,-0.195,0.116,-0.969
1635340382768,2021-10-27T16:13:02.768,3.016,-0.191,0.116,-0.962
1635340382808,2021-10-27T16:13:02.808,3.056,-0.186,0.103,-0.961
