epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635273814120,2021-10-26T21:43:34.120,0.000,-0.178,-0.177,-0.962
1635273814160,2021-10-26T21:43:34.160,0.040,-0.180,-0.177,-0.971
1635273814201,2021-10-26T21:43:34.201,0.081,-0.179,-0.178,-0.970
1635273814241,2021-10-26T21:43:34.241,0.121,-0.180,-0.176,-0.969
1635273814282,2021-10-26T21:43:34.282,0.162,-0.179,-0.177,-0.968
1635273814321,2021-10-26T21:43:34.321,0.201,-0.180,-0.175,-0.967
1635273814362,2021-10-26T21:43:34.362,0.242,-0.179,-0.176,-0.967
1635273814402,2021-10-26T21:43:34.402,0.282,-0.180,-0.176,-0.969
1635273814441,2021-10-26T21:43:34.441,0.321,-0.179,-0.175,-0.968
1635273814482,2021-10-26T21:43:34.482,0.362,-0.179,-0.176,-0.966
1635273814522,2021-10-26T21:43:34.522,0.402,-0.178,-0.176,-0.968
1635273814563,2021-10-26T21:43:34.563,0.443,-0.180,-0.173,-0.969
1635273814602,2021-10-26T21:43:34.602,0.482,-0.179,-0.173,-0.967
1635273814643,2021-10-26T21:43:34.643,0.523,-0.179,-0.176,-0.971
1635273814683,2021-10-26T21:43:34.683,0.563,-0.179,-0.173,-0.967
1635273814724,2021-10-26T21:43:34.724,0.604,-0.179,-0.175,-0.969
1635273814763,2021-10-26T21:43:34.763,0.643,-0.179,-0.173,-0.969
1635273814804,2021-10-26T21:43:34.804,0.684,-0.181,-0.173,-0.967
1635273814844,2021-10-26T21:43:34.844,0.724,-0.179,-0.173,-0.966
1635273814884,2021-10-26T21:43:34.884,0.764,-0.178,-0.174,-0.971
1635273814925,2021-10-26T21:43:34.925,0.805,-0.180,-0.172,-0.968
1635273814964,2021-10-26T21:43:34.964,0.844,-0.178,-0.171,-0.969
1635273815005,2021-10-26T21:43:35.005,0.885,-0.178,-0.170,-0.969
1635273815045,2021-10-26T21:43:35.045,0.925,-0.177,-0.167,-0.968
1635273815086,2021-10-26T21:43:35.086,0.966,-0.179,-0.169,-0.970
1635273815125,2021-10-26T21:43:35.125,1.005,-0.178,-0.170,-0.969
1635273815166,2021-10-26T21:43:35.166,1.046,-0.177,-0.167,-0.970
1635273815206,2021-10-26T21:43:35.206,1.086,-0.180,-0.168,-0.966
1635273815247,2021-10-26T21:43:35.247,1.127,-0.178,-0.170,-0.974
1635273815286,2021-10-26T21:43:35.286,1.166,-0.179,-0.170,-0.972
1635273815326,2021-10-26T21:43:35.326,1.206,-0.179,-0.173,-0.964
1635273815367,2021-10-26T21:43:35.367,1.247,-0.179,-0.166,-0.971
1635273815407,2021-10-26T21:43:35.407,1.287,-0.174,-0.166,-0.969
1635273815448,2021-10-26T21:43:35.448,1.328,-0.172,-0.171,-0.981
1635273815487,2021-10-26T21:43:35.487,1.367,-0.173,-0.159,-0.979
1635273815528,2021-10-26T21:43:35.528,1.408,-0.150,-0.169,-0.978
1635273815568,2021-10-26T21:43:35.568,1.448,-0.167,-0.169,-0.986
1635273815609,2021-10-26T21:43:35.609,1.489,-0.170,-0.144,-0.975
1635273815648,2021-10-26T21:43:35.648,1.528,-0.188,-0.140,-0.964
1635273815688,2021-10-26T21:43:35.688,1.568,-0.183,-0.125,-0.964
1635273815729,2021-10-26T21:43:35.729,1.609,-0.188,-0.131,-0.986
1635273815768,2021-10-26T21:43:35.768,1.648,-0.166,-0.160,-0.979
1635273815809,2021-10-26T21:43:35.809,1.689,-0.209,-0.153,-0.931
1635273815849,2021-10-26T21:43:35.849,1.729,-0.196,-0.107,-0.968
1635273815890,2021-10-26T21:43:35.890,1.770,-0.205,-0.151,-1.012
1635273815929,2021-10-26T21:43:35.929,1.809,-0.086,-0.162,-0.928
1635273815971,2021-10-26T21:43:35.971,1.851,-0.132,-0.018,-0.901
1635273816010,2021-10-26T21:43:36.010,1.890,-0.191,-0.092,-0.975
1635273816051,2021-10-26T21:43:36.051,1.931,-0.148,-0.150,-1.065
1635273816091,2021-10-26T21:43:36.091,1.971,-0.014,-0.157,-0.930
1635273816130,2021-10-26T21:43:36.130,2.010,-0.112,-0.150,-0.988
1635273816171,2021-10-26T21:43:36.171,2.051,-0.109,-0.195,-1.074
1635273816211,2021-10-26T21:43:36.211,2.091,-0.070,-0.154,-0.934
1635273816252,2021-10-26T21:43:36.252,2.132,-0.136,-0.123,-0.948
1635273816291,2021-10-26T21:43:36.291,2.171,-0.058,-0.196,-1.037
1635273816332,2021-10-26T21:43:36.332,2.212,-0.076,-0.146,-0.955
1635273816372,2021-10-26T21:43:36.372,2.252,-0.062,-0.177,-0.967
1635273816413,2021-10-26T21:43:36.413,2.293,-0.070,-0.183,-0.998
1635273816452,2021-10-26T21:43:36.452,2.332,-0.086,-0.175,-0.987
1635273816493,2021-10-26T21:43:36.493,2.373,-0.112,-0.160,-0.977
1635273816533,2021-10-26T21:43:36.533,2.413,-0.108,-0.153,-0.989
1635273816573,2021-10-26T21:43:36.573,2.453,-0.101,-0.170,-0.986
1635273816614,2021-10-26T21:43:36.614,2.494,-0.096,-0.160,-0.984
1635273816653,2021-10-26T21:43:36.653,2.533,-0.103,-0.155,-0.976
1635273816694,2021-10-26T21:43:36.694,2.574,-0.097,-0.180,-0.978
1635273816734,2021-10-26T21:43:36.734,2.614,-0.091,-0.192,-0.962
1635273816775,2021-10-26T21:43:36.775,2.655,-0.097,-0.187,-0.971
1635273816814,2021-10-26T21:43:36.814,2.694,-0.083,-0.198,-0.983
1635273816855,2021-10-26T21:43:36.855,2.735,-0.070,-0.223,-1.004
1635273816895,2021-10-26T21:43:36.895,2.775,-0.090,-0.224,-0.968
1635273816934,2021-10-26T21:43:36.934,2.814,-0.081,-0.224,-0.967
1635273816975,2021-10-26T21:43:36.975,2.855,-0.079,-0.243,-0.971
1635273817015,2021-10-26T21:43:37.015,2.895,-0.084,-0.226,-0.964
1635273817056,2021-10-26T21:43:37.056,2.936,-0.077,-0.240,-0.974
1635273817096,2021-10-26T21:43:37.096,2.976,-0.072,-0.253,-0.970
1635273817137,2021-10-26T21:43:37.137,3.017,-0.067,-0.253,-0.983
1635273817176,2021-10-26T21:43:37.176,3.056,-0.077,-0.236,-0.960
1635273817217,2021-10-26T21:43:37.217,3.097,-0.067,-0.248,-0.976
1635273817257,2021-10-26T21:43:37.257,3.137,-0.070,-0.244,-0.971
1635273817298,2021-10-26T21:43:37.298,3.178,-0.075,-0.239,-0.966
1635273817337,2021-10-26T21:43:37.337,3.217,-0.070,-0.239,-0.973
