epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636616434559,2021-11-11T09.40.34.559,0.000,-0.004,0.169,-0.996
1636616434599,2021-11-11T09.40.34.599,0.040,-0.004,0.172,-1.000
1636616434639,2021-11-11T09.40.34.639,0.080,-0.008,0.170,-1.001
1636616434679,2021-11-11T09.40.34.679,0.120,-0.007,0.169,-1.002
1636616434719,2021-11-11T09.40.34.719,0.160,-0.004,0.177,-0.999
1636616434759,2021-11-11T09.40.34.759,0.200,-0.005,0.171,-1.001
1636616434799,2021-11-11T09.40.34.799,0.240,-0.010,0.168,-1.000
1636616434839,2021-11-11T09.40.34.839,0.280,-0.008,0.169,-1.000
1636616434879,2021-11-11T09.40.34.879,0.320,-0.006,0.170,-1.003
1636616434919,2021-11-11T09.40.34.919,0.360,-0.006,0.172,-1.000
1636616434959,2021-11-11T09.40.34.959,0.400,-0.009,0.169,-1.001
1636616434999,2021-11-11T09.40.34.999,0.440,-0.011,0.167,-1.003
1636616435039,2021-11-11T09.40.35.039,0.480,-0.010,0.166,-1.002
1636616435079,2021-11-11T09.40.35.079,0.520,-0.008,0.172,-0.999
1636616435119,2021-11-11T09.40.35.119,0.560,-0.008,0.172,-1.001
1636616435159,2021-11-11T09.40.35.159,0.600,-0.010,0.171,-1.000
1636616435199,2021-11-11T09.40.35.199,0.640,-0.010,0.169,-1.001
1636616435239,2021-11-11T09.40.35.239,0.680,-0.008,0.171,-1.000
1636616435279,2021-11-11T09.40.35.279,0.720,-0.011,0.171,-0.999
1636616435319,2021-11-11T09.40.35.319,0.760,-0.009,0.171,-1.000
1636616435359,2021-11-11T09.40.35.359,0.800,-0.006,0.173,-0.999
1636616435399,2021-11-11T09.40.35.399,0.840,-0.005,0.173,-1.000
1636616435439,2021-11-11T09.40.35.439,0.880,-0.010,0.171,-1.001
1636616435479,2021-11-11T09.40.35.479,0.920,-0.010,0.172,-0.999
1636616435519,2021-11-11T09.40.35.519,0.960,-0.007,0.174,-1.000
1636616435559,2021-11-11T09.40.35.559,1.000,-0.004,0.174,-0.999
1636616435599,2021-11-11T09.40.35.599,1.040,-0.010,0.171,-0.999
1636616435639,2021-11-11T09.40.35.639,1.080,-0.011,0.171,-0.999
1636616435679,2021-11-11T09.40.35.679,1.120,-0.010,0.172,-0.999
1636616435719,2021-11-11T09.40.35.719,1.160,-0.010,0.172,-0.997
1636616435759,2021-11-11T09.40.35.759,1.200,-0.007,0.172,-1.003
1636616435799,2021-11-11T09.40.35.799,1.240,-0.006,0.172,-0.999
1636616435839,2021-11-11T09.40.35.839,1.280,-0.009,0.172,-0.998
1636616435879,2021-11-11T09.40.35.879,1.320,-0.009,0.172,-1.002
1636616435919,2021-11-11T09.40.35.919,1.360,-0.007,0.174,-0.999
1636616435959,2021-11-11T09.40.35.959,1.400,-0.005,0.177,-0.997
1636616435999,2021-11-11T09.40.35.999,1.440,-0.007,0.172,-1.000
1636616436039,2021-11-11T09.40.36.039,1.480,-0.007,0.172,-0.999
1636616436079,2021-11-11T09.40.36.079,1.520,-0.005,0.174,-1.002
1636616436119,2021-11-11T09.40.36.119,1.560,-0.007,0.168,-1.001
1636616436159,2021-11-11T09.40.36.159,1.600,-0.006,0.176,-0.993
1636616436199,2021-11-11T09.40.36.199,1.640,-0.010,0.166,-1.001
1636616436239,2021-11-11T09.40.36.239,1.680,-0.003,0.179,-1.000
1636616436279,2021-11-11T09.40.36.279,1.720,-0.010,0.173,-0.998
1636616436319,2021-11-11T09.40.36.319,1.760,-0.004,0.180,-1.001
1636616436359,2021-11-11T09.40.36.359,1.800,-0.005,0.165,-1.002
1636616436399,2021-11-11T09.40.36.399,1.840,-0.008,0.176,-0.997
1636616436439,2021-11-11T09.40.36.439,1.880,0.000,0.170,-0.999
1636616436479,2021-11-11T09.40.36.479,1.920,0.003,0.170,-1.002
1636616436519,2021-11-11T09.40.36.519,1.960,0.010,0.169,-0.995
1636616436559,2021-11-11T09.40.36.559,2.000,-0.004,0.171,-1.001
1636616436599,2021-11-11T09.40.36.599,2.040,0.000,0.158,-1.000
1636616436639,2021-11-11T09.40.36.639,2.080,0.003,0.176,-1.005
1636616436679,2021-11-11T09.40.36.679,2.120,0.010,0.165,-0.997
1636616436719,2021-11-11T09.40.36.719,2.160,0.014,0.176,-1.000
1636616436759,2021-11-11T09.40.36.759,2.200,0.001,0.165,-1.004
1636616436799,2021-11-11T09.40.36.799,2.240,0.008,0.159,-1.001
1636616436839,2021-11-11T09.40.36.839,2.280,0.018,0.173,-0.999
1636616436879,2021-11-11T09.40.36.879,2.320,0.020,0.164,-0.997
1636616436919,2021-11-11T09.40.36.919,2.360,0.024,0.148,-0.998
1636616436959,2021-11-11T09.40.36.959,2.400,0.011,0.175,-1.001
1636616436999,2021-11-11T09.40.36.999,2.440,0.020,0.192,-0.990
1636616437039,2021-11-11T09.40.37.039,2.480,0.019,0.131,-1.001
1636616437079,2021-11-11T09.40.37.079,2.520,0.004,0.169,-0.998
1636616437119,2021-11-11T09.40.37.119,2.560,0.003,0.160,-1.008
1636616437159,2021-11-11T09.40.37.159,2.600,0.008,0.162,-1.000
1636616437199,2021-11-11T09.40.37.199,2.640,0.005,0.156,-1.004
1636616437239,2021-11-11T09.40.37.239,2.680,0.007,0.163,-1.000
1636616437279,2021-11-11T09.40.37.279,2.720,0.012,0.157,-1.003
1636616437319,2021-11-11T09.40.37.319,2.760,0.014,0.161,-0.993
1636616437359,2021-11-11T09.40.37.359,2.800,0.011,0.159,-1.004
1636616437399,2021-11-11T09.40.37.399,2.840,0.010,0.156,-1.002
1636616437439,2021-11-11T09.40.37.439,2.880,0.009,0.160,-0.999
1636616437479,2021-11-11T09.40.37.479,2.920,0.010,0.153,-1.001
1636616437519,2021-11-11T09.40.37.519,2.960,0.005,0.155,-1.008
1636616437559,2021-11-11T09.40.37.559,3.000,0.009,0.155,-1.000
1636616437599,2021-11-11T09.40.37.599,3.040,0.010,0.156,-1.004
1636616437639,2021-11-11T09.40.37.639,3.080,0.010,0.157,-1.002
1636616437679,2021-11-11T09.40.37.679,3.120,0.008,0.156,-1.000
1636616437719,2021-11-11T09.40.37.719,3.160,0.007,0.155,-1.005
1636616437759,2021-11-11T09.40.37.759,3.200,0.008,0.155,-1.003
1636616437799,2021-11-11T09.40.37.799,3.240,0.008,0.154,-0.999
1636616437839,2021-11-11T09.40.37.839,3.280,0.005,0.156,-1.001
1636616437879,2021-11-11T09.40.37.879,3.320,0.011,0.158,-1.006
1636616437919,2021-11-11T09.40.37.919,3.360,0.009,0.152,-1.003
1636616437959,2021-11-11T09.40.37.959,3.400,0.006,0.153,-0.998
1636616437999,2021-11-11T09.40.37.999,3.440,0.007,0.161,-1.005
1636616438039,2021-11-11T09.40.38.039,3.480,0.001,0.144,-1.007
1636616438079,2021-11-11T09.40.38.079,3.520,0.002,0.157,-0.999
1636616438119,2021-11-11T09.40.38.119,3.560,0.009,0.155,-1.000
1636616438159,2021-11-11T09.40.38.159,3.600,0.008,0.155,-1.004
1636616438199,2021-11-11T09.40.38.199,3.640,0.002,0.155,-1.000
1636616438239,2021-11-11T09.40.38.239,3.680,-0.006,0.165,-1.009
1636616438279,2021-11-11T09.40.38.279,3.720,0.001,0.170,-1.012
1636616438319,2021-11-11T09.40.38.319,3.760,0.010,0.108,-1.010
1636616438359,2021-11-11T09.40.38.359,3.800,0.016,0.149,-1.003
1636616438399,2021-11-11T09.40.38.399,3.840,0.044,0.163,-0.986
1636616438439,2021-11-11T09.40.38.439,3.880,0.051,0.156,-0.996
1636616438479,2021-11-11T09.40.38.479,3.920,0.043,0.168,-0.998
1636616438519,2021-11-11T09.40.38.519,3.960,0.039,0.156,-1.000
1636616438559,2021-11-11T09.40.38.559,4.000,0.052,0.163,-0.990
1636616438599,2021-11-11T09.40.38.599,4.040,0.057,0.179,-0.988
