epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636648329020,2021-11-11T18:32:09.020,0.000,-0.121,0.001,-0.976
1636648329060,2021-11-11T18:32:09.060,0.040,-0.122,0.002,-0.985
1636648329100,2021-11-11T18:32:09.100,0.080,-0.122,0.001,-0.984
1636648329140,2021-11-11T18:32:09.140,0.120,-0.122,0.001,-0.983
1636648329180,2021-11-11T18:32:09.180,0.160,-0.122,-0.000,-0.981
1636648329220,2021-11-11T18:32:09.220,0.200,-0.123,0.002,-0.982
1636648329260,2021-11-11T18:32:09.260,0.240,-0.123,0.000,-0.983
1636648329300,2021-11-11T18:32:09.300,0.280,-0.123,0.002,-0.981
1636648329340,2021-11-11T18:32:09.340,0.320,-0.123,0.000,-0.981
1636648329380,2021-11-11T18:32:09.380,0.360,-0.122,0.002,-0.983
1636648329420,2021-11-11T18:32:09.420,0.400,-0.122,0.000,-0.980
1636648329460,2021-11-11T18:32:09.460,0.440,-0.122,0.001,-0.982
1636648329500,2021-11-11T18:32:09.500,0.480,-0.122,0.001,-0.983
1636648329540,2021-11-11T18:32:09.540,0.520,-0.122,0.002,-0.983
1636648329580,2021-11-11T18:32:09.580,0.560,-0.123,0.002,-0.981
1636648329620,2021-11-11T18:32:09.620,0.600,-0.123,0.002,-0.981
1636648329660,2021-11-11T18:32:09.660,0.640,-0.122,0.003,-0.981
1636648329700,2021-11-11T18:32:09.700,0.680,-0.123,0.003,-0.982
1636648329740,2021-11-11T18:32:09.740,0.720,-0.123,0.002,-0.981
1636648329780,2021-11-11T18:32:09.780,0.760,-0.122,0.001,-0.982
1636648329820,2021-11-11T18:32:09.820,0.800,-0.123,0.001,-0.980
1636648329860,2021-11-11T18:32:09.860,0.840,-0.123,0.001,-0.980
1636648329900,2021-11-11T18:32:09.900,0.880,-0.123,0.004,-0.982
1636648329940,2021-11-11T18:32:09.940,0.920,-0.122,-0.000,-0.980
1636648329980,2021-11-11T18:32:09.980,0.960,-0.124,0.001,-0.982
1636648330020,2021-11-11T18:32:10.020,1.000,-0.123,0.004,-0.983
1636648330060,2021-11-11T18:32:10.060,1.040,-0.124,0.001,-0.981
1636648330100,2021-11-11T18:32:10.100,1.080,-0.125,0.001,-0.981
1636648330140,2021-11-11T18:32:10.140,1.120,-0.123,0.001,-0.979
1636648330180,2021-11-11T18:32:10.180,1.160,-0.123,0.002,-0.981
1636648330220,2021-11-11T18:32:10.220,1.200,-0.123,0.001,-0.981
1636648330260,2021-11-11T18:32:10.260,1.240,-0.123,0.000,-0.981
1636648330300,2021-11-11T18:32:10.300,1.280,-0.122,0.001,-0.981
1636648330340,2021-11-11T18:32:10.340,1.320,-0.121,-0.000,-0.982
1636648330380,2021-11-11T18:32:10.380,1.360,-0.121,0.000,-0.982
1636648330420,2021-11-11T18:32:10.420,1.400,-0.122,0.001,-0.980
1636648330460,2021-11-11T18:32:10.460,1.440,-0.121,0.002,-0.982
1636648330500,2021-11-11T18:32:10.500,1.480,-0.120,-0.001,-0.981
1636648330540,2021-11-11T18:32:10.540,1.520,-0.122,0.001,-0.981
1636648330580,2021-11-11T18:32:10.580,1.560,-0.122,0.000,-0.981
1636648330620,2021-11-11T18:32:10.620,1.600,-0.123,-0.000,-0.982
1636648330660,2021-11-11T18:32:10.660,1.640,-0.124,0.000,-0.981
1636648330700,2021-11-11T18:32:10.700,1.680,-0.124,-0.001,-0.980
1636648330740,2021-11-11T18:32:10.740,1.720,-0.123,-0.000,-0.982
1636648330780,2021-11-11T18:32:10.780,1.760,-0.122,-0.000,-0.982
1636648330820,2021-11-11T18:32:10.820,1.800,-0.120,0.001,-0.982
1636648330860,2021-11-11T18:32:10.860,1.840,-0.121,-0.001,-0.981
1636648330900,2021-11-11T18:32:10.900,1.880,-0.122,0.000,-0.981
1636648330940,2021-11-11T18:32:10.940,1.920,-0.123,-0.001,-0.982
1636648330980,2021-11-11T18:32:10.980,1.960,-0.124,-0.000,-0.980
1636648331020,2021-11-11T18:32:11.020,2.000,-0.124,-0.002,-0.981
1636648331060,2021-11-11T18:32:11.060,2.040,-0.123,0.001,-0.981
1636648331100,2021-11-11T18:32:11.100,2.080,-0.121,0.000,-0.982
1636648331140,2021-11-11T18:32:11.140,2.120,-0.121,-0.000,-0.981
1636648331180,2021-11-11T18:32:11.180,2.160,-0.122,-0.001,-0.979
1636648331220,2021-11-11T18:32:11.220,2.200,-0.122,0.000,-0.981
1636648331260,2021-11-11T18:32:11.260,2.240,-0.122,0.001,-0.980
1636648331300,2021-11-11T18:32:11.300,2.280,-0.123,-0.000,-0.979
1636648331340,2021-11-11T18:32:11.340,2.320,-0.122,0.001,-0.982
1636648331380,2021-11-11T18:32:11.380,2.360,-0.121,0.001,-0.981
1636648331420,2021-11-11T18:32:11.420,2.400,-0.122,0.002,-0.980
1636648331460,2021-11-11T18:32:11.460,2.440,-0.122,0.001,-0.980
1636648331500,2021-11-11T18:32:11.500,2.480,-0.122,0.002,-0.982
1636648331540,2021-11-11T18:32:11.540,2.520,-0.123,0.001,-0.981
1636648331580,2021-11-11T18:32:11.580,2.560,-0.124,0.002,-0.981
1636648331620,2021-11-11T18:32:11.620,2.600,-0.122,0.001,-0.981
1636648331660,2021-11-11T18:32:11.660,2.640,-0.122,0.002,-0.981
1636648331700,2021-11-11T18:32:11.700,2.680,-0.121,0.005,-0.981
1636648331740,2021-11-11T18:32:11.740,2.720,-0.121,0.002,-0.980
1636648331780,2021-11-11T18:32:11.780,2.760,-0.122,0.004,-0.982
1636648331820,2021-11-11T18:32:11.820,2.800,-0.122,0.003,-0.980
1636648331860,2021-11-11T18:32:11.860,2.840,-0.122,0.003,-0.980
1636648331900,2021-11-11T18:32:11.900,2.880,-0.122,0.001,-0.979
1636648331940,2021-11-11T18:32:11.940,2.920,-0.123,0.002,-0.981
1636648331980,2021-11-11T18:32:11.980,2.960,-0.123,0.002,-0.981
1636648332020,2021-11-11T18:32:12.020,3.000,-0.124,0.003,-0.981
1636648332060,2021-11-11T18:32:12.060,3.040,-0.123,0.003,-0.981
1636648332100,2021-11-11T18:32:12.100,3.080,-0.123,0.003,-0.981
1636648332140,2021-11-11T18:32:12.140,3.120,-0.123,0.002,-0.981
1636648332180,2021-11-11T18:32:12.180,3.160,-0.124,0.002,-0.980
1636648332220,2021-11-11T18:32:12.220,3.200,-0.122,0.003,-0.981
1636648332260,2021-11-11T18:32:12.260,3.240,-0.123,0.002,-0.981
1636648332300,2021-11-11T18:32:12.300,3.280,-0.122,0.002,-0.980
1636648332340,2021-11-11T18:32:12.340,3.320,-0.123,0.002,-0.979
1636648332380,2021-11-11T18:32:12.380,3.360,-0.122,0.001,-0.981
1636648332420,2021-11-11T18:32:12.420,3.400,-0.122,0.003,-0.981
1636648332460,2021-11-11T18:32:12.460,3.440,-0.122,0.001,-0.981
1636648332500,2021-11-11T18:32:12.500,3.480,-0.122,0.003,-0.981
1636648332540,2021-11-11T18:32:12.540,3.520,-0.122,0.002,-0.981
1636648332580,2021-11-11T18:32:12.580,3.560,-0.122,0.003,-0.981
1636648332620,2021-11-11T18:32:12.620,3.600,-0.122,0.003,-0.981
1636648332660,2021-11-11T18:32:12.660,3.640,-0.123,0.002,-0.980
1636648332700,2021-11-11T18:32:12.700,3.680,-0.123,0.002,-0.980
1636648332740,2021-11-11T18:32:12.740,3.720,-0.123,0.003,-0.981
1636648332780,2021-11-11T18:32:12.780,3.760,-0.122,0.002,-0.981
1636648332820,2021-11-11T18:32:12.820,3.800,-0.122,0.002,-0.981
1636648332860,2021-11-11T18:32:12.860,3.840,-0.123,0.003,-0.982
1636648332900,2021-11-11T18:32:12.900,3.880,-0.122,0.002,-0.982
