epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636455173026,2021-11-09T12.52.53.026,0.000,0.213,0.884,3.780
1636455173066,2021-11-09T12.52.53.066,0.040,0.152,0.610,3.659
1636455173106,2021-11-09T12.52.53.106,0.080,0.701,0.396,2.134
1636455173146,2021-11-09T12.52.53.146,0.120,1.098,0.396,0.274
1636455173186,2021-11-09T12.52.53.186,0.160,0.579,0.030,-0.579
1636455173226,2021-11-09T12.52.53.226,0.200,-0.762,-0.366,-0.549
1636455173266,2021-11-09T12.52.53.266,0.240,-0.549,-0.183,0.091
1636455173306,2021-11-09T12.52.53.306,0.280,0.640,0.976,2.317
1636455173346,2021-11-09T12.52.53.346,0.320,0.091,0.823,3.049
1636455173386,2021-11-09T12.52.53.386,0.360,-0.549,0.579,3.110
1636455173426,2021-11-09T12.52.53.426,0.400,-0.793,0.335,2.957
1636455173466,2021-11-09T12.52.53.466,0.440,-0.976,0.061,2.561
1636455173506,2021-11-09T12.52.53.506,0.480,-1.250,0.335,2.896
1636455173546,2021-11-09T12.52.53.546,0.520,-0.244,0.579,2.409
1636455173586,2021-11-09T12.52.53.586,0.560,1.433,0.610,0.122
1636455173626,2021-11-09T12.52.53.626,0.600,1.006,-0.305,-2.226
1636455173666,2021-11-09T12.52.53.666,0.640,-0.061,-0.335,-1.829
1636455173706,2021-11-09T12.52.53.706,0.680,0.396,0.213,-0.579
1636455173746,2021-11-09T12.52.53.746,0.720,0.732,-0.518,-0.671
1636455173786,2021-11-09T12.52.53.786,0.760,0.244,-0.488,-0.701
1636455173826,2021-11-09T12.52.53.826,0.800,-0.091,0.213,0.884
1636455173866,2021-11-09T12.52.53.866,0.840,0.335,0.732,2.530
1636455173906,2021-11-09T12.52.53.906,0.880,0.488,0.366,2.195
1636455173946,2021-11-09T12.52.53.946,0.920,-0.030,-0.884,-0.152
1636455173986,2021-11-09T12.52.53.986,0.960,-1.098,-1.707,-2.348
1636455174026,2021-11-09T12.52.54.026,1.000,-1.006,-1.951,-4.390
1636455174066,2021-11-09T12.52.54.066,1.040,-0.274,-1.585,-5.671
1636455174106,2021-11-09T12.52.54.106,1.080,-1.250,-0.945,-4.543
1636455174146,2021-11-09T12.52.54.146,1.120,-2.256,-0.945,-2.835
1636455174186,2021-11-09T12.52.54.186,1.160,-2.713,-0.915,1.494
1636455174226,2021-11-09T12.52.54.226,1.200,-2.195,-0.701,3.323
1636455174266,2021-11-09T12.52.54.266,1.240,-1.463,-0.701,1.677
1636455174306,2021-11-09T12.52.54.306,1.280,-0.488,0.305,1.860
1636455174346,2021-11-09T12.52.54.346,1.320,-0.915,-0.427,1.951
1636455174386,2021-11-09T12.52.54.386,1.360,-1.555,-0.579,1.524
1636455174426,2021-11-09T12.52.54.426,1.400,-0.488,-0.335,-0.091
1636455174466,2021-11-09T12.52.54.466,1.440,1.463,0.152,-1.738
