epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635087009158,2021-10-24T17.50.09.158,0.000,-0.165,0.141,-0.953
1635087009198,2021-10-24T17.50.09.198,0.040,-0.166,0.143,-0.962
1635087009237,2021-10-24T17.50.09.237,0.079,-0.166,0.141,-0.960
1635087009278,2021-10-24T17.50.09.278,0.120,-0.166,0.143,-0.959
1635087009318,2021-10-24T17.50.09.318,0.160,-0.167,0.142,-0.962
1635087009359,2021-10-24T17.50.09.359,0.201,-0.165,0.143,-0.959
1635087009399,2021-10-24T17.50.09.399,0.241,-0.165,0.142,-0.960
1635087009440,2021-10-24T17.50.09.440,0.282,-0.165,0.143,-0.960
1635087009479,2021-10-24T17.50.09.479,0.321,-0.167,0.144,-0.960
1635087009520,2021-10-24T17.50.09.520,0.362,-0.166,0.143,-0.960
1635087009560,2021-10-24T17.50.09.560,0.402,-0.168,0.140,-0.960
1635087009599,2021-10-24T17.50.09.599,0.441,-0.166,0.142,-0.960
1635087009640,2021-10-24T17.50.09.640,0.482,-0.165,0.142,-0.959
1635087009680,2021-10-24T17.50.09.680,0.522,-0.166,0.140,-0.960
1635087009721,2021-10-24T17.50.09.721,0.563,-0.166,0.142,-0.959
1635087009760,2021-10-24T17.50.09.760,0.602,-0.166,0.142,-0.958
1635087009801,2021-10-24T17.50.09.801,0.643,-0.166,0.142,-0.959
1635087009841,2021-10-24T17.50.09.841,0.683,-0.165,0.142,-0.960
1635087009882,2021-10-24T17.50.09.882,0.724,-0.166,0.142,-0.959
1635087009922,2021-10-24T17.50.09.922,0.764,-0.166,0.142,-0.960
1635087009961,2021-10-24T17.50.09.961,0.803,-0.166,0.141,-0.959
1635087010002,2021-10-24T17.50.10.002,0.844,-0.166,0.143,-0.960
1635087010042,2021-10-24T17.50.10.042,0.884,-0.166,0.141,-0.961
1635087010083,2021-10-24T17.50.10.083,0.925,-0.167,0.143,-0.959
1635087010122,2021-10-24T17.50.10.122,0.964,-0.166,0.141,-0.960
1635087010163,2021-10-24T17.50.10.163,1.005,-0.166,0.144,-0.960
1635087010203,2021-10-24T17.50.10.203,1.045,-0.166,0.141,-0.960
1635087010244,2021-10-24T17.50.10.244,1.086,-0.166,0.142,-0.960
1635087010283,2021-10-24T17.50.10.283,1.125,-0.167,0.144,-0.959
1635087010323,2021-10-24T17.50.10.323,1.165,-0.166,0.142,-0.959
1635087010364,2021-10-24T17.50.10.364,1.206,-0.166,0.141,-0.958
1635087010403,2021-10-24T17.50.10.403,1.245,-0.166,0.141,-0.960
1635087010444,2021-10-24T17.50.10.444,1.286,-0.165,0.143,-0.959
1635087010484,2021-10-24T17.50.10.484,1.326,-0.167,0.140,-0.959
1635087010525,2021-10-24T17.50.10.525,1.367,-0.166,0.142,-0.958
