epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636495279754,2021-11-10T00.01.19.754,0.000,-0.134,-0.231,0.984
1636495279795,2021-11-10T00.01.19.795,0.041,-0.134,-0.228,0.992
1636495279835,2021-11-10T00.01.19.835,0.081,-0.137,-0.229,0.990
1636495279876,2021-11-10T00.01.19.876,0.122,-0.134,-0.231,0.988
1636495279917,2021-11-10T00.01.19.917,0.163,-0.137,-0.229,0.987
1636495279958,2021-11-10T00.01.19.958,0.204,-0.138,-0.233,0.990
1636495279997,2021-11-10T00.01.19.997,0.243,-0.135,-0.230,0.987
1636495280038,2021-11-10T00.01.20.038,0.284,-0.130,-0.224,0.988
1636495280079,2021-11-10T00.01.20.079,0.325,-0.135,-0.224,0.990
1636495280119,2021-11-10T00.01.20.119,0.365,-0.136,-0.227,0.989
1636495280160,2021-11-10T00.01.20.160,0.406,-0.135,-0.228,0.989
1636495280201,2021-11-10T00.01.20.201,0.447,-0.136,-0.229,0.989
1636495280241,2021-11-10T00.01.20.241,0.487,-0.135,-0.229,0.989
1636495280282,2021-11-10T00.01.20.282,0.528,-0.135,-0.228,0.989
1636495280323,2021-11-10T00.01.20.323,0.569,-0.134,-0.229,0.991
1636495280364,2021-11-10T00.01.20.364,0.610,-0.135,-0.228,0.990
1636495280403,2021-11-10T00.01.20.403,0.649,-0.133,-0.229,0.988
1636495280444,2021-11-10T00.01.20.444,0.690,-0.134,-0.230,0.988
1636495280485,2021-11-10T00.01.20.485,0.731,-0.134,-0.225,0.992
1636495280525,2021-11-10T00.01.20.525,0.771,-0.132,-0.223,0.993
1636495280566,2021-11-10T00.01.20.566,0.812,-0.132,-0.227,0.990
1636495280607,2021-11-10T00.01.20.607,0.853,-0.132,-0.222,0.992
1636495280646,2021-11-10T00.01.20.646,0.892,-0.132,-0.221,0.992
1636495280687,2021-11-10T00.01.20.687,0.933,-0.131,-0.225,0.992
1636495280728,2021-11-10T00.01.20.728,0.974,-0.131,-0.226,0.991
1636495280769,2021-11-10T00.01.20.769,1.015,-0.134,-0.223,0.991
1636495280809,2021-11-10T00.01.20.809,1.055,-0.132,-0.225,0.990
1636495280850,2021-11-10T00.01.20.850,1.096,-0.133,-0.226,0.992
1636495280891,2021-11-10T00.01.20.891,1.137,-0.133,-0.224,0.990
1636495280931,2021-11-10T00.01.20.931,1.177,-0.133,-0.226,0.991
1636495280972,2021-11-10T00.01.20.972,1.218,-0.133,-0.225,0.989
