epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636609650037,2021-11-11T07.47.30.037,0.000,-0.396,-0.457,0.610
1636609650077,2021-11-11T07.47.30.077,0.040,-0.122,0.152,-0.213
1636609650116,2021-11-11T07.47.30.116,0.079,-0.030,-0.427,0.030
1636609650156,2021-11-11T07.47.30.156,0.119,0.000,-0.457,0.183
1636609650195,2021-11-11T07.47.30.195,0.158,-0.061,-0.366,0.091
1636609650233,2021-11-11T07.47.30.233,0.196,-0.061,-0.427,0.122
1636609650273,2021-11-11T07.47.30.273,0.236,-0.091,-0.366,0.122
1636609650313,2021-11-11T07.47.30.313,0.276,-0.061,-0.396,0.091
1636609650352,2021-11-11T07.47.30.352,0.315,-0.030,-0.457,0.091
1636609650392,2021-11-11T07.47.30.392,0.355,-0.030,-0.427,0.091
1636609650431,2021-11-11T07.47.30.431,0.394,-0.091,-0.396,0.122
1636609650471,2021-11-11T07.47.30.471,0.434,-0.030,-0.457,0.091
1636609650510,2021-11-11T07.47.30.510,0.473,0.030,-0.427,0.122
1636609650548,2021-11-11T07.47.30.548,0.511,-0.030,-0.366,0.061
1636609650588,2021-11-11T07.47.30.588,0.551,-0.030,-0.488,0.122
1636609650627,2021-11-11T07.47.30.627,0.590,-0.030,-0.366,0.122
1636609650667,2021-11-11T07.47.30.667,0.630,-0.030,-0.427,0.091
1636609650707,2021-11-11T07.47.30.707,0.670,0.000,-0.396,0.183
1636609650746,2021-11-11T07.47.30.746,0.709,-0.091,-0.396,0.061
1636609650786,2021-11-11T07.47.30.786,0.749,-0.030,-0.427,0.122
1636609650824,2021-11-11T07.47.30.824,0.787,0.000,-0.396,0.091
1636609650863,2021-11-11T07.47.30.863,0.826,-0.030,-0.396,0.091
1636609650903,2021-11-11T07.47.30.903,0.866,-0.030,-0.457,0.091
1636609650942,2021-11-11T07.47.30.942,0.905,-0.091,-0.305,0.122
1636609650982,2021-11-11T07.47.30.982,0.945,0.030,-0.518,0.091
1636609651022,2021-11-11T07.47.31.022,0.985,-0.061,-0.335,0.122
1636609651061,2021-11-11T07.47.31.061,1.024,-0.091,-0.427,0.091
1636609651101,2021-11-11T07.47.31.101,1.064,0.000,-0.396,0.122
1636609651139,2021-11-11T07.47.31.139,1.102,-0.061,-0.335,0.061
1636609651178,2021-11-11T07.47.31.178,1.141,-0.091,-0.427,0.122
1636609651218,2021-11-11T07.47.31.218,1.181,-0.061,-0.427,0.061
1636609651257,2021-11-11T07.47.31.257,1.220,-0.030,-0.427,0.061
1636609651297,2021-11-11T07.47.31.297,1.260,-0.030,-0.457,0.122
1636609651336,2021-11-11T07.47.31.336,1.299,-0.030,-0.366,0.091
