epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636492599103,2021-11-09T23.16.39.103,0.000,0.915,0.396,-0.183
1636492599143,2021-11-09T23.16.39.143,0.040,0.732,0.122,-0.030
1636492599183,2021-11-09T23.16.39.183,0.080,0.091,0.000,-0.274
1636492599223,2021-11-09T23.16.39.223,0.120,0.396,0.091,-0.183
1636492599263,2021-11-09T23.16.39.263,0.160,0.610,0.061,-0.122
1636492599303,2021-11-09T23.16.39.303,0.200,0.061,0.061,-0.305
1636492599343,2021-11-09T23.16.39.343,0.240,0.671,0.152,-0.274
1636492599383,2021-11-09T23.16.39.383,0.280,0.427,0.183,-0.152
1636492599423,2021-11-09T23.16.39.423,0.320,-0.579,0.061,-0.457
1636492599463,2021-11-09T23.16.39.463,0.360,1.280,0.183,-0.061
1636492599503,2021-11-09T23.16.39.503,0.400,0.488,0.091,-0.244
1636492599543,2021-11-09T23.16.39.543,0.440,0.061,0.030,-0.305
1636492599583,2021-11-09T23.16.39.583,0.480,0.732,0.183,-0.122
1636492599623,2021-11-09T23.16.39.623,0.520,0.000,0.091,-0.244
1636492599663,2021-11-09T23.16.39.663,0.560,0.488,0.122,-0.183
1636492599703,2021-11-09T23.16.39.703,0.600,0.366,0.091,-0.213
1636492599743,2021-11-09T23.16.39.743,0.640,0.061,0.030,-0.335
1636492599783,2021-11-09T23.16.39.783,0.680,0.701,0.213,-0.213
1636492599823,2021-11-09T23.16.39.823,0.720,0.396,0.091,-0.183
1636492599863,2021-11-09T23.16.39.863,0.760,0.061,0.000,-0.183
1636492599903,2021-11-09T23.16.39.903,0.800,0.518,0.091,-0.122
1636492599943,2021-11-09T23.16.39.943,0.840,0.305,0.030,-0.244
1636492599983,2021-11-09T23.16.39.983,0.880,0.335,0.091,-0.305
1636492600023,2021-11-09T23.16.40.023,0.920,0.305,0.091,-0.183
1636492600063,2021-11-09T23.16.40.063,0.960,0.244,-0.091,-0.122
1636492600103,2021-11-09T23.16.40.103,1.000,0.335,0.091,-0.305
1636492600143,2021-11-09T23.16.40.143,1.040,0.884,0.244,-0.091
1636492600183,2021-11-09T23.16.40.183,1.080,-0.427,0.000,-0.274
1636492600223,2021-11-09T23.16.40.223,1.120,0.305,0.122,-0.244
1636492600263,2021-11-09T23.16.40.263,1.160,1.067,0.244,-0.030
1636492600303,2021-11-09T23.16.40.303,1.200,-0.091,-0.091,-0.244
1636492600343,2021-11-09T23.16.40.343,1.240,0.579,0.152,-0.091
1636492600383,2021-11-09T23.16.40.383,1.280,0.488,0.061,-0.122
1636492600423,2021-11-09T23.16.40.423,1.320,0.183,-0.152,-0.244
1636492600463,2021-11-09T23.16.40.463,1.360,0.884,0.122,-0.030
1636492600503,2021-11-09T23.16.40.503,1.400,0.000,0.000,-0.213
1636492600543,2021-11-09T23.16.40.543,1.440,0.549,0.091,-0.213
1636492600583,2021-11-09T23.16.40.583,1.480,0.640,0.152,-0.183
1636492600623,2021-11-09T23.16.40.623,1.520,0.061,0.030,-0.152
1636492600663,2021-11-09T23.16.40.663,1.560,0.549,0.091,-0.091
1636492600703,2021-11-09T23.16.40.703,1.600,0.579,0.091,-0.152
1636492600743,2021-11-09T23.16.40.743,1.640,0.366,0.061,-0.244
1636492600783,2021-11-09T23.16.40.783,1.680,0.488,0.122,-0.091
1636492600823,2021-11-09T23.16.40.823,1.720,0.244,0.091,-0.091
1636492600863,2021-11-09T23.16.40.863,1.760,0.122,0.061,-0.305
1636492600903,2021-11-09T23.16.40.903,1.800,1.098,0.183,-0.061
1636492600943,2021-11-09T23.16.40.943,1.840,-0.244,0.122,-0.396
1636492600983,2021-11-09T23.16.40.983,1.880,0.732,0.183,-0.183
1636492601023,2021-11-09T23.16.41.023,1.920,1.006,0.213,-0.152
1636492601063,2021-11-09T23.16.41.063,1.960,-0.183,0.000,-0.427
1636492601103,2021-11-09T23.16.41.103,2.000,0.671,0.213,-0.274
1636492601143,2021-11-09T23.16.41.143,2.040,0.305,0.091,-0.366
1636492601183,2021-11-09T23.16.41.183,2.080,0.701,0.061,-0.091
1636492601223,2021-11-09T23.16.41.223,2.120,0.488,0.091,-0.122
1636492601263,2021-11-09T23.16.41.263,2.160,0.427,0.122,-0.305
1636492601303,2021-11-09T23.16.41.303,2.200,0.488,0.091,-0.274
