epoc (ms),timestamp (+0300),elapsed (s),pressure (Pa)
1635528521294,2021-10-29T20.28.41.294,0.000,100013.461
1635528521556,2021-10-29T20.28.41.556,0.262,100012.531
1635528521818,2021-10-29T20.28.41.818,0.524,100012.141
1635528522080,2021-10-29T20.28.42.080,0.785,100012.141
1635528522341,2021-10-29T20.28.42.341,1.047,100013.250
1635528522603,2021-10-29T20.28.42.603,1.309,100013.461
1635528522865,2021-10-29T20.28.42.865,1.571,100013.641
1635528523127,2021-10-29T20.28.43.127,1.832,100013.188
1635528523388,2021-10-29T20.28.43.388,2.094,100011.656
1635528523650,2021-10-29T20.28.43.650,2.356,100013.641
1635528523912,2021-10-29T20.28.43.912,2.618,100013.641
1635528524174,2021-10-29T20.28.44.174,2.880,100011.656
1635528524436,2021-10-29T20.28.44.436,3.141,100013.188
1635528524697,2021-10-29T20.28.44.697,3.403,100012.312
1635528524959,2021-10-29T20.28.44.959,3.665,100015.352
1635528525221,2021-10-29T20.28.45.221,3.927,100011.203
1635528525483,2021-10-29T20.28.45.483,4.188,100010.062
1635528525744,2021-10-29T20.28.45.744,4.450,100012.047
1635528526006,2021-10-29T20.28.46.006,4.712,100010.062
1635528526268,2021-10-29T20.28.46.268,4.974,100016.219
1635528526530,2021-10-29T20.28.46.530,5.236,100010.273
1635528526792,2021-10-29T20.28.46.792,5.497,100015.742
1635528527053,2021-10-29T20.28.47.053,5.759,100013.578
1635528527315,2021-10-29T20.28.47.315,6.021,100012.922
1635528527577,2021-10-29T20.28.47.577,6.283,100013.758
1635528527839,2021-10-29T20.28.47.839,6.545,100013.188
1635528528100,2021-10-29T20.28.48.100,6.806,100012.438
1635528528362,2021-10-29T20.28.48.362,7.068,100016.219
1635528528624,2021-10-29T20.28.48.624,7.330,100012.922
1635528528886,2021-10-29T20.28.48.886,7.592,100010.273
1635528529148,2021-10-29T20.28.49.148,7.853,100014.633
1635528529409,2021-10-29T20.28.49.409,8.115,100014.633
1635528529671,2021-10-29T20.28.49.671,8.377,100012.258
1635528529933,2021-10-29T20.28.49.933,8.639,100013.758
1635528530195,2021-10-29T20.28.50.195,8.901,100012.438
1635528530456,2021-10-29T20.28.50.456,9.162,100015.078
1635528530718,2021-10-29T20.28.50.718,9.424,100017.273
1635528530980,2021-10-29T20.28.50.980,9.686,100014.633
1635528531242,2021-10-29T20.28.51.242,9.948,100016.609
1635528531504,2021-10-29T20.28.51.504,10.209,100015.953
1635528531765,2021-10-29T20.28.51.765,10.471,100017.938
1635528532027,2021-10-29T20.28.52.027,10.733,100016.609
1635528532289,2021-10-29T20.28.52.289,10.995,100012.438
1635528532551,2021-10-29T20.28.52.551,11.257,100012.828
1635528532813,2021-10-29T20.28.52.813,11.518,100014.148
1635528533074,2021-10-29T20.28.53.074,11.780,100016.375
1635528533336,2021-10-29T20.28.53.336,12.042,100017.031
1635528533598,2021-10-29T20.28.53.598,12.304,100015.711
1635528533860,2021-10-29T20.28.53.860,12.565,100015.289
1635528534121,2021-10-29T20.28.54.121,12.827,100014.148
1635528534383,2021-10-29T20.28.54.383,13.089,100015.289
1635528534645,2021-10-29T20.28.54.645,13.351,100016.133
1635528534907,2021-10-29T20.28.54.907,13.613,100016.375
1635528535169,2021-10-29T20.28.55.169,13.874,100013.070
1635528535430,2021-10-29T20.28.55.430,14.136,100012.828
1635528535692,2021-10-29T20.28.55.692,14.398,100013.484
1635528535954,2021-10-29T20.28.55.954,14.660,100017.695
1635528536216,2021-10-29T20.28.56.216,14.921,100013.070
1635528536477,2021-10-29T20.28.56.477,15.183,100010.664
1635528536739,2021-10-29T20.28.56.739,15.445,100017.031
1635528537001,2021-10-29T20.28.57.001,15.707,100013.484
1635528537263,2021-10-29T20.28.57.263,15.969,100016.375
1635528537525,2021-10-29T20.28.57.525,16.230,100014.570
1635528537786,2021-10-29T20.28.57.786,16.492,100015.711
1635528538048,2021-10-29T20.28.58.048,16.754,100010.609
1635528538310,2021-10-29T20.28.58.310,17.016,100013.734
1635528538572,2021-10-29T20.28.58.572,17.277,100017.875
