epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636364133987,2021-11-08T11.35.33.987,0.000,0.671,0.305,0.091
1636364134027,2021-11-08T11.35.34.027,0.040,0.518,0.061,0.061
1636364134067,2021-11-08T11.35.34.067,0.080,0.518,0.183,-0.091
1636364134107,2021-11-08T11.35.34.107,0.120,0.701,-0.061,-0.366
1636364134147,2021-11-08T11.35.34.147,0.160,0.579,0.061,-0.305
1636364134187,2021-11-08T11.35.34.187,0.200,0.457,0.152,-0.152
1636364134227,2021-11-08T11.35.34.227,0.240,0.488,0.122,-0.213
1636364134267,2021-11-08T11.35.34.267,0.280,0.488,0.244,-0.183
1636364134307,2021-11-08T11.35.34.307,0.320,0.396,0.122,-0.122
1636364134347,2021-11-08T11.35.34.347,0.360,0.457,0.000,-0.274
1636364134387,2021-11-08T11.35.34.387,0.400,0.457,0.152,-0.213
1636364134427,2021-11-08T11.35.34.427,0.440,0.488,0.061,-0.244
1636364134467,2021-11-08T11.35.34.467,0.480,0.488,0.061,-0.213
1636364134507,2021-11-08T11.35.34.507,0.520,0.457,0.122,-0.213
1636364134547,2021-11-08T11.35.34.547,0.560,0.488,0.152,-0.305
1636364134587,2021-11-08T11.35.34.587,0.600,0.549,0.152,-0.244
1636364134627,2021-11-08T11.35.34.627,0.640,0.579,0.152,-0.305
1636364134667,2021-11-08T11.35.34.667,0.680,0.488,0.213,-0.213
1636364134707,2021-11-08T11.35.34.707,0.720,0.457,0.183,-0.183
1636364134747,2021-11-08T11.35.34.747,0.760,0.427,0.122,-0.213
1636364134787,2021-11-08T11.35.34.787,0.800,0.335,0.213,-0.091
1636364134827,2021-11-08T11.35.34.827,0.840,0.305,0.213,0.030
1636364134867,2021-11-08T11.35.34.867,0.880,0.671,0.183,-0.274
1636364134907,2021-11-08T11.35.34.907,0.920,1.006,0.000,-0.640
1636364134947,2021-11-08T11.35.34.947,0.960,0.854,-0.030,-0.549
1636364134987,2021-11-08T11.35.34.987,1.000,0.579,0.213,-0.305
1636364135027,2021-11-08T11.35.35.027,1.040,0.579,0.244,-0.305
1636364135067,2021-11-08T11.35.35.067,1.080,0.488,0.244,-0.213
1636364135107,2021-11-08T11.35.35.107,1.120,0.488,0.122,-0.152
1636364135147,2021-11-08T11.35.35.147,1.160,0.305,0.030,-0.030
1636364135187,2021-11-08T11.35.35.187,1.200,0.274,0.122,0.091
1636364135227,2021-11-08T11.35.35.227,1.240,0.335,0.152,0.030
1636364135267,2021-11-08T11.35.35.267,1.280,0.305,0.122,-0.091
1636364135307,2021-11-08T11.35.35.307,1.320,0.274,0.030,-0.091
1636364135347,2021-11-08T11.35.35.347,1.360,0.274,0.091,-0.030
1636364135387,2021-11-08T11.35.35.387,1.400,0.335,0.061,-0.183
1636364135427,2021-11-08T11.35.35.427,1.440,0.213,0.030,-0.091
1636364135467,2021-11-08T11.35.35.467,1.480,0.030,0.183,0.030
1636364135507,2021-11-08T11.35.35.507,1.520,0.213,0.122,-0.122
1636364135547,2021-11-08T11.35.35.547,1.560,0.640,0.274,-0.213
1636364135587,2021-11-08T11.35.35.587,1.600,0.579,0.427,-0.061
1636364135627,2021-11-08T11.35.35.627,1.640,0.457,0.152,-0.091
1636364135667,2021-11-08T11.35.35.667,1.680,0.793,-0.061,-0.427
1636364135707,2021-11-08T11.35.35.707,1.720,1.037,0.091,-0.701
1636364135747,2021-11-08T11.35.35.747,1.760,0.732,0.183,-0.610
1636364135787,2021-11-08T11.35.35.787,1.800,0.457,0.152,-0.427
1636364135827,2021-11-08T11.35.35.827,1.840,0.549,0.183,-0.244
1636364135867,2021-11-08T11.35.35.867,1.880,0.457,0.213,-0.030
1636364135907,2021-11-08T11.35.35.907,1.920,0.152,0.244,0.030
1636364135947,2021-11-08T11.35.35.947,1.960,0.366,0.030,-0.152
1636364135987,2021-11-08T11.35.35.987,2.000,0.579,-0.213,-0.244
1636364136027,2021-11-08T11.35.36.027,2.040,0.244,0.030,-0.183
1636364136067,2021-11-08T11.35.36.067,2.080,0.457,0.183,-0.305
1636364136107,2021-11-08T11.35.36.107,2.120,0.640,0.244,-0.396
1636364136147,2021-11-08T11.35.36.147,2.160,0.335,0.335,-0.091
1636364136187,2021-11-08T11.35.36.187,2.200,0.122,0.244,0.061
1636364136227,2021-11-08T11.35.36.227,2.240,0.274,0.122,-0.061
1636364136267,2021-11-08T11.35.36.267,2.280,-0.030,-0.061,-0.030
1636364136307,2021-11-08T11.35.36.307,2.320,-0.091,0.030,0.244
1636364136347,2021-11-08T11.35.36.347,2.360,0.000,0.091,0.152
1636364136387,2021-11-08T11.35.36.387,2.400,-0.122,0.000,-0.122
1636364136427,2021-11-08T11.35.36.427,2.440,-0.091,0.213,0.213
1636364136467,2021-11-08T11.35.36.467,2.480,0.000,0.274,0.183
1636364136507,2021-11-08T11.35.36.507,2.520,0.366,0.030,-0.335
1636364136547,2021-11-08T11.35.36.547,2.560,0.610,0.030,-0.488
1636364136587,2021-11-08T11.35.36.587,2.600,0.335,0.122,-0.213
1636364136627,2021-11-08T11.35.36.627,2.640,0.213,0.183,-0.274
1636364136667,2021-11-08T11.35.36.667,2.680,0.396,0.213,-0.396
1636364136707,2021-11-08T11.35.36.707,2.720,0.244,0.305,-0.213
1636364136747,2021-11-08T11.35.36.747,2.760,0.244,0.061,-0.213
1636364136787,2021-11-08T11.35.36.787,2.800,0.335,0.030,-0.213
1636364136827,2021-11-08T11.35.36.827,2.840,0.244,0.183,-0.122
1636364136867,2021-11-08T11.35.36.867,2.880,0.244,0.061,-0.213
1636364136907,2021-11-08T11.35.36.907,2.920,0.274,0.030,-0.305
1636364136947,2021-11-08T11.35.36.947,2.960,0.274,0.122,-0.122
1636364136987,2021-11-08T11.35.36.987,3.000,0.274,0.122,-0.183
1636364137027,2021-11-08T11.35.37.027,3.040,0.335,0.091,-0.244
1636364137067,2021-11-08T11.35.37.067,3.080,0.457,0.183,-0.183
1636364137107,2021-11-08T11.35.37.107,3.120,0.305,0.244,-0.122
1636364137147,2021-11-08T11.35.37.147,3.160,0.366,0.091,-0.213
1636364137187,2021-11-08T11.35.37.187,3.200,0.213,-0.152,-0.640
1636364137227,2021-11-08T11.35.37.227,3.240,0.579,-0.274,-0.976
1636364137267,2021-11-08T11.35.37.267,3.280,0.152,-0.244,-0.701
1636364137307,2021-11-08T11.35.37.307,3.320,-0.152,-0.122,-0.091
1636364137347,2021-11-08T11.35.37.347,3.360,0.732,-0.305,-0.396
1636364137387,2021-11-08T11.35.37.387,3.400,1.372,-0.091,-1.311
1636364137427,2021-11-08T11.35.37.427,3.440,1.707,-0.091,-2.104
1636364137467,2021-11-08T11.35.37.467,3.480,1.433,-0.305,-1.829
1636364137507,2021-11-08T11.35.37.507,3.520,1.250,-0.274,-0.945
1636364137547,2021-11-08T11.35.37.547,3.560,0.427,-0.671,-0.488
1636364137587,2021-11-08T11.35.37.587,3.600,0.976,-0.488,-0.427
1636364137627,2021-11-08T11.35.37.627,3.640,0.915,-0.274,-0.427
1636364137667,2021-11-08T11.35.37.667,3.680,0.793,-0.183,-0.518
1636364137707,2021-11-08T11.35.37.707,3.720,0.579,0.122,-0.793
1636364137747,2021-11-08T11.35.37.747,3.760,0.701,0.244,-0.884
1636364137787,2021-11-08T11.35.37.787,3.800,0.518,0.030,-0.732
1636364137827,2021-11-08T11.35.37.827,3.840,0.091,-0.122,-0.427
1636364137867,2021-11-08T11.35.37.867,3.880,0.427,-0.213,-0.366
1636364137907,2021-11-08T11.35.37.907,3.920,0.305,-0.244,-0.396
1636364137947,2021-11-08T11.35.37.947,3.960,0.335,-0.213,-0.366
1636364137987,2021-11-08T11.35.37.987,4.000,0.396,-0.213,-0.244
1636364138027,2021-11-08T11.35.38.027,4.040,0.549,-0.244,-0.213
1636364138067,2021-11-08T11.35.38.067,4.080,0.213,-0.152,-0.274
1636364138107,2021-11-08T11.35.38.107,4.120,0.335,0.274,-0.396
1636364138147,2021-11-08T11.35.38.147,4.160,0.335,0.152,-0.396
1636364138187,2021-11-08T11.35.38.187,4.200,0.122,0.122,-0.213
1636364138227,2021-11-08T11.35.38.227,4.240,0.518,0.000,-0.457
1636364138267,2021-11-08T11.35.38.267,4.280,0.366,0.152,-0.274
1636364138307,2021-11-08T11.35.38.307,4.320,0.030,0.549,0.274
1636364138347,2021-11-08T11.35.38.347,4.360,0.061,0.915,0.427
1636364138387,2021-11-08T11.35.38.387,4.400,0.457,1.037,0.061
1636364138427,2021-11-08T11.35.38.427,4.440,0.701,1.280,-0.640
1636364138467,2021-11-08T11.35.38.467,4.480,0.640,1.341,-0.457
1636364138507,2021-11-08T11.35.38.507,4.520,0.457,1.006,0.213
1636364138547,2021-11-08T11.35.38.547,4.560,0.122,0.518,0.366
1636364138587,2021-11-08T11.35.38.587,4.600,0.549,0.122,-0.244
1636364138627,2021-11-08T11.35.38.627,4.640,0.518,0.549,-0.183
1636364138667,2021-11-08T11.35.38.667,4.680,-0.091,0.335,0.152
1636364138707,2021-11-08T11.35.38.707,4.720,-0.305,0.061,0.030
1636364138747,2021-11-08T11.35.38.747,4.760,-0.122,0.427,-0.244
1636364138787,2021-11-08T11.35.38.787,4.800,0.000,0.213,-0.274
1636364138827,2021-11-08T11.35.38.827,4.840,0.335,0.030,-0.335
1636364138867,2021-11-08T11.35.38.867,4.880,0.427,0.000,-0.579
1636364138907,2021-11-08T11.35.38.907,4.920,0.244,0.213,-0.488
1636364138947,2021-11-08T11.35.38.947,4.960,0.366,0.274,-0.305
1636364138987,2021-11-08T11.35.38.987,5.000,0.061,0.122,-0.244
1636364139027,2021-11-08T11.35.39.027,5.040,0.122,0.396,0.061
1636364139067,2021-11-08T11.35.39.067,5.080,0.091,0.183,-0.030
1636364139107,2021-11-08T11.35.39.107,5.120,0.061,0.061,0.000
1636364139147,2021-11-08T11.35.39.147,5.160,-0.213,-0.030,0.061
1636364139187,2021-11-08T11.35.39.187,5.200,0.152,-0.061,-0.244
1636364139227,2021-11-08T11.35.39.227,5.240,0.366,0.152,-0.213
1636364139267,2021-11-08T11.35.39.267,5.280,0.152,0.122,-0.213
1636364139307,2021-11-08T11.35.39.307,5.320,0.305,0.152,-0.244
1636364139347,2021-11-08T11.35.39.347,5.360,0.396,0.152,-0.488
1636364139387,2021-11-08T11.35.39.387,5.400,0.396,-0.061,-0.457
1636364139427,2021-11-08T11.35.39.427,5.440,0.457,0.244,-0.183
1636364139467,2021-11-08T11.35.39.467,5.480,0.152,0.091,-0.122
1636364139507,2021-11-08T11.35.39.507,5.520,0.183,0.030,-0.244
1636364139547,2021-11-08T11.35.39.547,5.560,0.671,0.030,-0.335
1636364139587,2021-11-08T11.35.39.587,5.600,0.762,-0.061,-0.579
1636364139627,2021-11-08T11.35.39.627,5.640,0.640,0.030,-0.579
1636364139667,2021-11-08T11.35.39.667,5.680,0.915,0.305,-0.305
1636364139707,2021-11-08T11.35.39.707,5.720,0.305,0.732,0.274
1636364139747,2021-11-08T11.35.39.747,5.760,-0.213,0.274,0.152
1636364139787,2021-11-08T11.35.39.787,5.800,0.732,-0.122,-0.335
1636364139827,2021-11-08T11.35.39.827,5.840,0.884,-0.671,-0.823
1636364139867,2021-11-08T11.35.39.867,5.880,1.067,-0.854,-1.037
1636364139907,2021-11-08T11.35.39.907,5.920,1.098,-0.610,-0.884
1636364139947,2021-11-08T11.35.39.947,5.960,1.067,-0.274,-0.701
1636364139987,2021-11-08T11.35.39.987,6.000,0.518,0.183,-0.549
1636364140027,2021-11-08T11.35.40.027,6.040,1.037,0.274,-0.549
1636364140067,2021-11-08T11.35.40.067,6.080,-0.122,0.366,0.305
1636364140107,2021-11-08T11.35.40.107,6.120,-0.762,0.732,0.823
1636364140147,2021-11-08T11.35.40.147,6.160,0.152,0.823,0.671
1636364140187,2021-11-08T11.35.40.187,6.200,0.061,0.274,0.610
1636364140227,2021-11-08T11.35.40.227,6.240,0.000,-0.030,0.518
1636364140267,2021-11-08T11.35.40.267,6.280,0.183,-0.366,-0.030
1636364140307,2021-11-08T11.35.40.307,6.320,0.335,-0.305,-0.152
1636364140347,2021-11-08T11.35.40.347,6.360,0.335,0.000,-0.061
1636364140387,2021-11-08T11.35.40.387,6.400,0.579,-0.061,-0.457
1636364140427,2021-11-08T11.35.40.427,6.440,0.823,0.183,-0.488
1636364140467,2021-11-08T11.35.40.467,6.480,0.762,0.457,-0.183
1636364140507,2021-11-08T11.35.40.507,6.520,0.488,0.579,-0.183
1636364140547,2021-11-08T11.35.40.547,6.560,0.793,0.518,-0.274
1636364140587,2021-11-08T11.35.40.587,6.600,0.701,0.030,-0.335
1636364140627,2021-11-08T11.35.40.627,6.640,0.305,-0.122,-0.274
1636364140667,2021-11-08T11.35.40.667,6.680,0.213,0.061,-0.274
1636364140707,2021-11-08T11.35.40.707,6.720,0.244,-0.183,-0.335
1636364140747,2021-11-08T11.35.40.747,6.760,0.213,-0.030,0.030
1636364140787,2021-11-08T11.35.40.787,6.800,0.061,0.030,0.122
1636364140827,2021-11-08T11.35.40.827,6.840,0.091,0.305,0.000
1636364140867,2021-11-08T11.35.40.867,6.880,0.274,0.549,0.122
1636364140907,2021-11-08T11.35.40.907,6.920,0.701,0.061,-0.335
1636364140947,2021-11-08T11.35.40.947,6.960,0.518,0.152,-0.274
1636364140987,2021-11-08T11.35.40.987,7.000,0.274,0.274,-0.213
1636364141027,2021-11-08T11.35.41.027,7.040,0.549,-0.030,-0.457
1636364141067,2021-11-08T11.35.41.067,7.080,0.518,0.061,-0.335
1636364141107,2021-11-08T11.35.41.107,7.120,0.366,0.061,-0.122
1636364141147,2021-11-08T11.35.41.147,7.160,0.213,0.000,-0.061
1636364141187,2021-11-08T11.35.41.187,7.200,0.274,0.244,-0.030
1636364141227,2021-11-08T11.35.41.227,7.240,0.640,0.030,-0.061
1636364141267,2021-11-08T11.35.41.267,7.280,0.427,-0.213,-0.122
1636364141307,2021-11-08T11.35.41.307,7.320,0.518,0.122,-0.152
1636364141347,2021-11-08T11.35.41.347,7.360,0.976,0.244,-0.610
1636364141387,2021-11-08T11.35.41.387,7.400,1.159,-0.091,-0.915
1636364141427,2021-11-08T11.35.41.427,7.440,1.098,0.091,-0.701
1636364141467,2021-11-08T11.35.41.467,7.480,1.128,0.152,-0.854
1636364141507,2021-11-08T11.35.41.507,7.520,1.067,-0.122,-1.128
1636364141547,2021-11-08T11.35.41.547,7.560,1.037,0.274,-0.579
1636364141587,2021-11-08T11.35.41.587,7.600,0.579,0.244,-0.244
1636364141627,2021-11-08T11.35.41.627,7.640,0.610,-0.396,-0.610
1636364141667,2021-11-08T11.35.41.667,7.680,0.549,-0.122,-0.549
1636364141707,2021-11-08T11.35.41.707,7.720,0.000,0.030,-0.274
1636364141747,2021-11-08T11.35.41.747,7.760,0.335,-0.213,-0.366
1636364141787,2021-11-08T11.35.41.787,7.800,0.305,0.061,-0.183
1636364141827,2021-11-08T11.35.41.827,7.840,0.396,0.244,-0.122
1636364141867,2021-11-08T11.35.41.867,7.880,0.427,-0.061,-0.335
1636364141907,2021-11-08T11.35.41.907,7.920,0.579,-0.030,-0.366
1636364141947,2021-11-08T11.35.41.947,7.960,0.091,0.305,0.152
1636364141987,2021-11-08T11.35.41.987,8.000,0.000,0.366,0.274
1636364142027,2021-11-08T11.35.42.027,8.040,0.366,0.091,-0.244
1636364142067,2021-11-08T11.35.42.067,8.080,0.152,0.335,-0.061
1636364142107,2021-11-08T11.35.42.107,8.120,0.091,0.427,-0.030
1636364142147,2021-11-08T11.35.42.147,8.160,0.427,0.244,-0.396
1636364142187,2021-11-08T11.35.42.187,8.200,0.488,0.152,-0.549
1636364142227,2021-11-08T11.35.42.227,8.240,0.366,0.122,-0.335
1636364142267,2021-11-08T11.35.42.267,8.280,0.000,0.274,-0.122
1636364142307,2021-11-08T11.35.42.307,8.320,-0.274,0.183,0.000
1636364142347,2021-11-08T11.35.42.347,8.360,0.061,-0.183,-0.091
1636364142387,2021-11-08T11.35.42.387,8.400,-0.030,-0.274,-0.122
1636364142427,2021-11-08T11.35.42.427,8.440,-0.122,-0.091,0.122
1636364142467,2021-11-08T11.35.42.467,8.480,0.152,0.061,-0.030
1636364142507,2021-11-08T11.35.42.507,8.520,0.610,0.030,-0.549
1636364142547,2021-11-08T11.35.42.547,8.560,0.854,0.366,-0.427
1636364142587,2021-11-08T11.35.42.587,8.600,-0.061,0.701,-0.091
1636364142627,2021-11-08T11.35.42.627,8.640,0.213,0.488,-0.030
1636364142667,2021-11-08T11.35.42.667,8.680,0.213,0.305,0.091
1636364142707,2021-11-08T11.35.42.707,8.720,0.000,0.061,0.213
1636364142747,2021-11-08T11.35.42.747,8.760,0.061,-0.091,0.305
1636364142787,2021-11-08T11.35.42.787,8.800,-0.122,-0.091,0.335
1636364142827,2021-11-08T11.35.42.827,8.840,-0.061,-0.244,0.000
1636364142867,2021-11-08T11.35.42.867,8.880,0.396,0.030,-0.152
1636364142907,2021-11-08T11.35.42.907,8.920,1.341,0.488,-0.366
1636364142947,2021-11-08T11.35.42.947,8.960,0.945,0.610,-0.244
1636364142987,2021-11-08T11.35.42.987,9.000,0.762,1.159,0.000
1636364143027,2021-11-08T11.35.43.027,9.040,1.006,0.488,-0.427
1636364143067,2021-11-08T11.35.43.067,9.080,0.854,-0.213,-0.488
1636364143107,2021-11-08T11.35.43.107,9.120,0.671,-0.274,-0.396
1636364143147,2021-11-08T11.35.43.147,9.160,0.762,-0.793,-0.671
1636364143187,2021-11-08T11.35.43.187,9.200,0.549,-0.335,-0.396
