epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635676674687,2021-10-31T12.37.54.687,0.000,-0.211,-0.261,-0.943
1635676674727,2021-10-31T12.37.54.727,0.040,-0.213,-0.263,-0.952
1635676674768,2021-10-31T12.37.54.768,0.081,-0.211,-0.261,-0.950
1635676674809,2021-10-31T12.37.54.809,0.122,-0.213,-0.261,-0.948
1635676674850,2021-10-31T12.37.54.850,0.163,-0.210,-0.261,-0.949
1635676674890,2021-10-31T12.37.54.890,0.203,-0.210,-0.260,-0.950
1635676674931,2021-10-31T12.37.54.931,0.244,-0.211,-0.262,-0.949
1635676674972,2021-10-31T12.37.54.972,0.285,-0.212,-0.261,-0.948
1635676675011,2021-10-31T12.37.55.011,0.324,-0.210,-0.259,-0.952
1635676675052,2021-10-31T12.37.55.052,0.365,-0.210,-0.261,-0.950
1635676675093,2021-10-31T12.37.55.093,0.406,-0.212,-0.261,-0.949
1635676675133,2021-10-31T12.37.55.133,0.446,-0.213,-0.264,-0.947
1635676675174,2021-10-31T12.37.55.174,0.487,-0.211,-0.262,-0.951
1635676675215,2021-10-31T12.37.55.215,0.528,-0.211,-0.261,-0.950
1635676675254,2021-10-31T12.37.55.254,0.567,-0.211,-0.263,-0.947
1635676675295,2021-10-31T12.37.55.295,0.608,-0.210,-0.262,-0.950
1635676675336,2021-10-31T12.37.55.336,0.649,-0.210,-0.262,-0.949
1635676675377,2021-10-31T12.37.55.377,0.690,-0.212,-0.263,-0.949
1635676675417,2021-10-31T12.37.55.417,0.730,-0.213,-0.263,-0.948
1635676675458,2021-10-31T12.37.55.458,0.771,-0.211,-0.260,-0.950
1635676675499,2021-10-31T12.37.55.499,0.812,-0.211,-0.262,-0.948
1635676675539,2021-10-31T12.37.55.539,0.852,-0.211,-0.261,-0.949
1635676675580,2021-10-31T12.37.55.580,0.893,-0.208,-0.263,-0.950
1635676675621,2021-10-31T12.37.55.621,0.934,-0.211,-0.261,-0.949
1635676675660,2021-10-31T12.37.55.660,0.973,-0.211,-0.261,-0.948
1635676675701,2021-10-31T12.37.55.701,1.014,-0.210,-0.261,-0.948
1635676675742,2021-10-31T12.37.55.742,1.055,-0.212,-0.262,-0.948
1635676675783,2021-10-31T12.37.55.783,1.096,-0.210,-0.262,-0.950
1635676675823,2021-10-31T12.37.55.823,1.136,-0.213,-0.261,-0.947
1635676675864,2021-10-31T12.37.55.864,1.177,-0.211,-0.264,-0.949
1635676675905,2021-10-31T12.37.55.905,1.218,-0.208,-0.259,-0.951
1635676675944,2021-10-31T12.37.55.944,1.257,-0.213,-0.261,-0.947
1635676675985,2021-10-31T12.37.55.985,1.298,-0.210,-0.262,-0.949
1635676676026,2021-10-31T12.37.56.026,1.339,-0.212,-0.263,-0.948
1635676676066,2021-10-31T12.37.56.066,1.379,-0.211,-0.261,-0.948
1635676676107,2021-10-31T12.37.56.107,1.420,-0.210,-0.260,-0.949
1635676676148,2021-10-31T12.37.56.148,1.461,-0.212,-0.261,-0.949
1635676676189,2021-10-31T12.37.56.189,1.502,-0.210,-0.261,-0.949
1635676676228,2021-10-31T12.37.56.228,1.541,-0.212,-0.260,-0.948
1635676676270,2021-10-31T12.37.56.270,1.583,-0.211,-0.262,-0.949
1635676676311,2021-10-31T12.37.56.311,1.624,-0.213,-0.262,-0.947
1635676676350,2021-10-31T12.37.56.350,1.663,-0.212,-0.260,-0.949
1635676676391,2021-10-31T12.37.56.391,1.704,-0.212,-0.260,-0.948
1635676676432,2021-10-31T12.37.56.432,1.745,-0.213,-0.263,-0.948
1635676676472,2021-10-31T12.37.56.472,1.785,-0.211,-0.261,-0.949
1635676676513,2021-10-31T12.37.56.513,1.826,-0.212,-0.260,-0.948
1635676676554,2021-10-31T12.37.56.554,1.867,-0.212,-0.261,-0.947
1635676676593,2021-10-31T12.37.56.593,1.906,-0.210,-0.262,-0.948
1635676676634,2021-10-31T12.37.56.634,1.947,-0.211,-0.260,-0.949
1635676676675,2021-10-31T12.37.56.675,1.988,-0.211,-0.259,-0.949
1635676676715,2021-10-31T12.37.56.715,2.028,-0.207,-0.257,-0.951
1635676676756,2021-10-31T12.37.56.756,2.069,-0.212,-0.259,-0.947
1635676676797,2021-10-31T12.37.56.797,2.110,-0.214,-0.258,-0.946
1635676676838,2021-10-31T12.37.56.838,2.151,-0.213,-0.262,-0.948
1635676676877,2021-10-31T12.37.56.877,2.190,-0.212,-0.259,-0.950
1635676676918,2021-10-31T12.37.56.918,2.231,-0.211,-0.260,-0.949
1635676676959,2021-10-31T12.37.56.959,2.272,-0.211,-0.260,-0.949
1635676676999,2021-10-31T12.37.56.999,2.312,-0.213,-0.258,-0.948
1635676677040,2021-10-31T12.37.57.040,2.353,-0.213,-0.261,-0.948
1635676677081,2021-10-31T12.37.57.081,2.394,-0.211,-0.260,-0.949
1635676677121,2021-10-31T12.37.57.121,2.434,-0.211,-0.259,-0.948
1635676677162,2021-10-31T12.37.57.162,2.475,-0.210,-0.260,-0.948
1635676677203,2021-10-31T12.37.57.203,2.516,-0.212,-0.260,-0.949
1635676677242,2021-10-31T12.37.57.242,2.555,-0.209,-0.260,-0.949
1635676677283,2021-10-31T12.37.57.283,2.596,-0.208,-0.260,-0.951
1635676677324,2021-10-31T12.37.57.324,2.637,-0.214,-0.262,-0.946
1635676677365,2021-10-31T12.37.57.365,2.678,-0.211,-0.261,-0.948
1635676677405,2021-10-31T12.37.57.405,2.718,-0.209,-0.262,-0.950
1635676677446,2021-10-31T12.37.57.446,2.759,-0.210,-0.261,-0.947
1635676677487,2021-10-31T12.37.57.487,2.800,-0.210,-0.261,-0.948
1635676677526,2021-10-31T12.37.57.526,2.839,-0.205,-0.258,-0.952
1635676677567,2021-10-31T12.37.57.567,2.880,-0.202,-0.261,-0.952
1635676677608,2021-10-31T12.37.57.608,2.921,-0.210,-0.260,-0.949
1635676677648,2021-10-31T12.37.57.648,2.961,-0.212,-0.260,-0.947
1635676677689,2021-10-31T12.37.57.689,3.002,-0.210,-0.259,-0.949
1635676677730,2021-10-31T12.37.57.730,3.043,-0.211,-0.258,-0.948
1635676677770,2021-10-31T12.37.57.770,3.083,-0.212,-0.257,-0.948
1635676677811,2021-10-31T12.37.57.811,3.124,-0.209,-0.258,-0.949
1635676677852,2021-10-31T12.37.57.852,3.165,-0.209,-0.260,-0.948
1635676677893,2021-10-31T12.37.57.893,3.206,-0.207,-0.258,-0.950
1635676677932,2021-10-31T12.37.57.932,3.245,-0.206,-0.260,-0.950
1635676677973,2021-10-31T12.37.57.973,3.286,-0.209,-0.263,-0.949
1635676678014,2021-10-31T12.37.58.014,3.327,-0.208,-0.255,-0.951
1635676678054,2021-10-31T12.37.58.054,3.367,-0.210,-0.256,-0.950
1635676678095,2021-10-31T12.37.58.095,3.408,-0.213,-0.257,-0.948
1635676678136,2021-10-31T12.37.58.136,3.449,-0.212,-0.260,-0.948
1635676678175,2021-10-31T12.37.58.175,3.488,-0.215,-0.258,-0.948
1635676678216,2021-10-31T12.37.58.216,3.529,-0.218,-0.259,-0.946
1635676678257,2021-10-31T12.37.58.257,3.570,-0.218,-0.259,-0.948
1635676678298,2021-10-31T12.37.58.298,3.611,-0.217,-0.257,-0.948
1635676678338,2021-10-31T12.37.58.338,3.651,-0.218,-0.257,-0.947
1635676678379,2021-10-31T12.37.58.379,3.692,-0.219,-0.255,-0.947
