epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636455173115,2021-11-09T12.52.53.115,0.000,0.367,0.026,-0.886
1636455173155,2021-11-09T12.52.53.155,0.040,0.374,0.024,-0.891
1636455173195,2021-11-09T12.52.53.195,0.080,0.369,0.019,-0.889
1636455173235,2021-11-09T12.52.53.235,0.120,0.364,0.025,-0.892
1636455173275,2021-11-09T12.52.53.275,0.160,0.364,0.032,-0.894
1636455173315,2021-11-09T12.52.53.315,0.200,0.367,0.025,-0.891
1636455173355,2021-11-09T12.52.53.355,0.240,0.370,0.022,-0.890
1636455173395,2021-11-09T12.52.53.395,0.280,0.371,0.023,-0.890
1636455173435,2021-11-09T12.52.53.435,0.320,0.369,0.023,-0.890
1636455173475,2021-11-09T12.52.53.475,0.360,0.366,0.022,-0.891
1636455173515,2021-11-09T12.52.53.515,0.400,0.370,0.026,-0.889
1636455173555,2021-11-09T12.52.53.555,0.440,0.371,0.028,-0.891
1636455173595,2021-11-09T12.52.53.595,0.480,0.374,0.019,-0.888
1636455173635,2021-11-09T12.52.53.635,0.520,0.371,0.017,-0.890
1636455173675,2021-11-09T12.52.53.675,0.560,0.368,0.023,-0.892
1636455173715,2021-11-09T12.52.53.715,0.600,0.371,0.026,-0.889
1636455173755,2021-11-09T12.52.53.755,0.640,0.369,0.022,-0.889
1636455173795,2021-11-09T12.52.53.795,0.680,0.365,0.021,-0.892
1636455173835,2021-11-09T12.52.53.835,0.720,0.366,0.024,-0.892
1636455173875,2021-11-09T12.52.53.875,0.760,0.370,0.023,-0.889
1636455173915,2021-11-09T12.52.53.915,0.800,0.378,0.020,-0.885
1636455173955,2021-11-09T12.52.53.955,0.840,0.373,0.016,-0.888
1636455173995,2021-11-09T12.52.53.995,0.880,0.370,0.020,-0.890
1636455174035,2021-11-09T12.52.54.035,0.920,0.364,0.026,-0.892
1636455174075,2021-11-09T12.52.54.075,0.960,0.364,0.024,-0.892
1636455174115,2021-11-09T12.52.54.115,1.000,0.370,0.026,-0.890
1636455174155,2021-11-09T12.52.54.155,1.040,0.366,0.033,-0.890
1636455174195,2021-11-09T12.52.54.195,1.080,0.366,0.036,-0.890
1636455174235,2021-11-09T12.52.54.235,1.120,0.358,0.033,-0.892
1636455174275,2021-11-09T12.52.54.275,1.160,0.357,0.035,-0.895
1636455174315,2021-11-09T12.52.54.315,1.200,0.370,0.034,-0.890
1636455174355,2021-11-09T12.52.54.355,1.240,0.368,0.029,-0.889
1636455174395,2021-11-09T12.52.54.395,1.280,0.360,0.033,-0.893
1636455174435,2021-11-09T12.52.54.435,1.320,0.360,0.038,-0.893
1636455174475,2021-11-09T12.52.54.475,1.360,0.366,0.034,-0.891
1636455174515,2021-11-09T12.52.54.515,1.400,0.370,0.031,-0.888
1636455174555,2021-11-09T12.52.54.555,1.440,0.362,0.034,-0.891
1636455174595,2021-11-09T12.52.54.595,1.480,0.359,0.033,-0.894
1636455174635,2021-11-09T12.52.54.635,1.520,0.356,0.028,-0.895
1636455174675,2021-11-09T12.52.54.675,1.560,0.362,0.032,-0.891
1636455174715,2021-11-09T12.52.54.715,1.600,0.368,0.033,-0.889
1636455174755,2021-11-09T12.52.54.755,1.640,0.368,0.034,-0.890
1636455174795,2021-11-09T12.52.54.795,1.680,0.368,0.031,-0.890
1636455174835,2021-11-09T12.52.54.835,1.720,0.361,0.030,-0.892
1636455174875,2021-11-09T12.52.54.875,1.760,0.362,0.029,-0.893
1636455174915,2021-11-09T12.52.54.915,1.800,0.364,0.029,-0.892
1636455174955,2021-11-09T12.52.54.955,1.840,0.368,0.029,-0.889
1636455174995,2021-11-09T12.52.54.995,1.880,0.370,0.026,-0.889
1636455175035,2021-11-09T12.52.55.035,1.920,0.367,0.026,-0.890
1636455175075,2021-11-09T12.52.55.075,1.960,0.367,0.030,-0.890
1636455175115,2021-11-09T12.52.55.115,2.000,0.366,0.028,-0.890
1636455175155,2021-11-09T12.52.55.155,2.040,0.364,0.025,-0.892
1636455175195,2021-11-09T12.52.55.195,2.080,0.367,0.024,-0.891
1636455175235,2021-11-09T12.52.55.235,2.120,0.368,0.023,-0.889
1636455175275,2021-11-09T12.52.55.275,2.160,0.365,0.028,-0.890
1636455175315,2021-11-09T12.52.55.315,2.200,0.370,0.031,-0.890
1636455175355,2021-11-09T12.52.55.355,2.240,0.371,0.030,-0.890
