epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636471037689,2021-11-09T17.17.17.689,0.000,0.130,-0.077,-0.995
1636471037729,2021-11-09T17.17.17.729,0.040,0.130,-0.075,-1.004
1636471037769,2021-11-09T17.17.17.769,0.080,0.130,-0.077,-1.001
1636471037809,2021-11-09T17.17.17.809,0.120,0.133,-0.074,-1.002
1636471037849,2021-11-09T17.17.17.849,0.160,0.126,-0.078,-1.000
1636471037889,2021-11-09T17.17.17.889,0.200,0.131,-0.076,-1.004
1636471037929,2021-11-09T17.17.17.929,0.240,0.130,-0.070,-1.001
1636471037969,2021-11-09T17.17.17.969,0.280,0.129,-0.084,-1.001
1636471038009,2021-11-09T17.17.18.009,0.320,0.132,-0.070,-1.003
1636471038049,2021-11-09T17.17.18.049,0.360,0.129,-0.079,-1.001
1636471038089,2021-11-09T17.17.18.089,0.400,0.128,-0.075,-1.001
1636471038129,2021-11-09T17.17.18.129,0.440,0.129,-0.075,-1.001
1636471038169,2021-11-09T17.17.18.169,0.480,0.130,-0.078,-1.001
1636471038209,2021-11-09T17.17.18.209,0.520,0.130,-0.074,-1.002
1636471038249,2021-11-09T17.17.18.249,0.560,0.130,-0.077,-1.003
1636471038289,2021-11-09T17.17.18.289,0.600,0.129,-0.078,-1.001
1636471038329,2021-11-09T17.17.18.329,0.640,0.131,-0.074,-1.000
1636471038369,2021-11-09T17.17.18.369,0.680,0.129,-0.076,-1.000
1636471038409,2021-11-09T17.17.18.409,0.720,0.129,-0.074,-1.001
1636471038449,2021-11-09T17.17.18.449,0.760,0.130,-0.077,-1.001
1636471038489,2021-11-09T17.17.18.489,0.800,0.131,-0.076,-1.000
1636471038529,2021-11-09T17.17.18.529,0.840,0.130,-0.077,-1.001
1636471038569,2021-11-09T17.17.18.569,0.880,0.129,-0.077,-1.002
1636471038609,2021-11-09T17.17.18.609,0.920,0.130,-0.076,-1.001
1636471038649,2021-11-09T17.17.18.649,0.960,0.129,-0.074,-1.001
1636471038689,2021-11-09T17.17.18.689,1.000,0.129,-0.077,-1.001
1636471038729,2021-11-09T17.17.18.729,1.040,0.131,-0.076,-1.001
1636471038769,2021-11-09T17.17.18.769,1.080,0.125,-0.079,-1.000
1636471038809,2021-11-09T17.17.18.809,1.120,0.131,-0.077,-1.001
1636471038849,2021-11-09T17.17.18.849,1.160,0.130,-0.071,-1.002
1636471038889,2021-11-09T17.17.18.889,1.200,0.129,-0.087,-0.999
1636471038929,2021-11-09T17.17.18.929,1.240,0.130,-0.073,-1.003
1636471038969,2021-11-09T17.17.18.969,1.280,0.130,-0.078,-1.000
1636471039009,2021-11-09T17.17.19.009,1.320,0.129,-0.076,-1.000
1636471039049,2021-11-09T17.17.19.049,1.360,0.129,-0.076,-1.001
1636471039089,2021-11-09T17.17.19.089,1.400,0.131,-0.079,-0.999
1636471039129,2021-11-09T17.17.19.129,1.440,0.130,-0.075,-1.001
1636471039169,2021-11-09T17.17.19.169,1.480,0.128,-0.075,-1.001
1636471039209,2021-11-09T17.17.19.209,1.520,0.130,-0.079,-1.002
1636471039249,2021-11-09T17.17.19.249,1.560,0.128,-0.073,-1.002
1636471039289,2021-11-09T17.17.19.289,1.600,0.128,-0.078,-1.000
1636471039329,2021-11-09T17.17.19.329,1.640,0.130,-0.074,-1.001
1636471039369,2021-11-09T17.17.19.369,1.680,0.128,-0.077,-1.001
1636471039409,2021-11-09T17.17.19.409,1.720,0.130,-0.075,-0.999
1636471039449,2021-11-09T17.17.19.449,1.760,0.130,-0.078,-1.001
1636471039489,2021-11-09T17.17.19.489,1.800,0.129,-0.075,-1.001
1636471039529,2021-11-09T17.17.19.529,1.840,0.128,-0.075,-1.000
1636471039569,2021-11-09T17.17.19.569,1.880,0.131,-0.078,-0.999
1636471039609,2021-11-09T17.17.19.609,1.920,0.128,-0.076,-1.000
1636471039649,2021-11-09T17.17.19.649,1.960,0.130,-0.080,-1.001
1636471039689,2021-11-09T17.17.19.689,2.000,0.132,-0.068,-1.002
1636471039729,2021-11-09T17.17.19.729,2.040,0.128,-0.084,-1.000
1636471039769,2021-11-09T17.17.19.769,2.080,0.132,-0.073,-1.002
1636471039809,2021-11-09T17.17.19.809,2.120,0.129,-0.076,-1.000
1636471039849,2021-11-09T17.17.19.849,2.160,0.130,-0.078,-1.000
1636471039889,2021-11-09T17.17.19.889,2.200,0.129,-0.074,-1.000
1636471039929,2021-11-09T17.17.19.929,2.240,0.130,-0.077,-1.001
1636471039969,2021-11-09T17.17.19.969,2.280,0.129,-0.078,-1.000
1636471040009,2021-11-09T17.17.20.009,2.320,0.130,-0.072,-1.001
1636471040049,2021-11-09T17.17.20.049,2.360,0.129,-0.080,-1.000
1636471040089,2021-11-09T17.17.20.089,2.400,0.130,-0.074,-0.999
1636471040129,2021-11-09T17.17.20.129,2.440,0.129,-0.076,-1.001
1636471040169,2021-11-09T17.17.20.169,2.480,0.130,-0.077,-1.000
1636471040209,2021-11-09T17.17.20.209,2.520,0.129,-0.078,-0.999
1636471040249,2021-11-09T17.17.20.249,2.560,0.131,-0.073,-1.001
1636471040289,2021-11-09T17.17.20.289,2.600,0.130,-0.078,-1.001
1636471040329,2021-11-09T17.17.20.329,2.640,0.132,-0.075,-1.001
1636471040369,2021-11-09T17.17.20.369,2.680,0.129,-0.073,-1.000
1636471040409,2021-11-09T17.17.20.409,2.720,0.129,-0.077,-0.999
1636471040449,2021-11-09T17.17.20.449,2.760,0.129,-0.075,-1.002
1636471040489,2021-11-09T17.17.20.489,2.800,0.128,-0.080,-0.999
1636471040529,2021-11-09T17.17.20.529,2.840,0.134,-0.070,-1.002
1636471040569,2021-11-09T17.17.20.569,2.880,0.129,-0.076,-1.001
1636471040609,2021-11-09T17.17.20.609,2.920,0.129,-0.082,-1.002
1636471040649,2021-11-09T17.17.20.649,2.960,0.130,-0.070,-0.999
1636471040689,2021-11-09T17.17.20.689,3.000,0.129,-0.080,-1.002
1636471040729,2021-11-09T17.17.20.729,3.040,0.130,-0.076,-1.001
1636471040769,2021-11-09T17.17.20.769,3.080,0.127,-0.075,-1.002
1636471040809,2021-11-09T17.17.20.809,3.120,0.131,-0.081,-1.000
1636471040849,2021-11-09T17.17.20.849,3.160,0.130,-0.071,-1.000
1636471040889,2021-11-09T17.17.20.889,3.200,0.128,-0.078,-1.000
1636471040929,2021-11-09T17.17.20.929,3.240,0.131,-0.080,-1.002
1636471040969,2021-11-09T17.17.20.969,3.280,0.131,-0.076,-0.998
1636471041009,2021-11-09T17.17.21.009,3.320,0.130,-0.078,-0.999
1636471041049,2021-11-09T17.17.21.049,3.360,0.130,-0.078,-1.004
1636471041089,2021-11-09T17.17.21.089,3.400,0.124,-0.079,-0.999
1636471041129,2021-11-09T17.17.21.129,3.440,0.132,-0.080,-1.001
1636471041169,2021-11-09T17.17.21.169,3.480,0.127,-0.078,-1.002
1636471041209,2021-11-09T17.17.21.209,3.520,0.126,-0.079,-0.999
1636471041249,2021-11-09T17.17.21.249,3.560,0.135,-0.076,-1.000
1636471041289,2021-11-09T17.17.21.289,3.600,0.129,-0.077,-1.005
1636471041329,2021-11-09T17.17.21.329,3.640,0.133,-0.083,-0.995
1636471041369,2021-11-09T17.17.21.369,3.680,0.123,-0.075,-1.003
1636471041409,2021-11-09T17.17.21.409,3.720,0.123,-0.082,-1.004
1636471041449,2021-11-09T17.17.21.449,3.760,0.137,-0.087,-0.997
1636471041489,2021-11-09T17.17.21.489,3.800,0.129,-0.072,-1.002
1636471041529,2021-11-09T17.17.21.529,3.840,0.129,-0.080,-1.002
1636471041569,2021-11-09T17.17.21.569,3.880,0.127,-0.080,-1.001
1636471041609,2021-11-09T17.17.21.609,3.920,0.127,-0.082,-1.001
1636471041649,2021-11-09T17.17.21.649,3.960,0.133,-0.081,-0.999
1636471041689,2021-11-09T17.17.21.689,4.000,0.127,-0.078,-1.003
1636471041729,2021-11-09T17.17.21.729,4.040,0.130,-0.081,-0.999
1636471041769,2021-11-09T17.17.21.769,4.080,0.132,-0.082,-1.001
1636471041809,2021-11-09T17.17.21.809,4.120,0.126,-0.077,-1.000
1636471041849,2021-11-09T17.17.21.849,4.160,0.128,-0.081,-1.000
1636471041889,2021-11-09T17.17.21.889,4.200,0.130,-0.081,-1.000
1636471041929,2021-11-09T17.17.21.929,4.240,0.129,-0.080,-1.000
1636471041969,2021-11-09T17.17.21.969,4.280,0.128,-0.078,-0.999
1636471042009,2021-11-09T17.17.22.009,4.320,0.131,-0.080,-1.001
1636471042049,2021-11-09T17.17.22.049,4.360,0.130,-0.077,-1.002
1636471042089,2021-11-09T17.17.22.089,4.400,0.127,-0.080,-0.998
1636471042129,2021-11-09T17.17.22.129,4.440,0.129,-0.077,-1.001
1636471042169,2021-11-09T17.17.22.169,4.480,0.130,-0.081,-0.998
1636471042209,2021-11-09T17.17.22.209,4.520,0.129,-0.082,-1.001
1636471042249,2021-11-09T17.17.22.249,4.560,0.127,-0.077,-1.002
1636471042289,2021-11-09T17.17.22.289,4.600,0.129,-0.083,-0.999
1636471042329,2021-11-09T17.17.22.329,4.640,0.130,-0.079,-1.000
1636471042369,2021-11-09T17.17.22.369,4.680,0.128,-0.077,-1.001
1636471042409,2021-11-09T17.17.22.409,4.720,0.129,-0.083,-0.999
1636471042449,2021-11-09T17.17.22.449,4.760,0.132,-0.077,-1.001
1636471042489,2021-11-09T17.17.22.489,4.800,0.126,-0.079,-1.001
1636471042529,2021-11-09T17.17.22.529,4.840,0.129,-0.082,-0.999
1636471042569,2021-11-09T17.17.22.569,4.880,0.129,-0.075,-1.001
1636471042609,2021-11-09T17.17.22.609,4.920,0.129,-0.082,-1.000
1636471042649,2021-11-09T17.17.22.649,4.960,0.131,-0.079,-1.000
1636471042689,2021-11-09T17.17.22.689,5.000,0.128,-0.079,-1.001
1636471042729,2021-11-09T17.17.22.729,5.040,0.128,-0.078,-0.999
1636471042769,2021-11-09T17.17.22.769,5.080,0.130,-0.080,-1.002
1636471042809,2021-11-09T17.17.22.809,5.120,0.131,-0.076,-1.000
1636471042849,2021-11-09T17.17.22.849,5.160,0.127,-0.081,-1.000
1636471042889,2021-11-09T17.17.22.889,5.200,0.130,-0.081,-1.002
1636471042929,2021-11-09T17.17.22.929,5.240,0.130,-0.073,-1.002
1636471042969,2021-11-09T17.17.22.969,5.280,0.128,-0.085,-0.998
1636471043009,2021-11-09T17.17.23.009,5.320,0.130,-0.078,-1.001
1636471043049,2021-11-09T17.17.23.049,5.360,0.128,-0.079,-1.000
1636471043089,2021-11-09T17.17.23.089,5.400,0.129,-0.080,-0.999
1636471043129,2021-11-09T17.17.23.129,5.440,0.129,-0.078,-1.001
1636471043169,2021-11-09T17.17.23.169,5.480,0.130,-0.079,-1.000
1636471043209,2021-11-09T17.17.23.209,5.520,0.130,-0.079,-1.001
1636471043249,2021-11-09T17.17.23.249,5.560,0.130,-0.078,-1.002
1636471043289,2021-11-09T17.17.23.289,5.600,0.131,-0.082,-1.000
1636471043329,2021-11-09T17.17.23.329,5.640,0.129,-0.074,-1.001
1636471043369,2021-11-09T17.17.23.369,5.680,0.129,-0.081,-1.000
1636471043409,2021-11-09T17.17.23.409,5.720,0.131,-0.077,-1.000
1636471043449,2021-11-09T17.17.23.449,5.760,0.127,-0.081,-1.000
1636471043489,2021-11-09T17.17.23.489,5.800,0.130,-0.078,-0.999
1636471043529,2021-11-09T17.17.23.529,5.840,0.128,-0.080,-1.001
1636471043569,2021-11-09T17.17.23.569,5.880,0.128,-0.079,-1.001
1636471043609,2021-11-09T17.17.23.609,5.920,0.129,-0.079,-1.000
1636471043649,2021-11-09T17.17.23.649,5.960,0.131,-0.076,-0.998
1636471043689,2021-11-09T17.17.23.689,6.000,0.130,-0.080,-1.001
1636471043729,2021-11-09T17.17.23.729,6.040,0.127,-0.078,-1.001
1636471043769,2021-11-09T17.17.23.769,6.080,0.130,-0.080,-1.000
1636471043809,2021-11-09T17.17.23.809,6.120,0.133,-0.073,-1.002
1636471043849,2021-11-09T17.17.23.849,6.160,0.131,-0.079,-0.999
1636471043889,2021-11-09T17.17.23.889,6.200,0.129,-0.076,-1.001
1636471043929,2021-11-09T17.17.23.929,6.240,0.132,-0.077,-1.001
1636471043969,2021-11-09T17.17.23.969,6.280,0.131,-0.078,-1.000
1636471044009,2021-11-09T17.17.24.009,6.320,0.128,-0.078,-1.002
1636471044049,2021-11-09T17.17.24.049,6.360,0.132,-0.077,-0.999
