epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636448327389,2021-11-09T10:58:47.389,0.000,0.026,0.230,-0.951
1636448327429,2021-11-09T10:58:47.429,0.040,0.027,0.234,-0.961
1636448327469,2021-11-09T10:58:47.469,0.080,0.026,0.232,-0.959
1636448327509,2021-11-09T10:58:47.509,0.120,0.017,0.238,-0.953
1636448327549,2021-11-09T10:58:47.549,0.160,0.025,0.233,-0.957
1636448327589,2021-11-09T10:58:47.589,0.200,0.024,0.235,-0.957
1636448327629,2021-11-09T10:58:47.629,0.240,0.021,0.236,-0.956
1636448327669,2021-11-09T10:58:47.669,0.280,0.020,0.241,-0.955
1636448327709,2021-11-09T10:58:47.709,0.320,0.023,0.241,-0.957
1636448327749,2021-11-09T10:58:47.749,0.360,0.023,0.242,-0.956
1636448327789,2021-11-09T10:58:47.789,0.400,0.022,0.236,-0.955
1636448327829,2021-11-09T10:58:47.829,0.440,0.023,0.240,-0.956
1636448327869,2021-11-09T10:58:47.869,0.480,0.022,0.244,-0.954
1636448327909,2021-11-09T10:58:47.909,0.520,0.021,0.243,-0.953
1636448327949,2021-11-09T10:58:47.949,0.560,0.024,0.242,-0.953
1636448327989,2021-11-09T10:58:47.989,0.600,0.025,0.245,-0.957
1636448328029,2021-11-09T10:58:48.029,0.640,0.022,0.239,-0.954
1636448328069,2021-11-09T10:58:48.069,0.680,0.021,0.244,-0.954
1636448328109,2021-11-09T10:58:48.109,0.720,0.021,0.246,-0.953
1636448328149,2021-11-09T10:58:48.149,0.760,0.019,0.243,-0.952
1636448328189,2021-11-09T10:58:48.189,0.800,0.018,0.245,-0.951
1636448328229,2021-11-09T10:58:48.229,0.840,0.020,0.247,-0.951
1636448328269,2021-11-09T10:58:48.269,0.880,0.022,0.249,-0.953
1636448328309,2021-11-09T10:58:48.309,0.920,0.021,0.251,-0.953
1636448328349,2021-11-09T10:58:48.349,0.960,0.022,0.250,-0.954
1636448328389,2021-11-09T10:58:48.389,1.000,0.021,0.252,-0.951
1636448328429,2021-11-09T10:58:48.429,1.040,0.019,0.253,-0.952
1636448328469,2021-11-09T10:58:48.469,1.080,0.018,0.252,-0.951
1636448328509,2021-11-09T10:58:48.509,1.120,0.020,0.254,-0.951
1636448328549,2021-11-09T10:58:48.549,1.160,0.020,0.253,-0.951
1636448328589,2021-11-09T10:58:48.589,1.200,0.018,0.254,-0.952
1636448328629,2021-11-09T10:58:48.629,1.240,0.018,0.254,-0.950
1636448328669,2021-11-09T10:58:48.669,1.280,0.018,0.255,-0.952
1636448328709,2021-11-09T10:58:48.709,1.320,0.018,0.258,-0.951
1636448328749,2021-11-09T10:58:48.749,1.360,0.016,0.256,-0.950
1636448328789,2021-11-09T10:58:48.789,1.400,0.015,0.254,-0.951
1636448328829,2021-11-09T10:58:48.829,1.440,0.015,0.258,-0.950
1636448328869,2021-11-09T10:58:48.869,1.480,0.013,0.254,-0.949
1636448328909,2021-11-09T10:58:48.909,1.520,0.012,0.255,-0.951
1636448328949,2021-11-09T10:58:48.949,1.560,0.015,0.255,-0.950
1636448328989,2021-11-09T10:58:48.989,1.600,0.016,0.258,-0.949
1636448329029,2021-11-09T10:58:49.029,1.640,0.016,0.260,-0.951
1636448329069,2021-11-09T10:58:49.069,1.680,0.016,0.259,-0.950
1636448329109,2021-11-09T10:58:49.109,1.720,0.019,0.261,-0.950
1636448329149,2021-11-09T10:58:49.149,1.760,0.020,0.265,-0.949
1636448329189,2021-11-09T10:58:49.189,1.800,0.019,0.262,-0.949
1636448329229,2021-11-09T10:58:49.229,1.840,0.021,0.263,-0.949
1636448329269,2021-11-09T10:58:49.269,1.880,0.019,0.264,-0.948
1636448329309,2021-11-09T10:58:49.309,1.920,0.019,0.263,-0.948
1636448329349,2021-11-09T10:58:49.349,1.960,0.021,0.263,-0.948
1636448329389,2021-11-09T10:58:49.389,2.000,0.021,0.261,-0.948
1636448329429,2021-11-09T10:58:49.429,2.040,0.023,0.264,-0.950
1636448329469,2021-11-09T10:58:49.469,2.080,0.025,0.266,-0.948
1636448329509,2021-11-09T10:58:49.509,2.120,0.025,0.264,-0.948
1636448329549,2021-11-09T10:58:49.549,2.160,0.024,0.267,-0.949
1636448329589,2021-11-09T10:58:49.589,2.200,0.024,0.266,-0.949
1636448329629,2021-11-09T10:58:49.629,2.240,0.024,0.264,-0.950
1636448329669,2021-11-09T10:58:49.669,2.280,0.022,0.260,-0.950
1636448329709,2021-11-09T10:58:49.709,2.320,0.021,0.256,-0.951
1636448329749,2021-11-09T10:58:49.749,2.360,0.014,0.251,-0.952
1636448329789,2021-11-09T10:58:49.789,2.400,0.010,0.248,-0.951
1636448329829,2021-11-09T10:58:49.829,2.440,0.010,0.245,-0.952
1636448329869,2021-11-09T10:58:49.869,2.480,0.018,0.238,-0.957
1636448329909,2021-11-09T10:58:49.909,2.520,0.020,0.239,-0.959
1636448329949,2021-11-09T10:58:49.949,2.560,0.011,0.238,-0.956
1636448329989,2021-11-09T10:58:49.989,2.600,0.007,0.231,-0.955
1636448330029,2021-11-09T10:58:50.029,2.640,0.008,0.233,-0.958
1636448330069,2021-11-09T10:58:50.069,2.680,0.007,0.228,-0.958
1636448330109,2021-11-09T10:58:50.109,2.720,0.007,0.228,-0.960
1636448330149,2021-11-09T10:58:50.149,2.760,0.005,0.229,-0.957
1636448330189,2021-11-09T10:58:50.189,2.800,0.003,0.230,-0.958
1636448330229,2021-11-09T10:58:50.229,2.840,-0.001,0.228,-0.958
1636448330269,2021-11-09T10:58:50.269,2.880,-0.002,0.230,-0.958
1636448330309,2021-11-09T10:58:50.309,2.920,-0.004,0.232,-0.955
1636448330349,2021-11-09T10:58:50.349,2.960,-0.003,0.235,-0.958
1636448330389,2021-11-09T10:58:50.389,3.000,-0.007,0.232,-0.958
1636448330429,2021-11-09T10:58:50.429,3.040,-0.020,0.233,-0.953
1636448330469,2021-11-09T10:58:50.469,3.080,-0.018,0.228,-0.949
1636448330509,2021-11-09T10:58:50.509,3.120,0.005,0.244,-0.955
1636448330549,2021-11-09T10:58:50.549,3.160,-0.012,0.265,-0.949
1636448330589,2021-11-09T10:58:50.589,3.200,0.000,0.264,-0.955
1636448330629,2021-11-09T10:58:50.629,3.240,0.010,0.275,-0.954
1636448330669,2021-11-09T10:58:50.669,3.280,0.017,0.231,-0.960
1636448330709,2021-11-09T10:58:50.709,3.320,0.013,0.239,-0.954
1636448330749,2021-11-09T10:58:50.749,3.360,0.021,0.233,-0.960
1636448330789,2021-11-09T10:58:50.789,3.400,0.028,0.231,-0.957
1636448330829,2021-11-09T10:58:50.829,3.440,0.014,0.245,-0.955
1636448330869,2021-11-09T10:58:50.869,3.480,0.006,0.250,-0.954
1636448330909,2021-11-09T10:58:50.909,3.520,0.004,0.238,-0.954
1636448330949,2021-11-09T10:58:50.949,3.560,0.004,0.234,-0.956
1636448330989,2021-11-09T10:58:50.989,3.600,0.000,0.248,-0.956
1636448331029,2021-11-09T10:58:51.029,3.640,-0.008,0.251,-0.953
1636448331069,2021-11-09T10:58:51.069,3.680,0.002,0.240,-0.958
1636448331109,2021-11-09T10:58:51.109,3.720,-0.005,0.257,-0.955
1636448331149,2021-11-09T10:58:51.149,3.760,-0.015,0.245,-0.957
1636448331189,2021-11-09T10:58:51.189,3.800,-0.024,0.238,-0.955
1636448331229,2021-11-09T10:58:51.229,3.840,-0.023,0.240,-0.956
1636448331269,2021-11-09T10:58:51.269,3.880,-0.032,0.247,-0.950
1636448331309,2021-11-09T10:58:51.309,3.920,-0.032,0.248,-0.971
