epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636277317544,2021-11-07T11.28.37.544,0.000,-1.250,0.061,0.152
1636277317584,2021-11-07T11.28.37.584,0.040,-1.006,-0.061,0.061
1636277317624,2021-11-07T11.28.37.624,0.080,-0.335,0.305,0.061
1636277317664,2021-11-07T11.28.37.664,0.120,-0.274,0.366,0.213
1636277317704,2021-11-07T11.28.37.704,0.160,-0.152,-0.274,0.518
1636277317744,2021-11-07T11.28.37.744,0.200,0.244,-0.183,0.579
1636277317784,2021-11-07T11.28.37.784,0.240,0.701,0.030,0.518
1636277317824,2021-11-07T11.28.37.824,0.280,0.213,-0.030,0.396
1636277317864,2021-11-07T11.28.37.864,0.320,0.488,-0.091,-0.091
1636277317904,2021-11-07T11.28.37.904,0.360,0.640,0.213,0.000
1636277317944,2021-11-07T11.28.37.944,0.400,0.823,-0.030,0.030
1636277317984,2021-11-07T11.28.37.984,0.440,0.335,-0.030,0.000
1636277318024,2021-11-07T11.28.38.024,0.480,0.579,-0.030,-0.061
1636277318064,2021-11-07T11.28.38.064,0.520,-0.122,-0.152,0.183
1636277318104,2021-11-07T11.28.38.104,0.560,-1.128,-0.305,0.213
1636277318144,2021-11-07T11.28.38.144,0.600,-1.311,-0.396,0.000
1636277318184,2021-11-07T11.28.38.184,0.640,0.213,0.000,0.305
1636277318224,2021-11-07T11.28.38.224,0.680,0.518,0.244,0.396
1636277318264,2021-11-07T11.28.38.264,0.720,0.091,0.122,0.396
1636277318304,2021-11-07T11.28.38.304,0.760,0.366,-0.061,0.366
1636277318344,2021-11-07T11.28.38.344,0.800,-0.091,-0.061,0.427
1636277318384,2021-11-07T11.28.38.384,0.840,-0.915,0.091,0.579
1636277318424,2021-11-07T11.28.38.424,0.880,-1.159,-0.091,0.305
1636277318464,2021-11-07T11.28.38.464,0.920,-0.030,0.152,0.183
1636277318504,2021-11-07T11.28.38.504,0.960,0.427,0.427,0.579
1636277318544,2021-11-07T11.28.38.544,1.000,0.335,0.366,0.701
1636277318584,2021-11-07T11.28.38.584,1.040,0.732,-0.091,0.640
1636277318624,2021-11-07T11.28.38.624,1.080,0.671,-0.091,0.518
1636277318664,2021-11-07T11.28.38.664,1.120,0.610,-0.122,0.488
1636277318704,2021-11-07T11.28.38.704,1.160,0.183,0.000,0.000
1636277318744,2021-11-07T11.28.38.744,1.200,-0.640,-0.122,-0.274
1636277318784,2021-11-07T11.28.38.784,1.240,-0.640,0.305,-0.274
1636277318824,2021-11-07T11.28.38.824,1.280,-1.250,0.701,0.244
1636277318864,2021-11-07T11.28.38.864,1.320,-0.732,0.396,0.915
1636277318904,2021-11-07T11.28.38.904,1.360,1.006,-0.366,0.793
1636277318944,2021-11-07T11.28.38.944,1.400,-0.061,-0.549,1.159
1636277318984,2021-11-07T11.28.38.984,1.440,-0.610,-0.396,1.189
1636277319024,2021-11-07T11.28.39.024,1.480,-0.549,-0.091,0.823
1636277319064,2021-11-07T11.28.39.064,1.520,-0.823,0.274,0.335
1636277319104,2021-11-07T11.28.39.104,1.560,-0.915,0.396,0.000
1636277319144,2021-11-07T11.28.39.144,1.600,-1.707,0.122,-0.061
1636277319184,2021-11-07T11.28.39.184,1.640,-1.250,0.030,0.274
1636277319224,2021-11-07T11.28.39.224,1.680,-0.183,-0.061,0.701
1636277319264,2021-11-07T11.28.39.264,1.720,-0.183,-0.518,0.884
1636277319304,2021-11-07T11.28.39.304,1.760,-0.213,-0.122,1.037
1636277319344,2021-11-07T11.28.39.344,1.800,0.457,0.305,1.006
1636277319384,2021-11-07T11.28.39.384,1.840,0.579,0.122,0.183
1636277319424,2021-11-07T11.28.39.424,1.880,0.549,0.152,0.000
1636277319464,2021-11-07T11.28.39.464,1.920,-0.030,0.122,0.183
1636277319504,2021-11-07T11.28.39.504,1.960,1.616,-0.030,-0.274
1636277319544,2021-11-07T11.28.39.544,2.000,1.524,-0.183,-0.183
