epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1633957214418,2021-10-11T16.00.14.418,0.000,-0.104,0.050,-0.962
1633957214458,2021-10-11T16.00.14.458,0.040,-0.107,0.049,-0.964
1633957214498,2021-10-11T16.00.14.498,0.080,-0.099,0.055,-0.957
1633957214538,2021-10-11T16.00.14.538,0.120,-0.100,0.056,-0.967
1633957214578,2021-10-11T16.00.14.578,0.160,-0.103,0.055,-0.972
1633957214618,2021-10-11T16.00.14.618,0.200,-0.101,0.052,-0.972
1633957214658,2021-10-11T16.00.14.658,0.240,-0.098,0.051,-0.974
1633957214698,2021-10-11T16.00.14.698,0.280,-0.084,0.058,-0.970
1633957214738,2021-10-11T16.00.14.738,0.320,-0.077,0.045,-0.952
1633957214778,2021-10-11T16.00.14.778,0.360,-0.072,0.048,-0.956
1633957214818,2021-10-11T16.00.14.818,0.400,-0.069,0.037,-0.969
1633957214858,2021-10-11T16.00.14.858,0.440,-0.073,0.047,-0.965
1633957214898,2021-10-11T16.00.14.898,0.480,-0.071,0.048,-0.966
1633957214938,2021-10-11T16.00.14.938,0.520,-0.065,0.048,-0.969
1633957214978,2021-10-11T16.00.14.978,0.560,-0.062,0.050,-0.962
1633957215018,2021-10-11T16.00.15.018,0.600,-0.063,0.051,-0.960
1633957215058,2021-10-11T16.00.15.058,0.640,-0.064,0.049,-0.973
1633957215098,2021-10-11T16.00.15.098,0.680,-0.066,0.046,-0.974
1633957215138,2021-10-11T16.00.15.138,0.720,-0.066,0.039,-0.968
1633957215178,2021-10-11T16.00.15.178,0.760,-0.059,0.036,-0.962
1633957215218,2021-10-11T16.00.15.218,0.800,-0.052,0.039,-0.959
1633957215258,2021-10-11T16.00.15.258,0.840,-0.056,0.048,-0.966
1633957215298,2021-10-11T16.00.15.298,0.880,-0.060,0.046,-0.975
1633957215338,2021-10-11T16.00.15.338,0.920,-0.060,0.049,-0.972
1633957215378,2021-10-11T16.00.15.378,0.960,-0.062,0.048,-0.970
1633957215418,2021-10-11T16.00.15.418,1.000,-0.064,0.042,-0.966
1633957215458,2021-10-11T16.00.15.458,1.040,-0.060,0.038,-0.967
1633957215498,2021-10-11T16.00.15.498,1.080,-0.055,0.034,-0.966
1633957215538,2021-10-11T16.00.15.538,1.120,-0.046,0.044,-0.962
1633957215578,2021-10-11T16.00.15.578,1.160,-0.044,0.057,-0.957
1633957215618,2021-10-11T16.00.15.618,1.200,-0.055,0.062,-0.970
1633957215658,2021-10-11T16.00.15.658,1.240,-0.069,0.050,-0.984
1633957215698,2021-10-11T16.00.15.698,1.280,-0.076,0.046,-0.980
1633957215738,2021-10-11T16.00.15.738,1.320,-0.075,0.038,-0.977
