epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1633958312337,2021-10-11T16.18.32.337,0.000,0.366,0.030,1.098
1633958312347,2021-10-11T16.18.32.347,0.010,0.213,-0.274,1.494
1633958312357,2021-10-11T16.18.32.357,0.020,0.244,-0.335,1.402
1633958312367,2021-10-11T16.18.32.367,0.030,0.274,-0.549,1.189
1633958312377,2021-10-11T16.18.32.377,0.040,0.152,-0.701,1.006
1633958312387,2021-10-11T16.18.32.387,0.050,0.244,-0.457,0.976
1633958312397,2021-10-11T16.18.32.397,0.060,0.854,-0.488,0.884
1633958312407,2021-10-11T16.18.32.407,0.070,1.220,-0.671,0.945
1633958312417,2021-10-11T16.18.32.417,0.080,0.976,-1.037,0.671
1633958312427,2021-10-11T16.18.32.427,0.090,0.427,-1.250,0.366
1633958312437,2021-10-11T16.18.32.437,0.100,0.030,-0.854,0.244
1633958312447,2021-10-11T16.18.32.447,0.110,-0.091,-0.488,0.274
1633958312457,2021-10-11T16.18.32.457,0.120,0.274,-0.183,0.335
1633958312467,2021-10-11T16.18.32.467,0.130,0.396,-0.091,0.457
1633958312477,2021-10-11T16.18.32.477,0.140,-0.122,-0.152,0.305
1633958312487,2021-10-11T16.18.32.487,0.150,-0.854,0.061,0.122
1633958312497,2021-10-11T16.18.32.497,0.160,-1.037,0.396,0.030
1633958312507,2021-10-11T16.18.32.507,0.170,-0.457,0.671,-0.030
1633958312517,2021-10-11T16.18.32.517,0.180,-0.061,0.945,-0.030
1633958312527,2021-10-11T16.18.32.527,0.190,0.122,0.976,0.030
1633958312537,2021-10-11T16.18.32.537,0.200,0.061,0.762,0.030
1633958312547,2021-10-11T16.18.32.547,0.210,-0.457,0.610,0.000
1633958312557,2021-10-11T16.18.32.557,0.220,-0.671,0.396,0.183
1633958312567,2021-10-11T16.18.32.567,0.230,-0.396,0.183,0.396
1633958312577,2021-10-11T16.18.32.577,0.240,0.457,-0.030,0.549
1633958312587,2021-10-11T16.18.32.587,0.250,1.280,-0.427,0.549
1633958312597,2021-10-11T16.18.32.597,0.260,1.494,-1.006,0.427
1633958312607,2021-10-11T16.18.32.607,0.270,0.915,-1.616,0.488
1633958312617,2021-10-11T16.18.32.617,0.280,0.000,-1.738,0.701
1633958312627,2021-10-11T16.18.32.627,0.290,-0.610,-1.372,0.762
1633958312637,2021-10-11T16.18.32.637,0.300,-0.793,-1.311,0.915
1633958312647,2021-10-11T16.18.32.647,0.310,-0.488,-1.402,1.220
1633958312657,2021-10-11T16.18.32.657,0.320,-0.274,-1.463,1.372
1633958312667,2021-10-11T16.18.32.667,0.330,-0.732,-1.646,1.250
