epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1633952650533,2021-10-11T14.44.10.533,0.000,0.079,-0.123,-0.953
1633952650573,2021-10-11T14.44.10.573,0.040,0.078,-0.126,-0.954
1633952650613,2021-10-11T14.44.10.613,0.080,0.076,-0.121,-0.952
1633952650653,2021-10-11T14.44.10.653,0.120,0.078,-0.123,-0.954
1633952650693,2021-10-11T14.44.10.693,0.160,0.080,-0.127,-0.957
1633952650733,2021-10-11T14.44.10.733,0.200,0.080,-0.123,-0.958
1633952650773,2021-10-11T14.44.10.773,0.240,0.080,-0.120,-0.957
1633952650813,2021-10-11T14.44.10.813,0.280,0.083,-0.119,-0.953
1633952650853,2021-10-11T14.44.10.853,0.320,0.080,-0.121,-0.954
1633952650893,2021-10-11T14.44.10.893,0.360,0.078,-0.121,-0.959
1633952650933,2021-10-11T14.44.10.933,0.400,0.080,-0.126,-0.957
1633952650973,2021-10-11T14.44.10.973,0.440,0.078,-0.124,-0.953
1633952651013,2021-10-11T14.44.11.013,0.480,0.078,-0.124,-0.952
1633952651053,2021-10-11T14.44.11.053,0.520,0.078,-0.126,-0.964
1633952651093,2021-10-11T14.44.11.093,0.560,0.079,-0.127,-0.965
1633952651133,2021-10-11T14.44.11.133,0.600,0.080,-0.122,-0.958
1633952651173,2021-10-11T14.44.11.173,0.640,0.084,-0.116,-0.947
1633952651213,2021-10-11T14.44.11.213,0.680,0.079,-0.120,-0.948
1633952651253,2021-10-11T14.44.11.253,0.720,0.081,-0.124,-0.953
1633952651293,2021-10-11T14.44.11.293,0.760,0.083,-0.125,-0.958
1633952651333,2021-10-11T14.44.11.333,0.800,0.079,-0.123,-0.961
1633952651373,2021-10-11T14.44.11.373,0.840,0.079,-0.123,-0.962
1633952651413,2021-10-11T14.44.11.413,0.880,0.085,-0.130,-0.954
1633952651453,2021-10-11T14.44.11.453,0.920,0.085,-0.123,-0.944
1633952651493,2021-10-11T14.44.11.493,0.960,0.088,-0.121,-0.946
1633952651533,2021-10-11T14.44.11.533,1.000,0.087,-0.122,-0.952
1633952651573,2021-10-11T14.44.11.573,1.040,0.086,-0.125,-0.957
1633952651613,2021-10-11T14.44.11.613,1.080,0.090,-0.129,-0.955
1633952651653,2021-10-11T14.44.11.653,1.120,0.090,-0.125,-0.953
1633952651693,2021-10-11T14.44.11.693,1.160,0.087,-0.126,-0.953
1633952651733,2021-10-11T14.44.11.733,1.200,0.083,-0.127,-0.954
1633952651773,2021-10-11T14.44.11.773,1.240,0.082,-0.127,-0.950
1633952651813,2021-10-11T14.44.11.813,1.280,0.084,-0.129,-0.952
1633952651853,2021-10-11T14.44.11.853,1.320,0.084,-0.129,-0.955
1633952651893,2021-10-11T14.44.11.893,1.360,0.085,-0.130,-0.957
1633952651933,2021-10-11T14.44.11.933,1.400,0.084,-0.127,-0.957
1633952651973,2021-10-11T14.44.11.973,1.440,0.083,-0.124,-0.953
1633952652013,2021-10-11T14.44.12.013,1.480,0.082,-0.129,-0.957
1633952652053,2021-10-11T14.44.12.053,1.520,0.080,-0.129,-0.962
1633952652093,2021-10-11T14.44.12.093,1.560,0.083,-0.126,-0.959
1633952652133,2021-10-11T14.44.12.133,1.600,0.083,-0.123,-0.949
1633952652173,2021-10-11T14.44.12.173,1.640,0.079,-0.124,-0.945
1633952652213,2021-10-11T14.44.12.213,1.680,0.078,-0.128,-0.948
1633952652253,2021-10-11T14.44.12.253,1.720,0.082,-0.136,-0.960
1633952652293,2021-10-11T14.44.12.293,1.760,0.082,-0.135,-0.965
1633952652333,2021-10-11T14.44.12.333,1.800,0.085,-0.127,-0.955
1633952652373,2021-10-11T14.44.12.373,1.840,0.083,-0.124,-0.949
1633952652413,2021-10-11T14.44.12.413,1.880,0.083,-0.122,-0.950
1633952652453,2021-10-11T14.44.12.453,1.920,0.083,-0.128,-0.955
1633952652493,2021-10-11T14.44.12.493,1.960,0.083,-0.129,-0.956
1633952652533,2021-10-11T14.44.12.533,2.000,0.082,-0.130,-0.955
1633952652573,2021-10-11T14.44.12.573,2.040,0.080,-0.129,-0.952
1633952652613,2021-10-11T14.44.12.613,2.080,0.081,-0.128,-0.951
1633952652653,2021-10-11T14.44.12.653,2.120,0.084,-0.123,-0.953
1633952652693,2021-10-11T14.44.12.693,2.160,0.084,-0.125,-0.954
1633952652733,2021-10-11T14.44.12.733,2.200,0.080,-0.127,-0.959
