epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1633954699761,2021-10-11T15.18.19.761,0.000,-0.072,0.083,-0.959
1633954699801,2021-10-11T15.18.19.801,0.040,-0.065,0.086,-0.971
1633954699841,2021-10-11T15.18.19.841,0.080,-0.058,0.096,-0.964
1633954699881,2021-10-11T15.18.19.881,0.120,-0.062,0.105,-0.968
1633954699921,2021-10-11T15.18.19.921,0.160,-0.073,0.114,-0.967
1633954699961,2021-10-11T15.18.19.961,0.200,-0.068,0.104,-0.949
1633954700001,2021-10-11T15.18.20.001,0.240,-0.069,0.096,-0.959
1633954700041,2021-10-11T15.18.20.041,0.280,-0.068,0.090,-0.976
1633954700081,2021-10-11T15.18.20.081,0.320,-0.062,0.084,-0.959
1633954700121,2021-10-11T15.18.20.121,0.360,-0.069,0.090,-0.957
1633954700161,2021-10-11T15.18.20.161,0.400,-0.072,0.084,-0.964
1633954700201,2021-10-11T15.18.20.201,0.440,-0.071,0.085,-0.948
1633954700241,2021-10-11T15.18.20.241,0.480,-0.062,0.072,-0.941
1633954700281,2021-10-11T15.18.20.281,0.520,-0.066,0.081,-0.963
1633954700321,2021-10-11T15.18.20.321,0.560,-0.062,0.085,-0.985
1633954700361,2021-10-11T15.18.20.361,0.600,-0.045,0.080,-0.962
1633954700401,2021-10-11T15.18.20.401,0.640,-0.058,0.099,-0.968
1633954700441,2021-10-11T15.18.20.441,0.680,-0.063,0.110,-0.966
1633954700481,2021-10-11T15.18.20.481,0.720,-0.061,0.110,-0.952
1633954700521,2021-10-11T15.18.20.521,0.760,-0.065,0.097,-0.959
1633954700561,2021-10-11T15.18.20.561,0.800,-0.059,0.087,-0.956
1633954700601,2021-10-11T15.18.20.601,0.840,-0.059,0.078,-0.967
1633954700641,2021-10-11T15.18.20.641,0.880,-0.060,0.060,-0.975
1633954700681,2021-10-11T15.18.20.681,0.920,-0.072,0.078,-0.971
1633954700721,2021-10-11T15.18.20.721,0.960,-0.066,0.073,-0.953
1633954700761,2021-10-11T15.18.20.761,1.000,-0.064,0.089,-0.944
1633954700801,2021-10-11T15.18.20.801,1.040,-0.063,0.087,-0.975
1633954700841,2021-10-11T15.18.20.841,1.080,-0.060,0.093,-0.965
1633954700881,2021-10-11T15.18.20.881,1.120,-0.059,0.098,-0.955
1633954700921,2021-10-11T15.18.20.921,1.160,-0.062,0.097,-0.956
1633954700961,2021-10-11T15.18.20.961,1.200,-0.060,0.095,-0.967
1633954701001,2021-10-11T15.18.21.001,1.240,-0.056,0.078,-0.961
1633954701041,2021-10-11T15.18.21.041,1.280,-0.059,0.085,-0.957
1633954701081,2021-10-11T15.18.21.081,1.320,-0.063,0.082,-0.970
1633954701121,2021-10-11T15.18.21.121,1.360,-0.056,0.078,-0.956
1633954701161,2021-10-11T15.18.21.161,1.400,-0.058,0.090,-0.956
1633954701201,2021-10-11T15.18.21.201,1.440,-0.057,0.093,-0.963
1633954701241,2021-10-11T15.18.21.241,1.480,-0.063,0.101,-0.963
1633954701281,2021-10-11T15.18.21.281,1.520,-0.063,0.090,-0.957
1633954701321,2021-10-11T15.18.21.321,1.560,-0.062,0.094,-0.956
1633954701361,2021-10-11T15.18.21.361,1.600,-0.059,0.088,-0.964
1633954701401,2021-10-11T15.18.21.401,1.640,-0.066,0.093,-0.966
1633954701441,2021-10-11T15.18.21.441,1.680,-0.070,0.082,-0.970
1633954701481,2021-10-11T15.18.21.481,1.720,-0.063,0.041,-0.984
1633954701521,2021-10-11T15.18.21.521,1.760,-0.059,0.045,-0.999
1633954701561,2021-10-11T15.18.21.561,1.800,-0.078,0.112,-0.987
1633954701601,2021-10-11T15.18.21.601,1.840,-0.088,0.131,-0.959
1633954701641,2021-10-11T15.18.21.641,1.880,-0.051,0.104,-0.901
1633954701681,2021-10-11T15.18.21.681,1.920,-0.033,0.122,-0.858
1633954701721,2021-10-11T15.18.21.721,1.960,-0.065,0.151,-0.918
1633954701761,2021-10-11T15.18.21.761,2.000,-0.077,0.105,-1.004
1633954701801,2021-10-11T15.18.21.801,2.040,-0.065,0.066,-1.019
1633954701841,2021-10-11T15.18.21.841,2.080,-0.047,0.051,-0.998
1633954701881,2021-10-11T15.18.21.881,2.120,-0.025,0.011,-0.959
1633954701921,2021-10-11T15.18.21.921,2.160,-0.011,0.005,-0.933
1633954701961,2021-10-11T15.18.21.961,2.200,-0.059,0.022,-1.011
1633954702001,2021-10-11T15.18.22.001,2.240,-0.067,0.055,-0.995
1633954702041,2021-10-11T15.18.22.041,2.280,-0.038,0.042,-0.907
1633954702081,2021-10-11T15.18.22.081,2.320,-0.044,0.052,-0.914
1633954702121,2021-10-11T15.18.22.121,2.360,-0.068,0.076,-0.983
1633954702161,2021-10-11T15.18.22.161,2.400,-0.066,0.075,-0.988
1633954702201,2021-10-11T15.18.22.201,2.440,-0.062,0.074,-0.961
1633954702241,2021-10-11T15.18.22.241,2.480,-0.055,0.060,-0.955
1633954702281,2021-10-11T15.18.22.281,2.520,-0.052,0.054,-0.979
1633954702321,2021-10-11T15.18.22.321,2.560,-0.050,0.047,-0.978
1633954702361,2021-10-11T15.18.22.361,2.600,-0.042,0.044,-0.944
1633954702401,2021-10-11T15.18.22.401,2.640,-0.039,0.064,-0.935
1633954702441,2021-10-11T15.18.22.441,2.680,-0.048,0.068,-0.957
1633954702481,2021-10-11T15.18.22.481,2.720,-0.063,0.069,-0.987
1633954702521,2021-10-11T15.18.22.521,2.760,-0.063,0.052,-0.979
1633954702561,2021-10-11T15.18.22.561,2.800,-0.062,0.054,-0.963
1633954702601,2021-10-11T15.18.22.601,2.840,-0.066,0.065,-0.970
1633954702641,2021-10-11T15.18.22.641,2.880,-0.056,0.066,-0.974
1633954702681,2021-10-11T15.18.22.681,2.920,-0.057,0.059,-0.979
1633954702721,2021-10-11T15.18.22.721,2.960,-0.051,0.060,-0.959
1633954702761,2021-10-11T15.18.22.761,3.000,-0.044,0.060,-0.934
1633954702801,2021-10-11T15.18.22.801,3.040,-0.049,0.068,-0.964
1633954702841,2021-10-11T15.18.22.841,3.080,-0.046,0.053,-0.978
1633954702881,2021-10-11T15.18.22.881,3.120,-0.049,0.060,-0.965
1633954702921,2021-10-11T15.18.22.921,3.160,-0.055,0.067,-0.965
1633954702961,2021-10-11T15.18.22.961,3.200,-0.056,0.068,-0.960
1633954703001,2021-10-11T15.18.23.001,3.240,-0.055,0.069,-0.962
1633954703041,2021-10-11T15.18.23.041,3.280,-0.043,0.052,-0.956
1633954703081,2021-10-11T15.18.23.081,3.320,-0.044,0.065,-0.962
1633954703121,2021-10-11T15.18.23.121,3.360,-0.037,0.064,-0.968
1633954703161,2021-10-11T15.18.23.161,3.400,-0.047,0.069,-0.964
1633954703201,2021-10-11T15.18.23.201,3.440,-0.058,0.059,-0.962
1633954703241,2021-10-11T15.18.23.241,3.480,-0.053,0.052,-0.955
