epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1633952650442,2021-10-11T14.44.10.442,0.000,-0.244,0.091,0.823
1633952650462,2021-10-11T14.44.10.462,0.020,-0.122,-0.274,0.518
1633952650482,2021-10-11T14.44.10.482,0.040,0.152,0.183,0.976
1633952650502,2021-10-11T14.44.10.502,0.060,0.000,-0.152,0.945
1633952650522,2021-10-11T14.44.10.522,0.080,0.610,0.213,0.549
1633952650542,2021-10-11T14.44.10.542,0.100,0.457,0.671,0.549
1633952650562,2021-10-11T14.44.10.562,0.120,-1.098,0.091,0.274
1633952650582,2021-10-11T14.44.10.582,0.140,-0.152,0.305,0.305
1633952650602,2021-10-11T14.44.10.602,0.160,0.671,0.244,0.640
1633952650622,2021-10-11T14.44.10.622,0.180,-0.305,-0.274,0.915
1633952650642,2021-10-11T14.44.10.642,0.200,-0.030,-0.183,1.006
1633952650662,2021-10-11T14.44.10.662,0.220,0.701,0.396,0.701
1633952650682,2021-10-11T14.44.10.682,0.240,-0.091,0.091,0.457
1633952650702,2021-10-11T14.44.10.702,0.260,-0.610,-0.274,0.061
1633952650722,2021-10-11T14.44.10.722,0.280,0.122,0.183,0.000
1633952650742,2021-10-11T14.44.10.742,0.300,0.640,0.396,0.213
1633952650762,2021-10-11T14.44.10.762,0.320,-0.213,0.152,0.762
1633952650782,2021-10-11T14.44.10.782,0.340,-0.976,0.274,0.823
1633952650802,2021-10-11T14.44.10.802,0.360,0.091,0.305,0.701
1633952650822,2021-10-11T14.44.10.822,0.380,0.579,-0.122,0.823
1633952650842,2021-10-11T14.44.10.842,0.400,-0.366,-0.762,0.945
1633952650862,2021-10-11T14.44.10.862,0.420,-0.274,-0.091,0.976
1633952650882,2021-10-11T14.44.10.882,0.440,0.488,0.610,0.762
1633952650902,2021-10-11T14.44.10.902,0.460,0.518,0.335,0.579
1633952650922,2021-10-11T14.44.10.922,0.480,-0.335,0.152,0.640
1633952650942,2021-10-11T14.44.10.942,0.500,-0.732,0.213,0.640
1633952650962,2021-10-11T14.44.10.962,0.520,-0.396,0.122,0.518
1633952650982,2021-10-11T14.44.10.982,0.540,0.884,-0.244,0.274
1633952651002,2021-10-11T14.44.11.002,0.560,1.220,-0.091,0.122
1633952651022,2021-10-11T14.44.11.022,0.580,-0.518,-0.274,0.457
1633952651042,2021-10-11T14.44.11.042,0.600,-1.098,-0.610,0.762
1633952651062,2021-10-11T14.44.11.062,0.620,0.183,0.061,0.518
1633952651082,2021-10-11T14.44.11.082,0.640,0.366,0.823,0.091
1633952651102,2021-10-11T14.44.11.102,0.660,-0.610,1.280,-0.152
1633952651122,2021-10-11T14.44.11.122,0.680,-0.610,1.799,-0.091
1633952651142,2021-10-11T14.44.11.142,0.700,-0.152,1.860,0.091
1633952651162,2021-10-11T14.44.11.162,0.720,0.030,0.701,0.396
1633952651182,2021-10-11T14.44.11.182,0.740,0.427,0.000,0.732
1633952651202,2021-10-11T14.44.11.202,0.760,0.793,0.457,0.945
1633952651222,2021-10-11T14.44.11.222,0.780,0.000,0.366,0.884
1633952651242,2021-10-11T14.44.11.242,0.800,-0.213,0.213,1.067
1633952651262,2021-10-11T14.44.11.262,0.820,0.823,0.732,1.067
1633952651282,2021-10-11T14.44.11.282,0.840,0.579,-0.122,0.762
1633952651302,2021-10-11T14.44.11.302,0.860,-0.488,-0.457,0.488
1633952651322,2021-10-11T14.44.11.322,0.880,0.122,0.640,0.396
1633952651342,2021-10-11T14.44.11.342,0.900,0.427,1.524,0.335
1633952651362,2021-10-11T14.44.11.362,0.920,-0.183,1.860,0.457
1633952651382,2021-10-11T14.44.11.382,0.940,1.677,1.951,0.396
1633952651402,2021-10-11T14.44.11.402,0.960,0.854,1.433,-0.122
1633952651422,2021-10-11T14.44.11.422,0.980,-0.122,0.915,-0.488
1633952651442,2021-10-11T14.44.11.442,1.000,0.518,1.707,-0.091
1633952651462,2021-10-11T14.44.11.462,1.020,-0.274,0.915,-0.030
1633952651482,2021-10-11T14.44.11.482,1.040,-0.183,-0.427,-0.091
1633952651502,2021-10-11T14.44.11.502,1.060,0.884,-0.183,0.366
1633952651522,2021-10-11T14.44.11.522,1.080,1.098,-0.091,0.915
1633952651542,2021-10-11T14.44.11.542,1.100,0.366,-0.335,1.189
1633952651562,2021-10-11T14.44.11.562,1.120,0.579,0.274,1.006
1633952651582,2021-10-11T14.44.11.582,1.140,1.098,0.793,0.610
1633952651602,2021-10-11T14.44.11.602,1.160,-0.183,0.091,0.762
1633952651622,2021-10-11T14.44.11.622,1.180,-0.396,-0.274,1.220
1633952651642,2021-10-11T14.44.11.642,1.200,0.823,-0.061,1.372
1633952651662,2021-10-11T14.44.11.662,1.220,0.274,-0.244,1.280
1633952651682,2021-10-11T14.44.11.682,1.240,0.183,-0.305,1.341
1633952651702,2021-10-11T14.44.11.702,1.260,0.366,-0.152,1.494
1633952651722,2021-10-11T14.44.11.722,1.280,-0.457,-0.213,1.341
1633952651742,2021-10-11T14.44.11.742,1.300,-0.061,-0.335,0.976
1633952651762,2021-10-11T14.44.11.762,1.320,0.274,-0.122,0.915
1633952651782,2021-10-11T14.44.11.782,1.340,-0.366,-0.671,0.915
1633952651802,2021-10-11T14.44.11.802,1.360,-0.549,-1.189,0.976
1633952651822,2021-10-11T14.44.11.822,1.380,-0.061,-0.701,0.915
1633952651842,2021-10-11T14.44.11.842,1.400,0.305,-0.396,0.884
1633952651862,2021-10-11T14.44.11.862,1.420,-0.152,-0.396,0.762
1633952651882,2021-10-11T14.44.11.882,1.440,-0.366,-0.579,0.610
