epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1633956705099,2021-10-11T15.51.45.099,0.000,0.091,0.213,0.152
1633956705109,2021-10-11T15.51.45.109,0.010,0.366,0.396,0.396
1633956705119,2021-10-11T15.51.45.119,0.020,0.396,0.427,0.396
1633956705129,2021-10-11T15.51.45.129,0.030,0.976,0.854,0.244
1633956705139,2021-10-11T15.51.45.139,0.040,1.829,1.280,-0.030
1633956705149,2021-10-11T15.51.45.149,0.050,2.835,1.372,-0.396
1633956705159,2021-10-11T15.51.45.159,0.060,3.049,1.006,-0.671
1633956705169,2021-10-11T15.51.45.169,0.070,2.043,0.732,-0.610
1633956705179,2021-10-11T15.51.45.179,0.080,0.915,0.671,-0.579
1633956705189,2021-10-11T15.51.45.189,0.090,0.518,0.579,-0.305
1633956705199,2021-10-11T15.51.45.199,0.100,0.732,0.518,-0.274
1633956705209,2021-10-11T15.51.45.209,0.110,1.341,0.457,-0.457
1633956705219,2021-10-11T15.51.45.219,0.120,2.256,0.518,-0.640
1633956705229,2021-10-11T15.51.45.229,0.130,2.378,0.671,-0.884
1633956705239,2021-10-11T15.51.45.239,0.140,2.256,0.518,-0.701
1633956705249,2021-10-11T15.51.45.249,0.150,1.555,0.213,-0.274
1633956705259,2021-10-11T15.51.45.259,0.160,0.366,0.152,-0.091
1633956705269,2021-10-11T15.51.45.269,0.170,0.122,0.305,0.061
1633956705279,2021-10-11T15.51.45.279,0.180,0.427,0.091,0.274
1633956705289,2021-10-11T15.51.45.289,0.190,1.006,-0.122,0.427
1633956705299,2021-10-11T15.51.45.299,0.200,1.311,-0.335,0.610
1633956705309,2021-10-11T15.51.45.309,0.210,0.610,-0.213,0.701
1633956705319,2021-10-11T15.51.45.319,0.220,-0.122,0.122,0.396
1633956705329,2021-10-11T15.51.45.329,0.230,-0.366,0.244,0.244
1633956705339,2021-10-11T15.51.45.339,0.240,-0.213,0.274,0.305
1633956705349,2021-10-11T15.51.45.349,0.250,0.152,0.213,0.305
1633956705359,2021-10-11T15.51.45.359,0.260,0.061,0.152,0.213
1633956705369,2021-10-11T15.51.45.369,0.270,-0.701,-0.091,0.396
1633956705379,2021-10-11T15.51.45.379,0.280,-1.189,-0.274,0.518
1633956705389,2021-10-11T15.51.45.389,0.290,-1.372,-0.427,0.427
1633956705399,2021-10-11T15.51.45.399,0.300,-0.915,-0.518,0.335
1633956705409,2021-10-11T15.51.45.409,0.310,-0.335,-0.396,0.518
1633956705419,2021-10-11T15.51.45.419,0.320,0.152,-0.091,0.701
1633956705429,2021-10-11T15.51.45.429,0.330,0.793,0.305,0.671
1633956705439,2021-10-11T15.51.45.439,0.340,0.945,0.335,0.488
1633956705449,2021-10-11T15.51.45.449,0.350,0.396,0.091,0.488
1633956705459,2021-10-11T15.51.45.459,0.360,-0.305,-0.061,0.549
1633956705469,2021-10-11T15.51.45.469,0.370,-0.793,-0.305,0.518
1633956705479,2021-10-11T15.51.45.479,0.380,-1.037,-0.366,0.305
1633956705489,2021-10-11T15.51.45.489,0.390,-1.037,-0.549,0.366
