epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1633953867284,2021-10-11T15.04.27.284,0.000,0.610,-0.183,0.762
1633953867294,2021-10-11T15.04.27.294,0.010,0.549,-0.091,0.488
1633953867304,2021-10-11T15.04.27.304,0.020,0.762,0.061,0.549
1633953867314,2021-10-11T15.04.27.314,0.030,0.793,0.061,0.549
1633953867324,2021-10-11T15.04.27.324,0.040,-0.091,-0.061,0.732
1633953867334,2021-10-11T15.04.27.334,0.050,-0.671,-0.091,0.518
1633953867344,2021-10-11T15.04.27.344,0.060,-0.122,0.061,0.457
1633953867354,2021-10-11T15.04.27.354,0.070,0.579,0.000,0.610
1633953867364,2021-10-11T15.04.27.364,0.080,0.915,-0.274,0.579
1633953867374,2021-10-11T15.04.27.374,0.090,0.762,-0.152,0.579
1633953867384,2021-10-11T15.04.27.384,0.100,0.335,0.000,0.579
1633953867394,2021-10-11T15.04.27.394,0.110,0.518,0.091,0.610
1633953867404,2021-10-11T15.04.27.404,0.120,1.402,0.488,0.793
1633953867414,2021-10-11T15.04.27.414,0.130,2.073,0.701,1.006
1633953867424,2021-10-11T15.04.27.424,0.140,1.250,0.305,0.762
1633953867434,2021-10-11T15.04.27.434,0.150,-0.457,0.000,0.579
1633953867444,2021-10-11T15.04.27.444,0.160,-0.976,-0.122,0.549
1633953867454,2021-10-11T15.04.27.454,0.170,0.305,-0.122,0.732
1633953867464,2021-10-11T15.04.27.464,0.180,1.372,-0.305,1.037
1633953867474,2021-10-11T15.04.27.474,0.190,0.762,-0.366,1.128
1633953867484,2021-10-11T15.04.27.484,0.200,-0.457,-0.518,1.037
1633953867494,2021-10-11T15.04.27.494,0.210,-1.128,-0.762,1.098
1633953867504,2021-10-11T15.04.27.504,0.220,-0.488,-0.579,1.280
1633953867514,2021-10-11T15.04.27.514,0.230,0.457,-0.091,1.402
1633953867524,2021-10-11T15.04.27.524,0.240,1.006,0.335,1.463
1633953867534,2021-10-11T15.04.27.534,0.250,0.793,0.366,1.402
1633953867544,2021-10-11T15.04.27.544,0.260,0.610,0.091,1.372
1633953867554,2021-10-11T15.04.27.554,0.270,0.335,-0.061,1.128
1633953867564,2021-10-11T15.04.27.564,0.280,-0.244,-0.244,0.823
1633953867574,2021-10-11T15.04.27.574,0.290,-0.427,-0.640,0.823
1633953867584,2021-10-11T15.04.27.584,0.300,0.152,-0.732,0.854
1633953867594,2021-10-11T15.04.27.594,0.310,0.213,-0.427,0.671
1633953867604,2021-10-11T15.04.27.604,0.320,-0.854,-1.037,0.701
1633953867614,2021-10-11T15.04.27.614,0.330,-1.555,-1.189,0.762
1633953867624,2021-10-11T15.04.27.624,0.340,-0.732,-0.640,1.037
1633953867634,2021-10-11T15.04.27.634,0.350,0.427,0.030,1.280
1633953867644,2021-10-11T15.04.27.644,0.360,1.433,0.671,1.250
1633953867654,2021-10-11T15.04.27.654,0.370,1.860,1.067,1.463
1633953867664,2021-10-11T15.04.27.664,0.380,1.738,1.311,1.372
1633953867674,2021-10-11T15.04.27.674,0.390,1.341,1.646,1.220
1633953867684,2021-10-11T15.04.27.684,0.400,0.457,1.463,1.159
