epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1633957214237,2021-10-11T16.00.14.237,0.000,0.701,-0.274,0.305
1633957214247,2021-10-11T16.00.14.247,0.010,0.823,-0.274,0.061
1633957214257,2021-10-11T16.00.14.257,0.020,0.061,-0.244,0.274
1633957214267,2021-10-11T16.00.14.267,0.030,-0.671,-0.122,0.518
1633957214277,2021-10-11T16.00.14.277,0.040,-0.823,-0.213,0.488
1633957214287,2021-10-11T16.00.14.287,0.050,-0.610,-0.274,0.152
1633957214297,2021-10-11T16.00.14.297,0.060,0.030,-0.183,-0.122
1633957214307,2021-10-11T16.00.14.307,0.070,0.823,0.091,-0.030
1633957214317,2021-10-11T16.00.14.317,0.080,1.067,0.457,0.427
1633957214327,2021-10-11T16.00.14.327,0.090,0.640,0.823,0.793
1633957214337,2021-10-11T16.00.14.337,0.100,-0.030,0.945,0.762
1633957214347,2021-10-11T16.00.14.347,0.110,0.000,0.854,0.610
1633957214357,2021-10-11T16.00.14.357,0.120,0.396,0.671,0.244
1633957214367,2021-10-11T16.00.14.367,0.130,0.762,0.579,0.091
1633957214377,2021-10-11T16.00.14.377,0.140,0.854,0.823,0.000
1633957214387,2021-10-11T16.00.14.387,0.150,0.549,0.976,-0.152
1633957214397,2021-10-11T16.00.14.397,0.160,0.122,0.945,-0.274
1633957214407,2021-10-11T16.00.14.407,0.170,-0.213,0.640,-0.335
1633957214417,2021-10-11T16.00.14.417,0.180,-0.274,0.183,-0.122
1633957214427,2021-10-11T16.00.14.427,0.190,-0.061,-0.213,0.122
1633957214437,2021-10-11T16.00.14.437,0.200,0.640,-0.457,0.000
1633957214447,2021-10-11T16.00.14.447,0.210,1.402,-0.671,0.000
1633957214457,2021-10-11T16.00.14.457,0.220,1.433,-0.884,0.091
1633957214467,2021-10-11T16.00.14.467,0.230,1.341,-0.701,-0.183
1633957214477,2021-10-11T16.00.14.477,0.240,2.378,1.524,-0.884
1633957214487,2021-10-11T16.00.14.487,0.250,2.256,1.402,-1.280
1633957214497,2021-10-11T16.00.14.497,0.260,1.128,1.128,-0.427
1633957214507,2021-10-11T16.00.14.507,0.270,1.402,3.659,-0.457
1633957214517,2021-10-11T16.00.14.517,0.280,3.872,3.598,-1.250
1633957214527,2021-10-11T16.00.14.527,0.290,3.079,3.567,-0.732
1633957214537,2021-10-11T16.00.14.537,0.300,1.799,4.787,-1.189
1633957214547,2021-10-11T16.00.14.547,0.310,1.524,9.299,-2.104
1633957214557,2021-10-11T16.00.14.557,0.320,-0.945,12.256,-3.659
1633957214567,2021-10-11T16.00.14.567,0.330,-2.470,11.768,-2.988
1633957214577,2021-10-11T16.00.14.577,0.340,-2.713,12.652,-3.140
1633957214587,2021-10-11T16.00.14.587,0.350,-6.402,12.591,-0.457
1633957214597,2021-10-11T16.00.14.597,0.360,-3.720,11.463,-0.976
1633957214607,2021-10-11T16.00.14.607,0.370,0.640,10.976,-0.732
1633957214617,2021-10-11T16.00.14.617,0.380,2.043,10.091,-2.012
1633957214627,2021-10-11T16.00.14.627,0.390,0.396,7.317,-1.037
1633957214637,2021-10-11T16.00.14.637,0.400,-0.396,5.884,0.274
1633957214647,2021-10-11T16.00.14.647,0.410,-0.976,5.640,0.610
