epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1633954236998,2021-10-11T15.10.36.998,0.000,-0.036,0.123,-0.957
1633954237038,2021-10-11T15.10.37.038,0.040,-0.033,0.125,-0.960
1633954237078,2021-10-11T15.10.37.078,0.080,-0.039,0.147,-0.963
1633954237118,2021-10-11T15.10.37.118,0.120,-0.028,0.113,-0.951
1633954237158,2021-10-11T15.10.37.158,0.160,-0.031,0.125,-0.960
1633954237198,2021-10-11T15.10.37.198,0.200,-0.037,0.124,-0.967
1633954237238,2021-10-11T15.10.37.238,0.240,-0.030,0.113,-0.956
1633954237278,2021-10-11T15.10.37.278,0.280,-0.036,0.122,-0.955
1633954237318,2021-10-11T15.10.37.318,0.320,-0.028,0.118,-0.970
1633954237358,2021-10-11T15.10.37.358,0.360,-0.030,0.109,-0.966
1633954237398,2021-10-11T15.10.37.398,0.400,-0.030,0.124,-0.949
1633954237438,2021-10-11T15.10.37.438,0.440,-0.033,0.118,-0.958
1633954237478,2021-10-11T15.10.37.478,0.480,-0.032,0.112,-0.962
1633954237518,2021-10-11T15.10.37.518,0.520,-0.034,0.125,-0.962
1633954237558,2021-10-11T15.10.37.558,0.560,-0.030,0.115,-0.961
1633954237598,2021-10-11T15.10.37.598,0.600,-0.029,0.114,-0.950
1633954237638,2021-10-11T15.10.37.638,0.640,-0.032,0.129,-0.961
1633954237678,2021-10-11T15.10.37.678,0.680,-0.040,0.124,-0.960
1633954237718,2021-10-11T15.10.37.718,0.720,-0.036,0.116,-0.956
1633954237758,2021-10-11T15.10.37.758,0.760,-0.033,0.117,-0.971
1633954237798,2021-10-11T15.10.37.798,0.800,-0.026,0.104,-0.963
1633954237838,2021-10-11T15.10.37.838,0.840,-0.023,0.100,-0.964
1633954237878,2021-10-11T15.10.37.878,0.880,-0.030,0.107,-0.964
1633954237918,2021-10-11T15.10.37.918,0.920,-0.036,0.115,-0.955
1633954237958,2021-10-11T15.10.37.958,0.960,-0.047,0.137,-0.967
1633954237998,2021-10-11T15.10.37.998,1.000,-0.040,0.136,-0.964
1633954238038,2021-10-11T15.10.38.038,1.040,-0.029,0.131,-0.958
1633954238078,2021-10-11T15.10.38.078,1.080,-0.029,0.129,-0.964
1633954238118,2021-10-11T15.10.38.118,1.120,-0.025,0.119,-0.960
1633954238158,2021-10-11T15.10.38.158,1.160,-0.030,0.117,-0.960
1633954238198,2021-10-11T15.10.38.198,1.200,-0.025,0.121,-0.959
1633954238238,2021-10-11T15.10.38.238,1.240,-0.015,0.127,-0.940
1633954238278,2021-10-11T15.10.38.278,1.280,-0.015,0.135,-0.931
1633954238318,2021-10-11T15.10.38.318,1.320,-0.023,0.143,-0.945
1633954238358,2021-10-11T15.10.38.358,1.360,-0.034,0.145,-0.963
1633954238398,2021-10-11T15.10.38.398,1.400,-0.037,0.127,-0.967
1633954238438,2021-10-11T15.10.38.438,1.440,-0.034,0.115,-0.969
1633954238478,2021-10-11T15.10.38.478,1.480,-0.029,0.106,-0.966
1633954238518,2021-10-11T15.10.38.518,1.520,-0.027,0.107,-0.962
1633954238558,2021-10-11T15.10.38.558,1.560,-0.029,0.125,-0.957
1633954238598,2021-10-11T15.10.38.598,1.600,-0.025,0.132,-0.948
1633954238638,2021-10-11T15.10.38.638,1.640,-0.034,0.131,-0.951
1633954238678,2021-10-11T15.10.38.678,1.680,-0.035,0.137,-0.958
1633954238718,2021-10-11T15.10.38.718,1.720,-0.037,0.117,-0.963
1633954238758,2021-10-11T15.10.38.758,1.760,-0.034,0.110,-0.965
1633954238798,2021-10-11T15.10.38.798,1.800,-0.040,0.112,-0.965
1633954238838,2021-10-11T15.10.38.838,1.840,-0.035,0.105,-0.966
1633954238878,2021-10-11T15.10.38.878,1.880,-0.033,0.118,-0.956
1633954238918,2021-10-11T15.10.38.918,1.920,-0.034,0.127,-0.957
