epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1633956278990,2021-10-11T15.44.38.990,0.000,-0.175,-0.041,-0.948
1633956279030,2021-10-11T15.44.39.030,0.040,-0.179,-0.035,-0.955
1633956279070,2021-10-11T15.44.39.070,0.080,-0.189,-0.036,-0.958
1633956279110,2021-10-11T15.44.39.110,0.120,-0.192,-0.027,-0.954
1633956279150,2021-10-11T15.44.39.150,0.160,-0.181,-0.039,-0.952
1633956279190,2021-10-11T15.44.39.190,0.200,-0.177,-0.045,-0.954
1633956279230,2021-10-11T15.44.39.230,0.240,-0.181,-0.040,-0.954
1633956279270,2021-10-11T15.44.39.270,0.280,-0.184,-0.043,-0.958
1633956279310,2021-10-11T15.44.39.310,0.320,-0.181,-0.037,-0.956
1633956279350,2021-10-11T15.44.39.350,0.360,-0.181,-0.033,-0.950
1633956279390,2021-10-11T15.44.39.390,0.400,-0.183,-0.037,-0.954
1633956279430,2021-10-11T15.44.39.430,0.440,-0.187,-0.036,-0.956
1633956279470,2021-10-11T15.44.39.470,0.480,-0.183,-0.041,-0.954
1633956279510,2021-10-11T15.44.39.510,0.520,-0.179,-0.045,-0.953
1633956279550,2021-10-11T15.44.39.550,0.560,-0.182,-0.033,-0.950
1633956279590,2021-10-11T15.44.39.590,0.600,-0.190,-0.032,-0.952
1633956279630,2021-10-11T15.44.39.630,0.640,-0.188,-0.043,-0.964
1633956279670,2021-10-11T15.44.39.670,0.680,-0.182,-0.036,-0.957
1633956279710,2021-10-11T15.44.39.710,0.720,-0.183,-0.038,-0.949
1633956279750,2021-10-11T15.44.39.750,0.760,-0.187,-0.040,-0.950
1633956279790,2021-10-11T15.44.39.790,0.800,-0.182,-0.035,-0.954
1633956279830,2021-10-11T15.44.39.830,0.840,-0.182,-0.041,-0.957
1633956279870,2021-10-11T15.44.39.870,0.880,-0.192,-0.033,-0.953
1633956279910,2021-10-11T15.44.39.910,0.920,-0.190,-0.031,-0.953
1633956279950,2021-10-11T15.44.39.950,0.960,-0.183,-0.036,-0.946
1633956279990,2021-10-11T15.44.39.990,1.000,-0.185,-0.029,-0.952
1633956280030,2021-10-11T15.44.40.030,1.040,-0.185,-0.050,-0.963
1633956280070,2021-10-11T15.44.40.070,1.080,-0.185,-0.038,-0.958
1633956280110,2021-10-11T15.44.40.110,1.120,-0.183,-0.035,-0.949
1633956280150,2021-10-11T15.44.40.150,1.160,-0.185,-0.041,-0.951
1633956280190,2021-10-11T15.44.40.190,1.200,-0.190,-0.028,-0.954
1633956280230,2021-10-11T15.44.40.230,1.240,-0.186,-0.042,-0.955
1633956280270,2021-10-11T15.44.40.270,1.280,-0.183,-0.044,-0.950
1633956280310,2021-10-11T15.44.40.310,1.320,-0.190,-0.024,-0.950
1633956280350,2021-10-11T15.44.40.350,1.360,-0.189,-0.040,-0.958
1633956280390,2021-10-11T15.44.40.390,1.400,-0.186,-0.035,-0.955
1633956280430,2021-10-11T15.44.40.430,1.440,-0.187,-0.033,-0.954
1633956280470,2021-10-11T15.44.40.470,1.480,-0.189,-0.046,-0.958
1633956280510,2021-10-11T15.44.40.510,1.520,-0.186,-0.035,-0.954
1633956280550,2021-10-11T15.44.40.550,1.560,-0.185,-0.044,-0.949
1633956280590,2021-10-11T15.44.40.590,1.600,-0.177,-0.042,-0.949
1633956280630,2021-10-11T15.44.40.630,1.640,-0.180,-0.035,-0.952
1633956280670,2021-10-11T15.44.40.670,1.680,-0.194,-0.041,-0.957
1633956280710,2021-10-11T15.44.40.710,1.720,-0.191,-0.035,-0.955
1633956280750,2021-10-11T15.44.40.750,1.760,-0.184,-0.036,-0.949
1633956280790,2021-10-11T15.44.40.790,1.800,-0.189,-0.040,-0.952
1633956280830,2021-10-11T15.44.40.830,1.840,-0.192,-0.041,-0.956
1633956280870,2021-10-11T15.44.40.870,1.880,-0.181,-0.044,-0.956
1633956280910,2021-10-11T15.44.40.910,1.920,-0.176,-0.041,-0.952
1633956280950,2021-10-11T15.44.40.950,1.960,-0.178,-0.043,-0.953
1633956280990,2021-10-11T15.44.40.990,2.000,-0.174,-0.051,-0.962
1633956281030,2021-10-11T15.44.41.030,2.040,-0.178,-0.057,-0.976
1633956281070,2021-10-11T15.44.41.070,2.080,-0.198,-0.027,-0.968
1633956281110,2021-10-11T15.44.41.110,2.120,-0.208,-0.016,-0.950
1633956281150,2021-10-11T15.44.41.150,2.160,-0.195,-0.017,-0.948
1633956281190,2021-10-11T15.44.41.190,2.200,-0.168,-0.018,-0.944
1633956281230,2021-10-11T15.44.41.230,2.240,-0.142,-0.032,-0.949
1633956281270,2021-10-11T15.44.41.270,2.280,-0.132,-0.038,-0.957
1633956281310,2021-10-11T15.44.41.310,2.320,-0.134,-0.028,-0.961
1633956281350,2021-10-11T15.44.41.350,2.360,-0.135,-0.016,-0.952
1633956281390,2021-10-11T15.44.41.390,2.400,-0.133,-0.002,-0.959
1633956281430,2021-10-11T15.44.41.430,2.440,-0.138,-0.010,-0.956
1633956281470,2021-10-11T15.44.41.470,2.480,-0.139,-0.001,-0.955
1633956281510,2021-10-11T15.44.41.510,2.520,-0.134,-0.013,-0.961
1633956281550,2021-10-11T15.44.41.550,2.560,-0.138,-0.012,-0.971
1633956281590,2021-10-11T15.44.41.590,2.600,-0.136,-0.004,-0.974
1633956281630,2021-10-11T15.44.41.630,2.640,-0.119,-0.004,-0.985
1633956281670,2021-10-11T15.44.41.670,2.680,-0.105,0.007,-0.975
1633956281710,2021-10-11T15.44.41.710,2.720,-0.084,0.019,-0.959
1633956281750,2021-10-11T15.44.41.750,2.760,-0.069,-0.001,-0.959
1633956281790,2021-10-11T15.44.41.790,2.800,-0.069,-0.002,-0.962
1633956281830,2021-10-11T15.44.41.830,2.840,-0.084,0.001,-0.979
1633956281870,2021-10-11T15.44.41.870,2.880,-0.095,0.007,-1.000
1633956281910,2021-10-11T15.44.41.910,2.920,-0.091,0.007,-0.999
1633956281950,2021-10-11T15.44.41.950,2.960,-0.069,-0.024,-0.985
1633956281990,2021-10-11T15.44.41.990,3.000,-0.027,-0.025,-0.967
1633956282030,2021-10-11T15.44.42.030,3.040,0.029,-0.014,-0.979
1633956282070,2021-10-11T15.44.42.070,3.080,0.036,-0.027,-0.978
1633956282110,2021-10-11T15.44.42.110,3.120,-0.010,-0.026,-0.981
1633956282150,2021-10-11T15.44.42.150,3.160,-0.076,0.005,-0.955
