epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1633955131905,2021-10-11T15.25.31.905,0.000,4.665,0.244,-0.152
1633955131915,2021-10-11T15.25.31.915,0.010,4.482,-0.061,-0.183
1633955131925,2021-10-11T15.25.31.925,0.020,5.396,0.152,-0.549
1633955131935,2021-10-11T15.25.31.935,0.030,5.762,0.183,-1.433
1633955131945,2021-10-11T15.25.31.945,0.040,2.988,0.091,-2.439
1633955131955,2021-10-11T15.25.31.955,0.050,-0.488,0.091,-3.110
1633955131965,2021-10-11T15.25.31.965,0.060,-2.835,0.091,-3.720
1633955131975,2021-10-11T15.25.31.975,0.070,-4.329,0.305,-4.634
1633955131985,2021-10-11T15.25.31.985,0.080,-6.067,0.793,-5.793
1633955131995,2021-10-11T15.25.31.995,0.090,-6.677,1.067,-6.311
1633955132005,2021-10-11T15.25.32.005,0.100,-5.549,0.823,-6.616
1633955132015,2021-10-11T15.25.32.015,0.110,-3.811,0.488,-6.860
1633955132025,2021-10-11T15.25.32.025,0.120,-3.933,0.244,-6.189
1633955132035,2021-10-11T15.25.32.035,0.130,-5.091,0.305,-5.549
1633955132045,2021-10-11T15.25.32.045,0.140,-5.396,0.122,-5.061
1633955132055,2021-10-11T15.25.32.055,0.150,-6.159,-0.945,-5.244
1633955132065,2021-10-11T15.25.32.065,0.160,-6.372,-0.183,-3.811
1633955132075,2021-10-11T15.25.32.075,0.170,-4.909,2.744,-1.341
1633955132085,2021-10-11T15.25.32.085,0.180,-2.317,4.756,0.061
1633955132095,2021-10-11T15.25.32.095,0.190,-0.762,4.848,1.585
1633955132105,2021-10-11T15.25.32.105,0.200,-0.732,4.604,3.659
1633955132115,2021-10-11T15.25.32.115,0.210,0.701,4.177,4.695
1633955132125,2021-10-11T15.25.32.125,0.220,1.494,3.445,5.335
1633955132135,2021-10-11T15.25.32.135,0.230,-0.671,3.506,5.732
1633955132145,2021-10-11T15.25.32.145,0.240,-3.933,3.476,6.280
1633955132155,2021-10-11T15.25.32.155,0.250,-8.811,3.598,7.500
1633955132165,2021-10-11T15.25.32.165,0.260,-0.274,11.280,13.110
1633955132175,2021-10-11T15.25.32.175,0.270,28.841,20.213,15.518
1633955132185,2021-10-11T15.25.32.185,0.280,41.463,16.799,5.335
1633955132195,2021-10-11T15.25.32.195,0.290,14.390,4.238,-3.598
1633955132205,2021-10-11T15.25.32.205,0.300,-23.293,-5.274,-1.982
1633955132215,2021-10-11T15.25.32.215,0.310,-33.445,-3.659,-0.152
