epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1633958312490,2021-10-11T16.18.32.490,0.000,0.022,-0.024,-0.961
1633958312530,2021-10-11T16.18.32.530,0.040,0.022,-0.022,-0.974
1633958312570,2021-10-11T16.18.32.570,0.080,0.026,-0.022,-0.969
1633958312610,2021-10-11T16.18.32.610,0.120,0.027,-0.022,-0.963
1633958312650,2021-10-11T16.18.32.650,0.160,0.023,-0.016,-0.963
1633958312690,2021-10-11T16.18.32.690,0.200,0.020,-0.017,-0.973
1633958312730,2021-10-11T16.18.32.730,0.240,0.021,-0.019,-0.974
1633958312770,2021-10-11T16.18.32.770,0.280,0.018,-0.015,-0.962
1633958312810,2021-10-11T16.18.32.810,0.320,0.026,-0.020,-0.968
1633958312850,2021-10-11T16.18.32.850,0.360,0.022,-0.019,-0.968
1633958312890,2021-10-11T16.18.32.890,0.400,0.016,-0.015,-0.972
1633958312930,2021-10-11T16.18.32.930,0.440,0.016,-0.016,-0.974
1633958312970,2021-10-11T16.18.32.970,0.480,0.018,-0.020,-0.967
1633958313010,2021-10-11T16.18.33.010,0.520,0.024,-0.024,-0.966
1633958313050,2021-10-11T16.18.33.050,0.560,0.021,-0.027,-0.966
1633958313090,2021-10-11T16.18.33.090,0.600,0.019,-0.034,-0.970
1633958313130,2021-10-11T16.18.33.130,0.640,0.026,-0.027,-0.965
1633958313170,2021-10-11T16.18.33.170,0.680,0.024,-0.018,-0.963
1633958313210,2021-10-11T16.18.33.210,0.720,0.013,-0.015,-0.970
1633958313250,2021-10-11T16.18.33.250,0.760,0.013,-0.018,-0.976
1633958313290,2021-10-11T16.18.33.290,0.800,0.026,-0.024,-0.970
1633958313330,2021-10-11T16.18.33.330,0.840,0.022,-0.021,-0.962
1633958313370,2021-10-11T16.18.33.370,0.880,0.016,-0.022,-0.968
1633958313410,2021-10-11T16.18.33.410,0.920,0.016,-0.024,-0.970
1633958313450,2021-10-11T16.18.33.450,0.960,0.019,-0.026,-0.967
1633958313490,2021-10-11T16.18.33.490,1.000,0.019,-0.024,-0.964
1633958313530,2021-10-11T16.18.33.530,1.040,0.014,-0.020,-0.971
1633958313570,2021-10-11T16.18.33.570,1.080,0.016,-0.022,-0.976
1633958313610,2021-10-11T16.18.33.610,1.120,0.020,-0.021,-0.966
1633958313650,2021-10-11T16.18.33.650,1.160,0.020,-0.024,-0.962
1633958313690,2021-10-11T16.18.33.690,1.200,0.015,-0.020,-0.971
1633958313730,2021-10-11T16.18.33.730,1.240,0.015,-0.019,-0.975
1633958313770,2021-10-11T16.18.33.770,1.280,0.018,-0.022,-0.964
1633958313810,2021-10-11T16.18.33.810,1.320,0.023,-0.026,-0.964
1633958313850,2021-10-11T16.18.33.850,1.360,0.016,-0.027,-0.973
1633958313890,2021-10-11T16.18.33.890,1.400,0.017,-0.025,-0.971
1633958313930,2021-10-11T16.18.33.930,1.440,0.027,-0.021,-0.960
1633958313970,2021-10-11T16.18.33.970,1.480,0.020,-0.017,-0.963
1633958314010,2021-10-11T16.18.34.010,1.520,0.011,-0.016,-0.972
1633958314050,2021-10-11T16.18.34.050,1.560,0.017,-0.021,-0.973
1633958314090,2021-10-11T16.18.34.090,1.600,0.023,-0.028,-0.964
1633958314130,2021-10-11T16.18.34.130,1.640,0.022,-0.029,-0.963
1633958314170,2021-10-11T16.18.34.170,1.680,0.018,-0.022,-0.971
1633958314210,2021-10-11T16.18.34.210,1.720,0.021,-0.023,-0.968
1633958314250,2021-10-11T16.18.34.250,1.760,0.024,-0.024,-0.958
1633958314290,2021-10-11T16.18.34.290,1.800,0.015,-0.018,-0.966
1633958314330,2021-10-11T16.18.34.330,1.840,0.015,-0.020,-0.978
1633958314370,2021-10-11T16.18.34.370,1.880,0.021,-0.024,-0.969
1633958314410,2021-10-11T16.18.34.410,1.920,0.022,-0.026,-0.959
1633958314450,2021-10-11T16.18.34.450,1.960,0.016,-0.018,-0.966
1633958314490,2021-10-11T16.18.34.490,2.000,0.014,-0.018,-0.981
1633958314530,2021-10-11T16.18.34.530,2.040,0.020,-0.016,-0.980
1633958314570,2021-10-11T16.18.34.570,2.080,0.020,-0.007,-0.971
1633958314610,2021-10-11T16.18.34.610,2.120,0.036,-0.005,-0.955
1633958314650,2021-10-11T16.18.34.650,2.160,0.041,-0.010,-0.959
1633958314690,2021-10-11T16.18.34.690,2.200,0.030,-0.013,-0.972
1633958314730,2021-10-11T16.18.34.730,2.240,0.012,-0.011,-0.991
1633958314770,2021-10-11T16.18.34.770,2.280,-0.004,-0.020,-0.999
1633958314810,2021-10-11T16.18.34.810,2.320,-0.009,-0.009,-0.978
1633958314850,2021-10-11T16.18.34.850,2.360,-0.005,-0.008,-0.946
1633958314890,2021-10-11T16.18.34.890,2.400,0.018,-0.007,-0.933
1633958314930,2021-10-11T16.18.34.930,2.440,0.036,-0.011,-0.948
1633958314970,2021-10-11T16.18.34.970,2.480,0.044,-0.019,-0.956
1633958315010,2021-10-11T16.18.35.010,2.520,0.044,-0.015,-0.953
1633958315050,2021-10-11T16.18.35.050,2.560,0.036,-0.004,-0.963
1633958315090,2021-10-11T16.18.35.090,2.600,0.013,0.013,-0.965
1633958315130,2021-10-11T16.18.35.130,2.640,0.005,0.020,-0.964
1633958315170,2021-10-11T16.18.35.170,2.680,0.009,-0.002,-0.968
1633958315210,2021-10-11T16.18.35.210,2.720,0.006,0.003,-0.969
1633958315250,2021-10-11T16.18.35.250,2.760,0.009,-0.015,-0.996
1633958315290,2021-10-11T16.18.35.290,2.800,0.016,-0.025,-0.996
1633958315330,2021-10-11T16.18.35.330,2.840,0.030,-0.022,-0.986
1633958315370,2021-10-11T16.18.35.370,2.880,0.023,-0.010,-0.979
1633958315410,2021-10-11T16.18.35.410,2.920,0.006,0.009,-0.966
1633958315450,2021-10-11T16.18.35.450,2.960,0.024,0.014,-0.950
1633958315490,2021-10-11T16.18.35.490,3.000,0.051,0.012,-0.945
1633958315530,2021-10-11T16.18.35.530,3.040,0.059,0.016,-0.949
1633958315570,2021-10-11T16.18.35.570,3.080,0.044,0.022,-0.974
1633958315610,2021-10-11T16.18.35.610,3.120,0.018,0.021,-0.976
1633958315650,2021-10-11T16.18.35.650,3.160,0.005,0.007,-0.961
1633958315690,2021-10-11T16.18.35.690,3.200,0.006,-0.009,-0.966
1633958315730,2021-10-11T16.18.35.730,3.240,0.017,0.002,-0.974
1633958315770,2021-10-11T16.18.35.770,3.280,0.031,0.016,-0.987
1633958315810,2021-10-11T16.18.35.810,3.320,0.014,0.016,-0.989
1633958315850,2021-10-11T16.18.35.850,3.360,0.029,-0.004,-0.954
1633958315890,2021-10-11T16.18.35.890,3.400,0.053,-0.005,-0.937
1633958315930,2021-10-11T16.18.35.930,3.440,0.048,0.011,-0.951
1633958315970,2021-10-11T16.18.35.970,3.480,0.029,0.018,-0.973
1633958316010,2021-10-11T16.18.36.010,3.520,0.021,0.005,-0.974
1633958316050,2021-10-11T16.18.36.050,3.560,0.018,-0.011,-0.974
1633958316090,2021-10-11T16.18.36.090,3.600,0.017,-0.003,-0.961
1633958316130,2021-10-11T16.18.36.130,3.640,0.020,-0.005,-0.948
1633958316170,2021-10-11T16.18.36.170,3.680,0.003,0.009,-0.958
1633958316210,2021-10-11T16.18.36.210,3.720,-0.006,0.013,-0.983
